begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
449	54	585	211	-5211760143430319471	1772412992146626924	Shia001131Vols-ara1.completed.ms021	LMN20200820-ara1.completed.ms19	98	الي ما- ها---جر الي--ه والايمان --شهادة ان الا اله الا الله وحده لا شريك له وان محمدا عبده ورسوله وان ال-جنة حق و----ال--ن----ا---ر حق وا-لبعث حق وان ال-ساعة ا	النعماء واستنصر علي دفع الاعداء واشه-د- ان -لا اله الا الله وحده لا شريك له وان محمدا عبده ورسوله صلي الله عليه وعلي اله نجوم الاهتداء واءمة الاقتداء الاربعة ا	21	19	-6504084382943731545	955663746043543846	6029	6029	5410	5430	75	160	61.25	14	Shia001131Vols-ara1.completed	LMN20200820-ara1.completed
739	260	859	399	-5211760143430319471	1772412992146626924	Shia001131Vols-ara1.completed.ms022	LMN20200820-ara1.completed.ms01	86	لا اله الا --هو وحده لا شريك له الها-- واحدا -احدا صمدا ل-م -يتخذ --صاحبة ولا ولدا وان محمدا عبده ورسوله صل-ي --الله عل-يه و-----------علي ال-ه	لا اله الا الله وحده لا شريك له -شهادة شاهدة باخلا-ص ما لها من سر وعلانية و--نشهد- -ان محمدا عبده ورسوله الذي شيد به الدين وثبت مبانيه صلي الله	22	1	1860343402994368412	5134781673944761771	6327	6327	30	30	61	145	59.31034469604492	11	Shia001131Vols-ara1.completed	LMN20200820-ara1.completed
717	1394	908	1630	-5211760143430319471	1772412992146626924	Shia001131Vols-ara1.completed.ms022	LMN20200820-ara1.completed.ms10	119	تبا-رك- -وتعا--لي- --هو ----الوا-حد ---لا اله الا --هو وحده لا شريك له الها-- -و-احدا ا-حدا-- صمدا ----ل-م- --يتخذ صا-حبة -ولا ولدا وان محمدا عبده ورسوله صل-ي --الله عل-يه وعلي ---اله والاقرا--ر -بما- كان من عند الله من- نبي ا--و كتاب وذلك	ت الشكر عليها فليس عنها منصرف واشهد ان لا اله الا الله وحده لا شريك له -شهادة توجب من المخاوف امنا وتسهل من الامور ما كان حزنا واشهد ان محمدا عبده ورسوله الذي جبر من الدين وهنا ورسوله -الذي اظهر من المكا-رم- فنونا لا فنا صلي الله عليه وعلي	22	10	1860343402994368412	-2824493650250929253	6341	6341	2749	2749	82	240	49.58333206176758	9	Shia001131Vols-ara1.completed	LMN20200820-ara1.completed
980	857	1084	997	-5211760143430319471	1772412992146626924	Shia001131Vols-ara1.completed.ms026	LMN20200820-ara1.completed.ms19	68	ا--و-ت-وا ويءثرون ----علي -انفسهم و---لو- كان بهم خ-صا------صة ومن يوق شح نفسه فاولءك هم المفلحون والذي-ن --------جا--ءوا من بعدهم ---ي-قو-ل	اد واتقوا الله ما استطعتم واسمعوا واطيعوا وانفقوا خيرا لانفسكم ومن يوق شح نفسه فاولءك هم المفلحون فلم يبق معذرة في القعود عن اعداء الدين وال	26	19	5161377293480134957	955663746043543846	7519	7519	5425	5425	50	140	48.57143020629883	7	Shia001131Vols-ara1.completed	LMN20200820-ara1.completed
1120	5	1285	186	-5211760143430319471	1772412992146626924	Shia001131Vols-ara1.completed.ms034	LMN20200820-ara1.completed.ms20	107	ي الله ---عليه ---وعليهم ا-جمعين -قال ال-له عز وجل يا ايها الذين امنوا اطيعوا الله واطيعوا الرسول واولي الامر منكم -وروينا عن ابي -جعفر--- -محمد بن -علي صل-وات الله عليه ان ساءلا سال	ي الله ان احسن ما وعظ به الانسان كلام الملك الديان يا ايها الذين امنوا اطيعوا الله واطيعوا الرسول واولي الامر منكم فان تنازعتم في شء فردوه الي الله والرسول وان كنتم -تءمنون بالله وال	34	20	3955447307529800614	8027054608337095444	9932	9932	5701	5734	81	182	58.79121017456055	13	Shia001131Vols-ara1.completed	LMN20200820-ara1.completed
827	0	1012	217	-5211760143430319471	1772412992146626924	Shia001131Vols-ara1.completed.ms035	LMN20200820-ara1.completed.ms20	115	--قال -لل---ن-ا-س- يا --ايها الذين ا-منوا- لجميع المءمن-ين الي يوم القي--ام--ة اطيعوا الله واطيعوا الرسول واولي الامر منكم -ا-يانا عني -بهذا ف----قال- -ل-ه -الساءل ---فقوله -عز وجل انما و-ليكم ال-له -ورسوله والذين -امنوا	بتقوي الله ان احسن ما وعظ به ال-انسان كلام الملك الديان يا ا-ي--ها الذين امنوا اطيعوا الله واطيعوا الرسول واولي الامر منكم فان تنازعتم في شء فردوه الي الله والرسول وان كنتم تءمنون بالله واليوم الاخر ذلك خير وا-حسن تاويلا	35	20	-8196313754979960337	8027054608337095444	10234	10234	5700	5740	86	222	51.80180358886719	8	Shia001131Vols-ara1.completed	LMN20200820-ara1.completed
1402	0	1521	127	-5211760143430319471	1772412992146626924	Shia001131Vols-ara1.completed.ms037	LMN20200820-ara1.completed.ms20	89	بن حي وعلي بن صالح بن -حي --سالاه عن -قول ال-له عز وجل يا ايها الذين امنوا اطيعوا الله واطيعوا الرسول واولي الامر منكم -من --ا	بتقوي الله ان احسن ما وعظ به الانسان كلام الملك الديان يا ايها الذين امنوا اطيعوا الله واطيعوا الرسول واولي الامر منكم فان تنا	37	20	2397910660967233626	8027054608337095444	10826	10826	5700	5724	66	127	70.07874298095703	12	Shia001131Vols-ara1.completed	LMN20200820-ara1.completed
832	6	938	124	-5211760143430319471	1772412992146626924	Shia001131Vols-ara1.completed.ms038	LMN20200820-ara1.completed.ms20	84	الله ---عليه -ا-----نه -قال في -قول ال-له عز وجل يا ايها الذين امنوا اطيعوا الله واطيعوا الرسول واولي الامر منكم قال	الله ان احسن ما وعظ به الانسان كلام الملك الديان يا ايها الذين امنوا اطيعوا الله واطيعوا الرسول واولي الامر منكم فان	38	20	4640661014368828051	8027054608337095444	11122	11122	5702	5723	64	118	71.18643951416016	13	Shia001131Vols-ara1.completed	LMN20200820-ara1.completed
614	251	670	319	-5211760143430319471	1772412992146626924	Shia001131Vols-ara1.completed.ms105	LMN20200820-ara1.completed.ms01	50	-اشهد ان لا اله الا الله وحده لا شريك له -وا---ش-هد- -ا---ن م-حمدا	ونشهد ان لا اله الا الله وحده لا شريك له شهادة شاهدة باخلاص ما لها	105	1	-6021101351375073522	5134781673944761771	31214	31214	16	16	36	68	73.52941131591797	10	Shia001131Vols-ara1.completed	LMN20200820-ara1.completed
542	1333	684	1503	-5211760143430319471	1772412992146626924	Shia001131Vols-ara1.completed.ms105	LMN20200820-ara1.completed.ms10	86	له عليه وال-ه انه قال اذا ---اردت ال-وض----وء فقل بسم الله وعلي ملة رسول--- ال----له- --صلع -اشهد ان لا اله الا الله وحده لا شريك له -وا----شهد ان محمدا-- عبده ورسول--ه صل	لي نعمه -التي رتعت الاعين منها في الروض الانف والطافه التي وقفت الشكر عليها فليس عنها منصرف واشهد ان لا اله الا الله وحده لا شريك له شهادة توجب من المخاوف امنا وتسهل من ال	105	10	-6021101351375073522	-2824493650250929253	31231	31231	2734	2734	59	171	50.292396545410156	9	Shia001131Vols-ara1.completed	LMN20200820-ara1.completed
