begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
410	1364	502	1460	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms021	Shamela0002864-ara1.ms1171	62	ه- --لامراة يتزوجها او لدنيا يصيبها فهجرته الي ما هاجر اليه و---ال-اي-ما--ن --شه-ا---دة ان -الا ال-ه- الا ا-لله	ها او امراة يتزوج----------------ها فهجرته الي ما هاجر اليه وفي الحديث الذي علمه البراء بن عازب اللهم اني اسلمت	21	1171	-6504084382943731545	3166410508543416519	6018	6018	351019	351019	47	112	55.35714340209961	5	Shia001131Vols-ara1.completed	Shamela0002864-ara1
405	831	579	1021	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms021	Shamela0002864-ara1.ms1336	100	ه-جر-ته لامراة يتزوجها او لدنيا--- -يصي-بها فهجرته الي -ما هاجر ال-يه وا-------لايمان شهادة ان الا اله الا الله وحده لا شريك له وان محمدا عبده ورسوله -وا---ن -ا----لجنة حق وال--نا-ر حق ---وال-بعث حق- -وان ال	هم رسله والرسل انما هم مبلغون امره ونهيه لا يامرون الا بما -امر ولهذا كان راس الاسلام شهادة ان -لا اله الا ا-ل---------------له وان محمدا عبده ورسوله فطاعتهم طاعة الله كما قال تعالي من يطع الرسول فقد اطاع ال	21	1336	-6504084382943731545	7906130838824795926	6035	6035	400539	400539	71	208	48.07692337036133	11	Shia001131Vols-ara1.completed	Shamela0002864-ara1
711	1003	922	1206	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms022	Shamela0002864-ara1.ms0001	105	الله تبا--رك ---و--تعالي -هو -ا---ل--وا-حد ---لا اله الا --هو وحده لا شريك له الها واحدا احدا صمدا لم يتخذ صاحبة ولا ولدا وان محمدا عبده ورسوله --صلي الله عليه وعلي ال-ه والاقرار بما كان -من -عند -الله ---من نبي ا--و كتاب وذلك -ما -فرض -علي الق	الله فلا مضل له ومن يضلل فلا هادي له واشهد ان لا اله الا الله وحده لا شري--------ك ----------------ل-----------ه و-ا-شهد- -ان محمدا عبده ورسوله ارسله باله--دي- ودين الحق ليظهره علي الدين كله وكفي بالله شهيدا صلي الله عليه وعلي اله وسلم تسليما ق	22	1	1860343402994368412	-4047927848413200647	6346	6346	43	43	71	245	42.85714340209961	9	Shia001131Vols-ara1.completed	Shamela0002864-ara1
703	368	912	575	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms022	Shamela0002864-ara1.ms0042	122	سليم با-ن-- --الله تبارك و-تعال-ي --هو-- ال--واحد لا اله الا هو وحده لا شريك له الها واحدا احدا صمدا لم يتخذ صاحبة ولا ولدا وان محمدا عبده ورسوله --صلي -ال-له عليه وعلي -ا---ل--ه -والاقرار بما كان من عند الله من -نب--ي-- -او كتاب وذلك ما ف	سل-م لا نرد من ذلك -شيءا وان الله عز وجل اله واحد لا اله الا ه--و--- ---فر--------------د- -----صمد- لم يتخذ صاحبة ولا ولدا وان محمدا عبده ورسوله ارسله بالهدي ودين الحق وان الجنة حق والنار -حق وان الساعة اتية لا ريب فيها وان الله يبعث من ف	22	42	1860343402994368412	5389260584913129596	6345	6345	12346	12346	84	239	51.046024322509766	13	Shia001131Vols-ara1.completed	Shamela0002864-ara1
1286	750	1412	901	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms022	Shamela0002864-ara1.ms0206	75	ال-لسان --ال-عق-ل -والتعبي-----ر عن القلب ما عقد عليه فاقر به --فقال ت-بارك ----وتعالي قولوا- امنا بالله وما انزل الينا وما انزل ----الي ابرا--هيم واس	الدرجات وكذلك قال تعالي فيما امر ان يخاطب به اهل الكتاب قل يا اهل الكتاب هل تنقمون منا الا ان امنا بالله وما انزل الينا وما انزل من قبل وان اكثركم فاس	22	206	1860343402994368412	5895781323840388635	6324	6324	61532	61532	54	151	49.66887283325195	8	Shia001131Vols-ara1.completed	Shamela0002864-ara1
1286	700	1426	871	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms022	Shamela0002864-ara1.ms0372	91	ال-لسان--- ال----عقل- وال-تعبير ع--ن- ا--لقلب -ما عقد عل-يه فا--قر به --فقال- تبارك وتعالي قولوا امنا بالله وما انزل الينا وما انزل الي-- ابراهيم وا-سم-ا-عيل-- واس--حا-ق -و	الذي انزله الله تعالي والذي وجب علينا ان نءمن بما فيه ولهذا قال النبي صلي الله عليه و--سلم قولوا امنا بالله وما انزل الينا وما انزل اليكم وقال قولوا امنا بالله ورسله اذا رو	22	372	1860343402994368412	3943372025270617957	6326	6326	111334	111334	68	173	52.60115432739258	9	Shia001131Vols-ara1.completed	Shamela0002864-ara1
711	1113	915	1352	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms022	Shamela0002864-ara1.ms0393	120	الله تبارك وتعالي- --هو -الواحد لا اله -الا -هو وحده --لا- شريك له الها واحدا احدا صمد--ا ---------لم يتخذ صاحبة ولا ولدا وان محمدا عبده ورسوله صلي الله عليه وعلي ال--ه ---وا-لاقرا-ر -بما كا--ن --من عند ال----له من نبي ا---و كتاب وذلك -ما فر-ض	الله صلي الله عليه وسلم لايردون من ذلك شيءا وان الله سبحانه وتعالي اله- واحد- فرد- صمد لا اله غيره لم يتخذ صاحبة ولا ولدا وان محمدا عبده ورسوله وان ال-جنة حق و-ان النار حق وان الساعة اتية لاريب فيها وان اله يبعث من -في القبور وان الله علي عرشه	22	393	1860343402994368412	8095451757189120709	6345	6345	117651	117651	80	245	48.979591369628906	11	Shia001131Vols-ara1.completed	Shamela0002864-ara1
769	173	919	355	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms022	Shamela0002864-ara1.ms0413	102	ال-ه--ا و----احدا احد---ا صمد--ا ---------لم يتخذ صاحبة ولا ولدا وان محمدا عبده ورسوله صلي الله عليه وعل-ي اله وا-لاقرا-ر -بما كا--ن --من عند الله --من -ن-بي ا---و كتاب وذلك ما فرض علي	الله عز وجل واحد- احد فرد صمد لا اله غيره لم يتخذ صاحبة ولا ولدا وان محمدا عبده ورسوله وان ال-جنة حق والنار حق وان الساعة اتية لاريب فيها وان الله يبعث من في القبور وان الله م--ستو علي	22	413	1860343402994368412	3158164969759835728	6333	6333	123637	123640	73	186	54.83871078491211	11	Shia001131Vols-ara1.completed	Shamela0002864-ara1
1306	411	1498	615	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms022	Shamela0002864-ara1.ms0499	155	ير -عن القلب ما عقد عليه فاقر به ف-قال---- ت-با--ر-----ك و-تعا---لي- -قولوا ---امنا بالله وما انزل الينا وما انزل الي ابراهيم واسماعيل واسحاق ويعقوب والاسباط وما اوتي موسي وعيسي وما اوتي النبيون من ربهم لا نفرق بين	ير دين ال-له -يبغون ول-ه اسلم من في السماوات والارض طوعا وكرها واليه يرجعون قل امنا بالله وما انزل علينا وما انزل علي ابراهيم واسماعيل واسحاق ويعقوب والاسباط وما اوتي موسي وعيسي و--------النبيون من ربهم لا نفرق بين	22	499	1860343402994368412	-160144504008469931	6337	6337	149438	149438	122	215	72.09302520751953	21	Shia001131Vols-ara1.completed	Shamela0002864-ara1
740	100	868	262	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms022	Shamela0002864-ara1.ms0506	88	لا ال-ه -الا هو وحد--ه -لا شريك -له ال-ه--ا و--احدا احدا صمد--ا--- -----لم يتخذ صاحبة ولا ولدا وان محمدا عبده ورسوله صلي- الله عليه و--علي -ا---ل--ه ---وال-ا---ق-رار	له عليه وسلم لا نرد من ذلك شيءا وان الله عز وجل فرد احد- صمد لااله غيره لم يتخذ صاحبة ولا ولدا وان محمدا -صلي --الله عليه وسلم عبده ورسوله وان الجنة حق والنار حق وان	22	506	1860343402994368412	-3880917434079965833	6327	6327	151523	151536	61	166	53.012046813964844	6	Shia001131Vols-ara1.completed	Shamela0002864-ara1
727	769	915	994	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms022	Shamela0002864-ara1.ms0516	116	لي -هو الواحد لا -اله الا هو و-حده -لا شريك --ل-ه --ال-ها-- واحدا احدا صمد--ا ---------لم يتخذ صاحبة ولا ولدا وان محمدا عبده ورسوله صلي الله عليه وعل-ي اله وا---ل-ا-قرا-ر بما كان --من عند الله --من -ن-بي ا---و كتاب وذلك -ما فر-ض	له صلي الله عليه وسلم -لا يردون من ذلك شيءا والله تعالي اله واحد- فرد- صمد لا اله غيره لم يتخذ صاحبة ولا ولدا وان محمدا عبده ورسوله وان ال-جنة حق والنار حق وان الساعة اتية لا ريب فيها وان الله يبعث من في القبور وان الله علي عرشه	22	516	1860343402994368412	5684152951535509470	6342	6342	154549	154549	80	229	50.65502166748047	9	Shia001131Vols-ara1.completed	Shamela0002864-ara1
1311	5	1402	112	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms022	Shamela0002864-ara1.ms1284	68	القلب -ما -عقد عليه فاقر به --فق-ا---ل ---ت-ب-ارك -وتعالي -قولوا امنا بالله وما انزل الينا وما انزل الي-- ا	ال-له صلي الله عليه وسلم لا تصدقوا اهل الكتاب ولا تكذبوهم وقولوا امنا بالله وما انزل الينا وما انزل اليكم ا	22	1284	1860343402994368412	-111504034986776788	6319	6319	384901	384921	49	108	62.96296310424805	10	Shia001131Vols-ara1.completed	Shamela0002864-ara1
1268	1273	1416	1433	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms023	Shamela0002864-ara1.ms0320	95	ال ولا تقف ما -ليس ل-ك به علم- ان ا-لسمع -والبصر والفءاد -كل اولءك كان عنه --مسءولا -وقال --عز -وجل- وما كنتم تستترون ان يشهد عليكم سمعكم ولا ابصاركم ولا جلودكم	ال الاخر يسمع ان اعلنا ولايسمع ان اسررنا فقال- الثالث ان سمع منه شيءا فانه يسمع كله فانزل الله تعالي وما كنتم تستترون ان يشهد عليكم سمعكم ولا ابصاركم ولا جلودكم	23	320	3147909878544919573	-6071745809736585807	6631	6631	95731	95731	71	161	59.00621032714844	13	Shia001131Vols-ara1.completed	Shamela0002864-ara1
1223	74	1416	258	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms023	Shamela0002864-ara1.ms0801	123	ي القلب واللسان والسمع والبصر ف--ي اية واحدة فقا-ل ول---ا -تقف م-ا -ل-يس --لك --به عل----م --ا-ن السمع والبصر والفءاد كل اولءك كان عنه مسءولا وقال عز وجل وما كنتم تستترون ان يشهد عليكم سمعكم ولا ابصاركم ولا جلودكم	ي الدماغ بخل-اف -السمع والبصر فانه ليس فيهما مماسة المرءي والمسموع ولهذا كانت اصول الاحساس ثلاثة السمع والبصر وال--مس --قا-ل-- ---تع--------ا----ل--ي ----وما كنتم تستترون ان يشهد عليكم سمعكم ولا ابصاركم ولا جلودكم	23	801	3147909878544919573	-2422053005894179514	6639	6639	240012	240032	92	214	57.47663497924805	15	Shia001131Vols-ara1.completed	Shamela0002864-ara1
653	0	744	102	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms023	Shamela0002864-ara1.ms0872	64	قد افلح المءمنون الذين هم في صلاتهم خاشعون وال-ذين-- --هم عن اللغو- معرضون وال-ذين ---هم للزكوة -فا-عل	قد افلح المءمنون الذين هم في صلاتهم خاشعون -المءمنون وقال واستعينوا بالصبر والصلاة وانها لكبيرة الا عل	23	872	3147909878544919573	1216238630018725708	6617	6617	261300	261317	48	103	62.135921478271484	9	Shia001131Vols-ara1.completed	Shamela0002864-ara1
1267	1440	1383	1569	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms023	Shamela0002864-ara1.ms0955	77	ق-ال--- ولا تقف ما- ليس -لك -به -ع-لم ان السمع والبصر والفءاد كل اولءك كان عنه مسءولا وقال عز وجل- وما كنتم تستترون ان --يش-هد- عل	ق السمع و-الخبر والكلام كما قال تعالي ان السمع والبصر والفءاد كل اولءك كان عنه مسءولا الاسراء والعبد الصادق يحصل له من المشاهدة ال	23	955	3147909878544919573	5805457671358513363	6625	6625	286223	286223	57	130	59.230770111083984	9	Shia001131Vols-ara1.completed	Shamela0002864-ara1
405	261	497	363	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms023	Shamela0002864-ara1.ms1158	62	ء بها- فلا تقعدوا معهم حتي يخوضوا في حديث غيره ا-ن-كم اذا- مثلهم ثم استثني في موضع ا--خر -وقال--- واما	ء وقال فلا تقعدوا معهم حتي يخوضوا في حديث غيره النساء وقال ونطمع ان يدخلنا ربنا مع القوم الصالحين الما	23	1158	3147909878544919573	-1461872500645103809	6619	6619	347119	347119	44	102	60.7843132019043	9	Shia001131Vols-ara1.completed	Shamela0002864-ara1
1400	513	1554	704	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms024	Shamela0002864-ara1.ms0876	95	ا-مع-ة علي---- ال--وجه- --وال--يدين وال-رجلي---ن --وقال في موضع اخر وان المساجد لله فلا تدعوا مع الله احدا --فه--ذا ما- فرض الله --علي الجوارح من-- الطهور والصل-ا--ة ---و-سمي الصلا--ة ايما-نا	الدعاء الي غير الله فهو من المشركين -الذين يدعون غير الله قال تعالي وان المساجد لله فلا تدعوا مع الله احدا وانه لما قام عبد الله يدعوه كادوا يكونون عليه لبدا قل انما ادعو ربي ولا اشرك به احدا	24	876	529577681046650579	563907669246821039	6929	6929	262539	262539	71	192	49.47916793823242	9	Shia001131Vols-ara1.completed	Shamela0002864-ara1
1444	380	1554	511	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms024	Shamela0002864-ara1.ms0883	74	--اخر وان المساجد لله فلا تدعوا مع الله احدا --فه--ذا ما- فرض الله --علي الجوارح من-- الطهور والصل-ا--ة ---و-سمي الصلا--ة ايما-نا	تعالي وان المساجد لله فلا تدعوا مع الله احدا وانه لما قام عبد الله يدعوه كادوا يكونون عليه لبدا قل انما ادعو ربي ولا اشرك به احدا	24	883	529577681046650579	7523566542648051394	6922	6922	264628	264628	54	131	56.488548278808594	10	Shia001131Vols-ara1.completed	Shamela0002864-ara1
373	641	489	779	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms024	Shamela0002864-ara1.ms1550	96	ال-- في --اية -------اخري يا ايها الذين امنوا اذا لقيتم الذين كفروا زحفا فلا تولوهم الادبار --------وقال فاذا لقيتم الذين كفروا --فضر-ب ال	الله في مواضع كقوله تعالي يا ايها الذين امنوا اذا لقيتم الذين كفروا زحفا فلا تولوهم الادبار الانفال وقوله اذا لقيتم فءة فاثبتوا واذكروا ال	24	1550	529577681046650579	1099890493098594816	6922	6922	464724	464724	76	138	69.56521606445312	15	Shia001131Vols-ara1.completed	Shamela0002864-ara1
336	1087	527	1307	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms024	Shamela0002864-ara1.ms1556	117	ا-لي الكعبين -وا--ن كنتم ج-نبا- فاطه-روا- وقا-ل- ---في اية اخري -يا ا-يها- -الذين امنوا اذا لقيتم الذين كفروا زحفا فلا تولوهم الادبار وقال فاذا لقيتم ا--لذ--ي--ن كفروا -فضرب ال-----رقاب --حتي اذا اثخنتم-وهم ف--شدوا ال-وثاق -فا	احدي الذاتين للاخري ففيه جوابان احدهما ان هذا لا يشترط في- معني لفظ اللقاء قال--- تعالي اذا لقيتم الذين كفروا زحفا فلا تولوهم الادبار الا-نفال ومعلوم ان هذا يكون -بدون تباين الذوات وقال تعالي اذا -لقيتم فءة فاثبتوا الانفال وقا	24	1556	529577681046650579	-7277747682355676565	6935	6935	466540	466540	84	227	51.54185104370117	10	Shia001131Vols-ara1.completed	Shamela0002864-ara1
620	1130	714	1241	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms026	Shamela0002864-ara1.ms1167	69	امنوا -بالله ورسله قال- والسابقون السابقون اولءك المقربون ---وقا---ل---- --وا-لسابقون -الا---ولون من المهاجرين --و	امنون سبا--- وقال تعالي والسابقون السابقون اولءك المقربون في جنات النعيم الواقعة وقال فاما ان كان من الم-قربين فرو	26	1167	5161377293480134957	4097965741429975552	7514	7514	349819	349819	56	115	60.0	6	Shia001131Vols-ara1.completed	Shamela0002864-ara1
1090	1158	1215	1306	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms026	Shamela0002864-ara1.ms1189	109	ا-- اغفر لنا ول-----اخواننا الذين سبقونا بالايمان ولا تجعل في قلوبنا غلا للذين امنوا ربنا انك رءوف رحيم ---فبدا --ب---ا---لمهاجر--ين الا---ولين علي	الي يغفر لنا ولساءر اخواننا الذين سبقونا بالايمان ولا يجعل في قلوبنا غلا للذين امنوا ربنا انك رءوف رحيم ومع هذا فابو حامد لم يعرف في كلامه خروج الي	26	1189	5161377293480134957	-6380811915148967408	7522	7522	356429	356429	87	148	73.64865112304688	14	Shia001131Vols-ara1.completed	Shamela0002864-ara1
1415	1128	1488	1203	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms026	Shamela0002864-ara1.ms1443	69	ل- عز -وجل تلك الرسل فضلنا بعضهم علي بعض منهم من كلم الله ورفع بعضهم درجات	له في قوله تلك الرسل فضلنا بعضهم علي بعض منهم من كلم الله ورفع بعضهم درجات	26	1443	5161377293480134957	8879800753016831551	7516	7516	432616	432616	53	75	92.0	13	Shia001131Vols-ara1.completed	Shamela0002864-ara1
965	540	1187	742	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms026	Shamela0002864-ara1.ms1722	134	دورهم حاجة مما اوتوا ويءثرون علي انفسهم ولو كان بهم خصاصة ومن يوق شح نفسه -فاولءك هم المفلحون والذين جاءوا من- بعدهم --يقولون ربنا اغفر لنا ولاخواننا الذين سبقونا بالايمان ولا تجعل في قلوبنا غلا للذين امنوا ربنا انك رءوف رحيم	-ير-----جع عنه -و-----ي--قول -في ا-لاخر ما ينا-قضه- كما- يوجد هذا في عامة كتبه تغمده ال--ل--ه برحمته -وعفا عنه وساءر المءمنين ربنا اغفر لنا ولاخواننا الذين سبقونا بالايمان ولا تجعل في قلوبنا غلا للذين امنوا ربنا انك رءوف رحيم	26	1722	5161377293480134957	-8636237815490954940	7541	7541	516338	516338	99	226	59.29203414916992	18	Shia001131Vols-ara1.completed	Shamela0002864-ara1
457	1168	599	1331	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms029	Shamela0002864-ara1.ms0265	84	ابي طالب صلوات الله -علي-ه- وعلي الاءم-ة ---من ولده الطاهرين قال- الله -عز وجل ------انما وليكم الله ورسوله والذين امنوا الذين يقيمون ----ال-صلاة --ويءتون ال-زكاة و	صلي الله عل-يه وسلم وعلي هذا بني الايمان وبذلك و-جب الموالاة والمعاداة كما قال تعالي انما وليكم الله ورسوله والذين امنوا الي قوله فان حزب الله هم الغالبون الماءدة و	29	265	4493144112353012070	-5418213007062165989	8426	8426	79230	79230	61	165	50.90909194946289	7	Shia001131Vols-ara1.completed	Shamela0002864-ara1
449	128	566	260	-5211760143430319471	-812960164341536448	Shia001131Vols-ara1.completed.ms029	Shamela0002864-ara1.ms0385	87	ن- --علي -بن ابي طال-ب- صلوات الله عليه وعلي -الاءمة من- -ولده -ال----طاه-رين قال ال-له -عز -وجل- انما وليكم الله ورسوله والذين امنوا ال	نا موالي النسا-ء والنبي صل--ي الله عليه وسلم قال- من كنت مولاه فعلي مولاه العشرون الولي قال تعالي انما وليكم الله ورسوله والذين امنوا ال	29	385	4493144112353012070	8701357880964246270	8423	8423	115223	115224	66	136	63.97058868408203	9	Shia001131Vols-ara1.completed	Shamela0002864-ara1
