begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
971	723	1074	884	1684180232976004576	7635508410481802022	EShia0071536-ara1.completed.ms009	Shamela0000176-ara1.completed.ms010	72	م- وهم الحسن والحسين و-------علي -----------------زين -----------ال--------عا--بدين و---محمد ---البا-قر --وجعفر الصادق واسما--عيل ومحمد بن اسماعيل ----ومن البا-ب الا	مد هذا الحسن والحسين ومحمدا وولد الحسن بن محمد الحسين واحمد وهم بالكوفة فهءلاء جميع ولد محمد بن اسماعيل بن جعفر الصادق وا-ما بقية اولاد ---اسماعيل بن جعفر الصادق فلا	9	10	1510959639129480060	8158646529272744628	2417	2417	2729	2729	56	165	43.6363639831543	4	EShia0071536-ara1.completed	Shamela0000176-ara1.completed
447	520	578	671	1684180232976004576	7635508410481802022	EShia0071536-ara1.completed.ms027	Shamela0000176-ara1.completed.ms119	79	ر -ا-ن في ذل--ك -ل--ذكري ل--من كان له قلب او القي السمع وهو شهيد وهذا الشخص ال-فاضل المنت--قل الي -رت--بة -العاشر -ل-ا يتهيا- لاحد من المقامات -م-ا- تهيا	ر ما نفدت كلمات الله وليعلم من كان له قلب او القي السمع وهو شهيد -انا كلمات الله الازليات واسماءه التامات وانواره الشعشعانيات واعلامه ال-نيرات ومصابيحه ا	27	119	7872455759448268793	-3014760032708816634	7827	7827	35426	35426	59	153	51.63398742675781	9	EShia0071536-ara1.completed	Shamela0000176-ara1.completed
1204	961	1347	1112	1684180232976004576	7635508410481802022	EShia0071536-ara1.completed.ms036	Shamela0000176-ara1.completed.ms118	89	يقول وتلك الامثال نضربها للناس وما يعقلها الا العالمون -جعلكم الله من ال-عالمين العاملين بما يعلمون واعاذكم من جهل -ال-جا-هل-ي-ن وحيرة الضال-ين و-ضل--ال	يقول وتلك الامثال نضربها للناس وما يعقلها الا العالمون وقال سبحانه وتعالي ان في خلق ال-سموات والارض واختلاف -الليل والنهار لايات لاولي ال-الباب وقوله جل	36	118	-9161918483126051085	7087522198167692429	10524	10524	35126	35126	69	154	57.79220962524414	10	EShia0071536-ara1.completed	Shamela0000176-ara1.completed
366	713	461	820	1684180232976004576	7635508410481802022	EShia0071536-ara1.completed.ms036	Shamela0000176-ara1.completed.ms124	79	لا ينفع نفسا ايمانها لم تكن امنت من قبل او كسبت في ايمانها خيرا فلذلك-- كان ----م--حم-د --صل--ي الله عليه و	لا ينفع نفسا ايمانها لم تكن امنت من قبل او كسبت في ايمانها خيرا وان كنت علي ثقة من امرك ومهل في ا-مر عصرك و	36	124	-9161918483126051085	7828645795588450483	10521	10521	36925	36925	58	108	73.14814758300781	16	EShia0071536-ara1.completed	Shamela0000176-ara1.completed
1361	1143	1530	1347	1684180232976004576	7635508410481802022	EShia0071536-ara1.completed.ms036	Shamela0000176-ara1.completed.ms356	102	م الله- ----لما يرضيه ويزك-و -لد-يه --وي-زدلف --به ال----يه وصلي الله علي محمد----- النبي- واله الطيبين الطاهرين وسلم تسليما --حسبنا الله ونعم الوكيل -ال--مجلس ال-----ثاني -من ---الجزء ال--ا--ول في باب ال-و-لاية	م اللهم فاستلبه -عزته وملكنا بقدرتك ناصيته يا ارحم الراحمين وصلي الله علي محمد خاتم النبين وعلي ال----ه الط-يبين وسلم تسليما وبعث به ال-ي -باب الكعبة وعلق بباب الكعبة ودعي بما فيه فقتل البساسيري في ذلك اليوم سنة	36	356	-9161918483126051085	7760225787135359486	10531	10531	106538	106538	71	212	48.11320877075195	7	EShia0071536-ara1.completed	Shamela0000176-ara1.completed
532	683	626	779	1684180232976004576	7635508410481802022	EShia0071536-ara1.completed.ms039	Shamela0000176-ara1.completed.ms124	78	الظاهر والعمل كما قال---- تعالي لا ينفع نفسا ايمانها لم تكن امنت من قبل او كسبت في ايمانها خيرا و	التوبة وحل-ول وقت -النوبة حينءذ لا ينفع نفسا ايمانها لم تكن امنت من قبل او كسبت في ايمانها خيرا و	39	124	9210985223523165235	7828645795588450483	11420	11420	36920	36920	58	98	79.59183502197266	16	EShia0071536-ara1.completed	Shamela0000176-ara1.completed
694	1515	790	1629	1684180232976004576	7635508410481802022	EShia0071536-ara1.completed.ms042	Shamela0000176-ara1.completed.ms117	66	ير م-حمودي-ن و---من جهل فعليه ان يرد -الي-نا -----ما اشكل ع--ليه قال---- تعالي ف-سءلوا اهل الذكر ان كنتم لا تعلمون	يه من البيان وليسال اهل الذكر ان كان لا يعلم فقد امر الله عز وجل بالسءال فقال- فاسءلوا اهل الذكر ان كنتم لا تعلمون	42	117	-1945511837123632985	-8784212374589015440	12320	12320	34824	34824	46	115	57.39130401611328	7	EShia0071536-ara1.completed	Shamela0000176-ara1.completed
1121	1405	1203	1537	1684180232976004576	7635508410481802022	EShia0071536-ara1.completed.ms046	Shamela0000176-ara1.completed.ms120	59	ل الله ---و-----------ر--سوله والذين امنوا ف--ان حزب ال--له -----------هم الغالبون وان-ما خا--طب ال---------له عز- وجل --به----ذا ال	ل الله جل وعز انا لننصر رسلنا والذين امنوا في الحياة الدنيا وان جندنا لهم الغالبون وان حزبنا لهم المنصورون فلم يزل ذلك دابهم وعين ال	46	120	-2196721664125180130	3318543152970459452	13516	13516	35725	35725	45	132	44.69696807861328	6	EShia0071536-ara1.completed	Shamela0000176-ara1.completed
150	952	285	1101	1684180232976004576	7635508410481802022	EShia0071536-ara1.completed.ms050	Shamela0000176-ara1.completed.ms118	89	د-ا-- ومثل قوله وتلك الامثال نضربها للناس وما يعقلها الا العالمون ومثل --قوله و-اولي الامر -منكم وم-ثل قول-ه تعالي ان الل-ه يا-مركم -ان ت-ءدو-ا الا-ما	دلالة حيث يقول- وتلك الامثال نضربها للناس وما يعقلها الا العالمون وقال سبحانه وتعالي ان في خلق السموات والارض واختلاف الليل والنهار لايات لاولي الالبا	50	118	-1961735007188334298	7087522198167692429	14724	14724	35124	35124	70	150	59.33333206176758	8	EShia0071536-ara1.completed	Shamela0000176-ara1.completed
818	1192	937	1333	1684180232976004576	7635508410481802022	EShia0071536-ara1.completed.ms050	Shamela0000176-ara1.completed.ms356	86	الشاكرين وصلي الله علي محمد----- النبي- وعلي اله الطيبين وسلم تسليما --حسبنا الله ونعم الوكيل -ال--مجلس الراب----ع- -من ---الجزء ال--ا--ول في	الراحمين وصلي الله علي محمد خاتم النبين وعلي اله الطيبين وسلم تسليما وبعث به ال-ي -باب الكعبة وعلق بباب الكعبة ودعي بما فيه فقتل البساسيري في	50	356	-1961735007188334298	7760225787135359486	14722	14722	106527	106527	64	143	60.13985824584961	10	EShia0071536-ara1.completed	Shamela0000176-ara1.completed
