section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
 [Bibliography],268,0,0,0
 مقدمة مترجم الكتاب ومحققه,1162,14,1,1.2048192771084338
 الاسم والاسرة,142,0,0,0
 الخلط بينه وبين شرف الدين البيهقي,340,21,2,6.176470588235294
 تحديد السنة التي ولد فيها,620,17,2,2.741935483870968
 متي انتهي البيهقي من تاليف كتابه؟,389,0,0,0
 الاسرة والبدايات الدراسية,3403,295,15,8.668821627975316
 تلاميذه,1437,115,5,8.002783576896313
 مذهبه,1191,16,2,1.343408900083963
 هل كان البيهقي حنفيا ام شافعيا؟,1750,114,7,6.514285714285714
 مءلفاته,1208,80,8,6.622516556291391
 حداءق الوساءل الي طرق الرساءل- طراءق الوساءل,20,0,0,0
 خبير بن العليم- قصة خبير,1765,60,5,3.39943342776204
 مءامرات الاعمال النجومية- كتاب في مءامرات ...,554,0,0,0
 هذه الترجمة الي العربية,356,0,0,0
 تحقيق الكتاب,388,29,2,7.474226804123711
 كلمات ورموز,49,0,0,0.0
 ارتبط,103,0,0,0
 الحبالة,111,0,0,0
 درج,106,0,0,0
 الفترة,172,0,0,0
 المثال,134,12,1,8.955223880597014
 المصاف,191,0,0,0
 الاصول,40,0,0,0
 القسم Milestone300 الاول تاريخ بيهق,4,0,0,0
 مقدمة المءلف,3384,83,4,2.4527186761229314
 فصل في ذكر البلدان,260,0,0,0
 فصل في اعداد التواريخ المشهورة,319,36,2,11.285266457680251
 ذكر تواريخ المدن والبلدان ومءلفيها,296,24,2,8.108108108108109
 باب في فضاءل بيهق,211,21,1,9.95260663507109
 ذكر من كان من الصحابة رضي الله عنهم ببيهق,541,15,1,2.7726432532347505
 فصل في ذكر فتح بيهق,213,0,0,0
 باب في ذكر هواء بيهق,439,0,0,0
 فصل في ذكر المضاف والمنسوب الي كل مدينة,124,0,0,0.0
 فصل في ‪@ISE@‬ ذكر افات وامراض البلدان,639,0,0,0.0
 ذكر امهات البلدان,102,0,0,0
 فصل في بيان ان التعويل علي هواء المدن دون العناصر الاخري,222,0,0,0
 باب في اشتقاق لفظ بيهق وحدودها,1084,24,2,2.214022140221402
 باب في بناء سبزوار، والوقاءع العظيمة التي حدثت هناك,3408,50,4,1.4671361502347418
 القسم الثاني باب في ذكر البيوت القديمة والشريفة في هذه البلدة,113,0,0,0
 بيوت سادات بيهق اقر الله تعالي بهم عيون جدهم وابيهم وامهم يوم القيامة,2652,682,23,25.716440422322773
 [66] تاريخ الطاهريين وعدد ملوكهم,103,37,3,35.92233009708738
 الصفاريون,323,0,0,0
 السامانيون,598,26,1,4.3478260869565215
 المحموديون,207,96,2,46.3768115942029
 السلاجقة,420,42,2,10.0
 بيت سيد الوزراء نظام الملك,2504,369,14,14.736421725239618
 المهلبيون,2062,262,12,12.70611057225994
 فولادوند,1955,81,6,4.143222506393862
 الحاكميون,1499,244,11,16.27751834556371
 البيهقيون,1390,380,14,27.33812949640288
 [113] اولاد ابي نعيم المختار,1007,209,10,20.754716981132077
 الداريون,206,35,2,16.990291262135923
 الميكاليون,174,0,0,0
 [118] المستوفون,264,8,1,3.0303030303030303
 [119] العزيزيون,191,39,1,20.418848167539267
 العنبريون,759,91,6,11.989459815546773
 الحاتميون,415,44,3,10.602409638554217
 السالاريون,119,16,1,13.445378151260504
 العماريون,221,36,2,16.289592760180994
 الشداديون,37,0,0,0
 الانماطيون,106,18,1,16.9811320754717
 المحميون,57,0,0,0
 اولاد الترك,49,0,0,0.0
 بيت الزكي,189,26,2,13.756613756613756
 القضاة,132,14,1,10.606060606060606
 البزازون,138,26,2,18.84057971014493
 الدلقنديون,151,40,1,26.490066225165563
 الزياديون,819,56,3,6.837606837606838
 اولاد كامة,693,57,4,8.225108225108226
 البديليون,305,10,1,3.278688524590164
 العميديون,205,43,1,20.975609756097562
 القسم الثالث في ذكر العلماء والاءمة والافاضل الذين نبغوا في هذه,7673,1263,43,16.460315391633
 بيت الحكام المزينانية,9392,867,20,9.231260647359454
 الدلشاديون,5038,371,9,7.364033346566097
 ال الكساءي,2145,153,6,7.1328671328671325
 الامام جمال الاسلام الحسين بن ابي العباس محمد بن الحسن الفوران,209,27,2,12.918660287081341
 جمال الاءمة والافاضل والكفاة حيدر بن محمد المءذن,233,37,2,15.879828326180256
 وحيد الدين علي بن ابراهيم الكاتب,94,0,0,0
 الزكي جمال التجار ابو الفضاءل سعيد بن المختار Milestone300 الحلبي ,136,0,0,0
 الاديب علي بن ابي سهل الفسنقري,136,0,0,0
 محمد بن طيفور النيسابوري ,42,0,0,0.0
 العالم الاصيل محمد بن ابي عبد الله السالار,155,0,0,0.0
 الفقيه ابو الفتح احمد بن محمد البخاري,88,0,0,0
 الامام النادر ظهير الدين علي بن شاهك القصاري ,181,0,0,0
 الحكيم داود الطبيب,89,0,0,0
 الحكيم علي بن محمد الحجازي القاءني ,105,0,0,0
 الحكيم يحيي بن محمد الغزنوي المنجم المذهب ,81,25,1,30.864197530864196
 الامام السعيد ابو علي الفضل بن الحسن الطبرسي ‪@ISE@‬ ,217,19,1,8.755760368663594
 الخميريون ,38,0,0,0.0
 المجاهديون,38,0,0,0
 اقضي القضاة محمد بن نصر بن منصور,372,16,1,4.301075268817205
 ‪@ISB@‬ الخطيبيون,1,0,0,0.0
 ابو العباس الفضل بن محمد بن الحسين الخطيب,40,18,1,45.0
 شرف الافاضل علي بن خوا جكك بن مسعود داد,114,8,1,7.017543859649122
 [246] السيد الامام الزاهد مجد الدين ابو البركات العلوي,158,0,0,0.0
 القاضي الحسين الصاعدي «1» وابناه صاعد وابو علي الحسن,119,38,2,31.932773109243694
 الشيخ ‪@ISB@‬ الرءيس الحسين بن الحسن المستوفي قمنوانيان,331,68,2,20.54380664652568
 الامام نصير الاءمة قاسم بن الحسن بن علي بن عبد الله الجليني ,131,13,1,9.923664122137405
 محمد بن الافضل القاسم بن الحسن بن كامة,94,0,0,0
 الحاكم الامام الاديب ابو الحسن علي بن احمد بن ابي الفضل الزميجي ,96,15,1,15.625
 الحسين بن ابي الفتح محمد الواعظ الجرجاني,44,0,0,0.0
 [250] السيد الزكي علم الهدي ابو سعيد زيد الماشداني ‪@ISE@‬ ,115,0,0,0.0
 ناصح الدين ابراهيم بن علي النظام الكاتب البيهقي,168,25,2,14.880952380952381
 الامام ابو حنيفة عثمان بن علي بن الاستاذ الامام ابي علي الحسن بن محمد بن الحسن البويابادي النيسابوري ,156,60,2,38.46153846153847
 الاديب احمد بن علي بن احمد بن الحسين المقرء البيهقي,172,83,2,48.25581395348838
 اسماعيل بن محمد الحنفي البيهقي ,63,0,0,0
 الفاضل الحسين بن محمود بن ابي الفوارس الحاتمي الزميجي ,96,0,0,0.0
 الشيخ احمد ابن الكيال ,37,0,0,0.0
 ابو عمرو احمد بن محمد بن معقل السرخسي الكاتب ,35,0,0,0
 فصل في ذكر نقباء السادات,570,60,3,10.526315789473683
 فصل في ذكر شعراء الفارسية الذين نبغوا في هذه الناحية,59,0,0,0
 محمد بن سعيد البيهقي,20,0,0,0
 الشيخ ابو الحسن علي بن عبد الحميد بن علي بابه,38,7,1,18.421052631578945
 (حفيده) وجيه (وحيد) الفضلاء ابو الحسن علي بن عبد الحميد بن علي بن عبد الحميد بابه,101,0,0,0
 الامير الرءيس ابو نصر هبة الله بن الحسين بن احمد الداريج ,149,0,0,0
 ابنه الامير الرءيس عز الامراء مسعود,146,0,0,0
