section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
 اخبار الحارثي,592,11,1,1.8581081081081081
 اخبار محمد بن يسير الرياشي,477,12,1,2.515723270440252
 اخبار ابي تمام بن اوس الطاءي,682,20,2,2.932551319648094
 اخبار ابي العميثل,175,7,1,4.0
 اخبار ابي عيينة بن محمد بن ابي عيينة المهلبي ,608,30,2,4.934210526315789
 اخبار اسحاق بن خلف,174,0,0,0
 اخبار ابي يعقوب الخريمي,235,0,0,0
 اخبار ابي سعد المخزومي,446,15,2,3.3632286995515694
 اخبار مخلد بن بكار الموصلي,205,0,0,0
 اخبار ابي الاصبغ الحصني,312,13,1,4.166666666666666
 اخبار احمد بن الحجاج,467,0,0,0
 اخبار الصيني @Auto_ISB@ شاعر طاهر بن الحسين,162,17,1,10.493827160493826
 اخبار القصافي التميمي,178,35,1,19.662921348314608
 اخبار الخاركي,181,13,1,7.18232044198895
 اخبار محمد بن حازم الباهلي,431,37,3,8.584686774941995
 اخبار محمد بن وهيب,653,25,1,3.828483920367534
 اخبار ابي خالد المهلبي,217,0,0,0
 اخبار العتبي,258,12,1,4.651162790697675
 اخبار عمارة بن عقيل,367,13,1,3.5422343324250685
 اخبار علي بن الجهم السامي,506,39,3,7.707509881422925
 اخبار عبد الله بن ابي امية,189,11,1,5.82010582010582
 اخبار خالد النجار,163,16,1,9.815950920245399
 اخبار خالد القناص,137,0,0,0
 اخبار عيسي بن زينب,280,9,1,3.214285714285714
 اخبار محمد اليزيدي,227,11,1,4.845814977973569
 اخبار ابي هلال الاحدب,160,0,0,0
 اخبار ابي الاسد الثعلبي,209,0,0,0
 اخبار ابن شادة المعروف بالمخنث,224,0,0,0
 اخبار المعلي الطاءي,228,0,0,0
 اخبار درست المعلم,236,0,0,0
 اخبار محمد بن الدورقي,273,0,0,0
 اخبار ابن عاءشة القرشي,167,0,0,0
 اخبار اسماعيل بن يوسف البصري,221,0,0,0
 اخبار ابي العجل,237,0,0,0
 اخبار ابي العبر,378,19,1,5.026455026455026
 اخبار منصور الاصبهاني,1354,0,0,0
 اخبار العنبري الاصبهاني,610,11,1,1.8032786885245904
 اخبار ابن العلاف النهرواني,173,10,1,5.780346820809249
 اخبار اسحاق بن ابراهيم الموصلي,359,0,0,0.0
 اخبار ابن ابي حكيم,201,0,0,0
 اخبار العتاهية بن ابي العتاهية,181,10,1,5.524861878453039
 اخبار عبد الله بن ابي الشيص,196,0,0,0
 اخبار محمود الوراق,310,0,0,0
 اخبار عبد الصمد واحمد ابني المعذل,342,12,1,3.508771929824561
 اخبار الحمدوني باعث الطيلسان,260,8,1,3.076923076923077
 اخبار الجماز البصري,381,16,2,4.199475065616798
 اخبار ابي شراعة,186,0,0,0
 اخبار ابي فرعون الساسي,391,0,0,0
 اخبار ابي الفضة البصري,230,0,0,0
 اخبار ابي الشبل,262,11,1,4.198473282442748
 اخبار جعيفران الموسوس,261,0,0,0
 اخبار ماني المجنون,162,0,0,0
 اخبار ابي حيان الموسوس,231,0,0,0
 اخبار مصعب الموسوس,276,0,0,0
 اخبار جحشويه,215,0,0,0
 اخبار ابي حكيمة,217,0,0,0
 اخبار ابي نعامة الدنقعي,168,0,0,0
 اخبار ابن ابي حفصة الاصغر وهو مروان,224,0,0,0
 اخبار البحتري,206,0,0,0
 اخبار العطوي ويكني ابا عبد الرحمن,222,0,0,0
 اخبارابن ابي فنن,197,0,0,0
 اخبار ابي علي البصير,184,0,0,0
 اخبار عصابة الجرجراءي,519,7,1,1.348747591522158
 اخبار ابي سلهب,270,0,0,0
 اخبار اسماعيل الفتاك,162,0,0,0
 اخبار محمد بن القاسم الدمشقي,169,0,0,0
 اخبار خالد بن يزيد الكاتب,202,7,1,3.4653465346534658
 اخبار احمد بن عبد السلام,216,8,1,3.7037037037037033
 اخبار الحسين بن دعبل,198,0,0,0
 اخبار ابي هفان,190,11,1,5.7894736842105265
 اخبار يعقوب التمار,186,0,0,0
 اخبار الاخيطل برقوقا,193,14,2,7.253886010362693
 اخبار القصافي واسمه عمرو,181,0,0,0
 اخبار ابي العيناء,237,0,0,0
 @Auto_ISB@ اخبار احمد بن ابي طاهر,146,18,1,12.32876712328767
 اخبار البصري واسمه حفص,102,0,0,0
 اخبار الناشء,181,0,0,0
 اخبار عنان جارية الناطفي,313,0,0,0
 اخبار خنساء جارية هشام المكفوف,107,0,0,0
 اخبار عريب جارية المامون,20,0,0,0
 زيادات في المختصر، المختار من طبقات الشعراء,3649,72,4,1.9731433269388872
 اختلاف الطبقات والمختصر,160,0,0,0
 نصوص ليست في الطبقات ولا المختصر,204,0,0,0
