section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
,105,0,0,0
 اجعلوا حجكم عمرة، قال فقال الناس يا رسول الله، قد أحرمنا بالحج فكيف نجعلها عمرة؟ قال ,189,0,0,0
 رأيت عمود الكتاب انتزع من تحت وسادتي، فنظرت فإذا هو نور عمد به إلى الشام! ألا إن الإيمان ,129,0,0,0
 يدعى نوح يوم القيامة، فيقال له هل بلغت؟ فيقول نعم، فيدعى قومه فيقال لهم هل بلغكم؟ ,327,0,0,0
 انصر أخاك ظالما أو مظلوما، قال قلت يا رسول الله، أنصره مظلوما، فكيف أنصره ظالما؟ قال ,403,0,0,0
 عن بيعتين وعن لبستين أن يلبس الرجل الثوب الواحد ويشمل به ويطرح أحد جانبيه على منكبه، ,169,0,0,0
 من أعتق رقبة أعتق الله عز وجل بكل عضو منها عضوا منه من النار، حتى فرجه ,181,0,0,0
 دخلت الجنة فإذا أنا بقصر من ذهب فقلت لمن هذا القصر؟ ، فقالوا لشاب من قريش فظننت أني أنا ,1023,0,0,0
 يخطب يوم الجمعة إلى جانب خشبة مسندا ظهره إليها، فلما كثر الناس قال ابنوا لي منبرا له ,150,0,0,0
 الصوم لي وأنا أجزي به، يدع شهوته وأكله وشربه من أجلي، والصوم جنة، وللصائم فرحتان فرحة ,288,0,0,0
 إذا كنا سفرا، أو مسافرين، أن لا ننزع خفافنا ثلاثة أيام ولياليهن إلا من جنابة، ولكن من ,58,0,0,0
 المرء مع من أحب,9,0,0,0
 من قبل المغرب بابا يفتح الله عز وجل للتوبة مسيرة عرضه أربعون سنة ولا يغلق حتى تطلع الشمس ,678,0,0,0
 ، اجلسي في أدنى نواحي السكك حتى أجلس إليك، ففعلت، فجلس إليها حتى قضت ,840,0,0,0
 اكفلوا لي بست أكفل لكم بالجنة إذا حدث أحدكم فلا يكذب، وإذا اؤتمن فلا يخن، وإذا وعد فلا ,156,0,0,0
 من احتبس فرسا في سبيل الله عز وجل، إيمانا بالله، وتصديق موعود الله، كان شبعه وريه وروثه ,128,0,0,0
 الله لا يقبض العلم انتزاعا ينتزعه من الناس، ولكن يقبض العلماء، فإذا لم يبق عالما اتخذ ,203,0,0,0
 لا حسد إلا في اثنتين رجل آتاه الله القرآن فهو يقوم به آناء الليل وآناء النهار، ورجل آتاه ,249,0,0,0
 يغتسل من جنابة، فيأخذ حفنة لشق رأسه الأيمن، ثم يأخذ حفنة لشق رأسه ,242,0,0,0
 لما مات إبراهيم ابن رسول الله صلى الله عليه وسلم، قال رسول الله صلى الله عليه وسلم له ,107,0,0,0
 يصبح جنبا من غير احتلام ثم يتم صومه ,14,0,0,0
