begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
1049	289	1240	472	-812960164341536448	1772412992146626924	Shamela0002864-ara1.ms0001	LMN20200820-ara1.completed.ms01	108	لا --اله -ا-لا -ا-لله -وحده- لا شريك ل---ه واشهد ان محمدا عبده ورسوله ارسله بالهدي ودين الحق ليظهره علي الدين كله وكفي -بالله شهيدا صلي الله عليه وعلي اله و-سلم -تسليما -قال ال-ل--ه تعا---لي- يا ايها- الذين امن-وا	له شهادة شاهدة باخلاص ما لها من سر وعلانية ونشهد ان محمدا عبده ورسوله ا--ل------ذي -شيد -------به-- ----الدين ----وثبت مبانيه ------صلي الله عليه وعلي اله وصحبه صلاة لا تزال الالسنة بها ثانية والاقوال مرسلة اعنتها	1	1	-4047927848413200647	5134781673944761771	39	39	36	36	76	215	50.23255920410156	11	Shamela0002864-ara1	LMN20200820-ara1.completed
985	193	1097	319	-812960164341536448	1772412992146626924	Shamela0002864-ara1.ms0001	LMN20200820-ara1.completed.ms01	72	ات اعم---النا من -يهده الله فلا مضل له ومن يضلل فلا هاد-ي له واشهد ان لا اله الا الله وحده لا شريك له -وا---ش-هد- -ا---ن م-حمدا	ات هممهم العالية نحمده عل-ي -وافر نعمه ونستزيده من مواد كرمه ونشهد ان لا اله الا الله وحده لا شريك له شهادة شاهدة باخلاص ما لها	1	1	-4047927848413200647	5134781673944761771	26	26	26	26	52	128	56.25	10	Shamela0002864-ara1	LMN20200820-ara1.completed
986	1349	1110	1502	-812960164341536448	1772412992146626924	Shamela0002864-ara1.ms0001	LMN20200820-ara1.completed.ms10	82	ت اعمالنا من يهده ال-له فلا-- مضل---- -ل-ه و-من -----يضل--ل فل-ا --ها-دي له واشهد ان لا اله الا الله وحده لا شريك له -وا----شهد ان محمدا-- عبده ورسول--ه ا	ت ا-لاعين منها في الروض الانف والطافه التي وقفت الشكر عليها فليس عنها منصرف واشهد ان لا اله الا الله وحده لا شريك له شهادة توجب من المخاوف امنا وتسهل من ا	1	10	-4047927848413200647	-2824493650250929253	28	28	2731	2731	56	154	53.24675369262695	13	Shamela0002864-ara1	LMN20200820-ara1.completed
1037	1461	1193	1634	-812960164341536448	1772412992146626924	Shamela0002864-ara1.ms0001	LMN20200820-ara1.completed.ms10	97	له واشه-د- --ان لا اله الا الله وحده- ----لا--- شريك-- --له واشهد ان محمدا عبده ورسوله ارسله بالهدي ودين الحق ليظهره عل-ي ا--لدين كل--ه وكفي بالله شهيدا صلي الله عليه وعلي اله	له --شهادة توجب من المخاوف امنا وتسهل من الامور ما كان حزنا واشهد ان محمدا عبده ورسوله الذي جبر من الدين وهنا ورسوله الذي اظهر من المكارم فنونا لا --فنا صلي الله عليه وعلي اله	1	10	-4047927848413200647	-2824493650250929253	33	33	2736	2736	69	177	54.80226135253906	12	Shamela0002864-ara1	LMN20200820-ara1.completed
1040	86	1129	171	-812960164341536448	1772412992146626924	Shamela0002864-ara1.ms0001	LMN20200820-ara1.completed.ms19	74	واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله ارسله باله--دي- ودين ال	واشهد ان لا اله الا الله وحده لا شريك له و-----ان محمدا عبده ورسوله --صلي الله عليه وعلي ال	1	19	-4047927848413200647	955663746043543846	19	19	5418	5419	56	92	80.43478393554688	16	Shamela0002864-ara1	LMN20200820-ara1.completed
1003	1532	1230	1737	-812960164341536448	1772412992146626924	Shamela0002864-ara1.ms0001	LMN20200820-ara1.completed.ms19	127	ال--له فل-ا--- --مضل ل-ه وم-ن يضلل فلا هادي له واشهد ان لا اله الا الله وحده لا شريك ل--------------ه واشهد ان محمدا عبده ورسوله ارسله بالهدي ودين الحق ليظهره علي الدين كله وكفي بالله شهيدا صلي الله عليه وعلي اله و-سلم تسليما --ق-ال الله -تعالي ---ي-ا ايها ال	الخطبة الثانية الحمد لله حمدا يقوم بشكر نعماءه واشهد ان لا اله الا الله وحده لا شريك له عدة عند لقاءه واشهد ان محمدا -------س-يد -رسل-----ه-- و--------------------ا---ن-------بي--ا-ءه ------صلي الله عليه وعلي اله وصحبه عدد ما خلق في ارضه وسماءه اوصيكم عباد ال	1	19	-4047927848413200647	955663746043543846	48	48	5442	5442	91	260	48.846153259277344	19	Shamela0002864-ara1	LMN20200820-ara1.completed
1008	1219	1149	1391	-812960164341536448	1772412992146626924	Shamela0002864-ara1.ms0001	LMN20200820-ara1.completed.ms36	89	فلا مضل -له- ---ومن -يضلل --فلا ها--دي -ل---ه واشهد ان لا اله الا الله وحده لا شريك له واشه-د- -ان محمدا--- عبده ورسوله ارسله باله-دي--- و---د-ين -الحق ليظهره --علي ال--دي-ن-	الا-مال منها بالوعد الوفي واخذت بالوزن الوافي ونشهد ان لا اله الا الله وحده لا شريك له --شهادة عبد كثر الله عدده و-عدده واحمد امسه ويومه ونحمد ان شاء الله غده ونصلي علي سيدنا	1	36	-4047927848413200647	4908225398117630220	31	31	10535	10535	60	176	50.568180084228516	10	Shamela0002864-ara1	LMN20200820-ara1.completed
975	877	1134	1066	-812960164341536448	1772412992146626924	Shamela0002864-ara1.ms0001	LMN20200820-ara1.completed.ms90	98	ن-ا--- و--من سيءا-ت- اعمالنا -من يهده الله فلا- مضل له ومن يضلل فلا- ها---دي- --ل-----ه واشهد ان لا اله الا الله وحده لا شريك له واشهد ------ان- محمدا عبده ورسوله ارسله ب--ال-هد-ي ودين ---الحق لي	ن العز والانواع التي ا-مالهم بما لم يكن في حساب احسابهم من -الابتداء بالتخويل والابتداع واشهد ان لا اله الا الله وحده لا شريك له ونصلي علي سيدنا محمد- الذي --اعلي ا-لله به الاقدار وشرف به الموالي	1	90	-4047927848413200647	716981025381855714	34	34	26736	26736	70	195	50.25640869140625	11	Shamela0002864-ara1	LMN20200820-ara1.completed
343	979	455	1121	-812960164341536448	1772412992146626924	Shamela0002864-ara1.ms0006	LMN20200820-ara1.completed.ms19	80	عت ا--هل المشرق والمغرب مطبقين --متفقين علي ان السلطان الم----عظ--م ------------العالم العادل المجاهد ---سيف ----الدنيا والدين -سلطا---ن-- الاسلام-	عن اعداء ال-دين والم--حاماة عن المسلمين -وهذا- السلطان الملك الظاهر السيد الاجل العالم العادل المجاهد المءيد ركن الدنيا والدين قد قام بنصر الا-مامة	6	19	6458286563374539009	955663746043543846	1518	1518	5423	5423	64	148	54.054054260253906	4	Shamela0002864-ara1	LMN20200820-ara1.completed
1048	29	1221	217	-812960164341536448	1772412992146626924	Shamela0002864-ara1.ms0188	LMN20200820-ara1.completed.ms20	130	ول--ما- ك-ان ال-رد الي ما جاءت به الرسل -يءول ---باصحا-به -الي--- ال-هدي والصلاح قال تعالي فان تنازعتم في شء فردوه الي الله والرسول -ان كنتم تءمنون بالله واليوم الاخر ذلك خير واحسن تاويلا	الانسان كلام الملك الديان يا ايها الذين امنوا اطيعوا الله واطيعوا الرسول وا-ولي الامر منكم فان تنازعتم في شء فردوه الي الله والرسول وان كنتم تءمنون بالله واليوم الاخر ذلك خير واحسن تاويلا	188	20	-1652588533256123869	8027054608337095444	56134	56134	5705	5734	100	189	68.78306579589844	18	Shamela0002864-ara1	LMN20200820-ara1.completed
