begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
991	1369	1161	1567	-812960164341536448	3183935722805360797	Shamela0002864-ara1.ms0001	Shamela0005880-ara1.completed.ms029	108	ال-نا--- --م---ن -يهده ال----له فلا مضل -ل-ه ---ومن --يضلل فلا هادي له واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبد----ه ورسوله ارسله بالهدي ودين الحق -لي-ظهره علي- -ال---دين -كله و--ك--في بال	المنافسة ولم يكن تفاضل وليس علي هذا بني الله جل وعز الدنيا فقال المرتد -اشهد ان لا اله الا الله وحده لا شريك له وا--ن ا-لم-سيح عبد الله ورسوله --وان -محمدا صلي- الله صلي الله عليه وسلم عليه صادق وانك امير ال	1	29	-4047927848413200647	2706280143742418119	36	36	8441	8441	76	207	52.173912048339844	10	Shamela0002864-ara1	Shamela0005880-ara1.completed
1039	1367	1153	1491	-812960164341536448	3183935722805360797	Shamela0002864-ara1.ms0001	Shamela0005880-ara1.completed.ms067	81	ه واشه-د- ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله --ارسل-ه باله---دي و-دين- -الحق ليظهره علي ال---دين --كله	ه -بشهادة ان لا اله الا الله وحده لا شريك له و-----ان محمدا عبده ورسوله صلي الله عليه وسلم وضمانه لك في دينه وذمته الصفح عن سوالف	1	67	-4047927848413200647	3297388713611170312	24	24	19827	19827	59	130	62.30769348144531	14	Shamela0002864-ara1	Shamela0005880-ara1.completed
716	1327	817	1437	-812960164341536448	3183935722805360797	Shamela0002864-ara1.ms0001	Shamela0005880-ara1.completed.ms155	94	الدين و-ا---لحمد لله الذي خلق السموات والارض وجعل الظلمات والنور ثم الذين كفروا بربهم يعدلون و-الحمد --ل---له	ال-له وقال الحمد لله الذي خلق السموات والارض وجعل الظلمات والنور ثم الذين كفروا بربهم يعدلون وقال عز وجل كذلك	1	155	-4047927848413200647	-8221853740068609087	18	18	46221	46221	76	111	84.68468475341797	14	Shamela0002864-ara1	Shamela0005880-ara1.completed
1391	726	1544	909	-812960164341536448	3183935722805360797	Shamela0002864-ara1.ms0020	Shamela0005880-ara1.completed.ms156	91	ول-هم ---ا-ذا----ن -لا يسمعون بها اولءك كالا-نعام ----بل هم اضل اولءك هم الغافلون ال-اعراف وقال تعالي افلا يتدبرون القران ام علي قلوب اقفالها محمد ---وقال------ -تعا-ل-ي ---اذا-- خرجوا	عليهم ميثاق الكتاب الا يقولوا علي ا-لله -الا الحق ودرسوا ما فيه اولءك الذين اصمهم الله واعمي ا-بصارهم افلا يتدبرون القران ام علي قلوب اقفالها فراي امير المءمنين ان اولءك شر الامة ورءوس	20	156	8830331471865408087	-1455575513469299604	5729	5729	46534	46534	65	186	48.92473220825195	9	Shamela0002864-ara1	Shamela0005880-ara1.completed
70	265	111	306	-812960164341536448	3183935722805360797	Shamela0002864-ara1.ms0078	Shamela0005880-ara1.completed.ms159	41	لا ياتيه الباطل من بين يديه ولا من خلفه	لا ياتيه الباطل من بين يديه ولا من خلفه	78	159	4259134958108342420	2075181899214068247	23110	23110	47410	47410	31	41	100.0	10	Shamela0002864-ara1	Shamela0005880-ara1.completed
453	642	640	859	-812960164341536448	3183935722805360797	Shamela0002864-ara1.ms0157	Shamela0005880-ara1.completed.ms156	109	وقا---ل- ---ت--عال-ي ول--ا --تقف ما ليس -لك به علم الاسراء وقال- تعالي ---الم ---يءخذ عليهم ميثاق الكتاب ان لا يقولوا علي الله الا الحق ---الاعرا-ف وقا-ل تعال-ي يا اهل ال--كتا-ب لا تغلوا -في دينكم و-لا تقولوا- علي الله ا	وكان ذلك غايتهم التي اليها اجروا واياها طلبوا في متا-بعتهم و-الكذب علي مولاهم وقد اخذ عليهم ميثاق الكتاب ا--لا يقولوا علي الله الا الحق ودرسوا ما فيه اولءك الذين اصمهم الله واعمي ابصارهم افلا يتدبرون القران ام علي قلوب ا	157	156	9139985303112795832	-1455575513469299604	46839	46839	46540	46540	85	221	49.321266174316406	12	Shamela0002864-ara1	Shamela0005880-ara1.completed
1268	1464	1356	1564	-812960164341536448	3183935722805360797	Shamela0002864-ara1.ms0164	Shamela0005880-ara1.completed.ms155	65	-القر-ان- -من ل--دن -ح-كيم -عليم ال-نمل -وق--ال تعالي الر كتاب احكمت اياته ثم فصلت من لدن حكيم خبير	فاخبر انه قصص لامور احدثها بعده وتلابها متقدمها وقال- الر كتاب احكمت اياته ثم فصلت من لدن حكيم خبير	164	155	-8260736560803655850	-8221853740068609087	48919	48919	46220	46220	47	101	64.35643768310547	11	Shamela0002864-ara1	Shamela0005880-ara1.completed
390	1282	540	1449	-812960164341536448	3183935722805360797	Shamela0002864-ara1.ms0310	Shamela0005880-ara1.completed.ms155	105	والن-هار وما --سكن ف-يهما -فمن ال-معلوم --ان الله --سبحا--نه -وتعال-ي خلق السماوات والارض وجعل الظلمات والنور ثم الذين كفروا بربهم يعدلون الانعام وقد قال- --تعالي- ان	جعلناه قرانا عربيا فكل ما جعله الله فقد خلقه الله وقال الحمد لله الذي خلق السم-وات والارض وجعل الظلمات والنور ثم الذين كفروا بربهم يعدلون وقال عز وجل كذلك نقص عليك من	310	155	-5818734046659922467	-8221853740068609087	92727	92727	46233	46233	79	168	62.5	12	Shamela0002864-ara1	Shamela0005880-ara1.completed
951	1333	1021	1418	-812960164341536448	3183935722805360797	Shamela0002864-ara1.ms0460	Shamela0005880-ara1.completed.ms158	51	و--ل--ا يات----ون عليهم- -ب--سلطان -بين فمن اظلم ممن افتري علي الله كذبا ا-لكهف لا- ت	وقال ما ياتيهم من ذكر من ربهم محدث وقال ومن اظلم ممن افتري علي الله كذبا او كذب بايات	460	158	-8437773204178570962	-5645411350865375079	137714	137714	47118	47118	38	85	60.0	7	Shamela0002864-ara1	Shamela0005880-ara1.completed
1077	712	1227	895	-812960164341536448	3183935722805360797	Shamela0002864-ara1.ms0465	Shamela0005880-ara1.completed.ms014	94	يج ما ا-لتوحيد ---قال توحيد اهل ا---لعلم وجما---ع-ة ال-مسل-مين -ا-شهد ا-ن--- لا اله الا الله وان محمدا رسول الله وتوحيد اهل- ال--باطل- -ا-لخوض --ف---ي -الاعرا-ض --والاجسام و--ا-نما بعث ال	ينكما اصلا فان الكلام فروع فاذا افتر عتم شيءا رجعتم الي الاصول قال فانا نقول لا اله الا الله وان محمدا رسول الله --صلي- الله عليه وسلم واذكروا الفراءض وال-شراءع في الاسلام وتناظروا بعد ذل	465	14	4066246185731208501	8588250625697370294	139228	139228	3934	3934	69	187	50.26737976074219	9	Shamela0002864-ara1	Shamela0005880-ara1.completed
