begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
1190	560	1429	724	-8351899070528524983	-5511799060026991176	JK001330-ara1.completed.ms0001	JK001259-ara1.ms001	112	واشهد ان لا اله الا الله وحده لا شريك له شهادة لا ينقص قدر ايمانها بعد تاكده ولا يخفض مجد اتقانها بعد تشيده واشهد ان سيدنا محمدا عبده ورسوله ا-لذي كا---ن لقول الحق اهلا ومن جعل بتشريعه طرق الفلاح لسالك سننه سهلا صلي الله عليه وسلم ----وعلي اله وا	واشهد ان لا اله الا الله وحده ل------------ا-- ---------شر--ي------------ك-- -ل----------------ه- ---------و-اشهد ان ------محمدا عبده ورسوله ارسله بالهدي ودين الحق --ليظهره -علي الدي-ن كله ول-و كره المشركون -----صلي الله عليه وسلم اما بعد فاني وا	1	1	2081119088109694816	-2933587653086872244	49	49	34	34	83	247	45.3441276550293	18	JK001330-ara1.completed	JK001259-ara1
231	594	411	728	-8351899070528524983	-5511799060026991176	JK001330-ara1.completed.ms0047	JK001259-ara1.ms088	82	عبد الله بن مسعود وعمار بن ياسر فقال الرجل ذاك قتيلكم يوم صفين قال قد والله فعلنا وروي ان عمرا لما توفي النبي صلي الله عليه وسلم ---كان -عل-ي عمان فاتاه -كتاب- ا---بي -ب--ك--ر بذلك ----قال ضمرة ع-ن ا	عبد الله بن --------م--------س------------------------عود رضي- -ال------ل-ه -ع-نه ----قال ---ا-----ت--ي النبي صلي الله عليه وسلم رجل من اهل الكتاب ف-قال يا ابا القاسم ابلغك ان الله يحمل الخلاءق علي ا	47	88	-1428889540055943388	3600709366004583763	13839	13839	26129	26129	58	200	41.0	10	JK001330-ara1.completed	JK001259-ara1
925	978	1008	1053	-8351899070528524983	-5511799060026991176	JK001330-ara1.completed.ms0062	JK001259-ara1.ms096	56	-ب-ه ع-----ثمان حتي ا-وقفه علي النبي صلي الله عليه وسلم وهو يبايع الناس فقال يا رسول الله	ابيه عن جده قال جاء اعرابي الي النبي صلي الله عليه وسلم ----------------فقال يا رسول الله	62	96	2529779651760013025	-2136555458390080617	18318	18318	28517	28517	41	91	61.53845977783203	10	JK001330-ara1.completed	JK001259-ara1
1087	972	1202	1101	-8351899070528524983	-5511799060026991176	JK001330-ara1.completed.ms0101	JK001259-ara1.ms086	68	صل-ي صلا-ة ----غي-ر-- سا-ه ولا -لاه كفر عنه -ما كان قبل-ها من سيءاته الحديث -الثا-ني قال عقبة سمعت النبي صلي الله عليه وسلم يقول	ملوك الارض الثاني روي صاحب شرح السنة في باب الايمان بالقدر عن عمر بن الخطاب رضي الله عنه -قال سمعت النبي صلي الله عليه وسلم يقول	101	86	5475579810022818728	-4069413546857995103	30025	30025	25527	25527	45	130	52.30769348144531	8	JK001330-ara1.completed	JK001259-ara1
1133	1110	1225	1213	-8351899070528524983	-5511799060026991176	JK001330-ara1.completed.ms0101	JK001259-ara1.ms090	66	من -سي-ءاته الحد-ي---ث ال--ثاني قال عقبة سمعت النبي صلي الله عليه وسلم يقول تعجب رب-ك من شا-ب ليس-- له	عن ابي سعيد الخدري رضي الله عنه -انه قال سمعت النبي صلي الله عليه وسلم يقول يكشف ربنا عن ساقه فيسجد له	101	90	5475579810022818728	-519737704609626716	30020	30020	26723	26723	47	104	63.46154022216797	9	JK001330-ara1.completed	JK001259-ara1
1009	998	1086	1095	-8351899070528524983	-5511799060026991176	JK001330-ara1.completed.ms0117	JK001259-ara1.ms096	56	خضرا-ء الي النبي صلي الله عليه وسلم فقال هذه زو---جتك --في الدنيا و-ا---ل--ا-خره--- ---رواه -الت	اعرابي الي النبي صلي الله عليه وسلم فقال يا رسول الله هلكت الانفس وجاع العيال وهلكت الاموال فاست	117	96	627188393669155058	-2136555458390080617	34815	34815	28518	28518	42	97	57.73196029663086	8	JK001330-ara1.completed	JK001259-ara1
474	1421	625	1528	-8351899070528524983	-5511799060026991176	JK001330-ara1.completed.ms0218	JK001259-ara1.ms078	68	يضر-ب ال--مثل في --ا-لعبادة -قال انس بن مالك رضي الله عنه ان لكل شء مفتاحا وان ثابتا من مفاتيح الخير وكانت عيناه تشبه عيني رسول الله صلي الله عليه وسلم فقال	اخرجه البخاري في كتابه وروي ايضا عن ابن عباس رضي الله عنه ان---ه ------ذكر -ا---لدجا------------ل--- --عن- ---ا--لنب---ي-- ----------صلي الله عليه وسلم فقال	218	78	-7766707285125355119	-2476850433631564338	65132	65132	23123	23123	47	158	43.0379753112793	12	JK001330-ara1.completed	JK001259-ara1
338	603	543	787	-8351899070528524983	-5511799060026991176	JK001330-ara1.completed.ms0363	JK001259-ara1.ms063	94	عن --علي بن ابي طالب رضي الله عنه انه قال اتعجب ممن يهلك ومعه النجاة قيل وما هو قال الاستغفار وقال بعض المشايخ في دعاءه اللهم اني اطتعك -في احب الاشياء -ال-يك و-----هو الاستغفار -والايمان وعصيت -ال--شيطان في-- -ابغض ا---لاشي	عن طاووس عن ابن عباس رضي الله عنه ان- -ال----نب---ي -صلي -----ال-------ل-----ه- -عليه وس---لم -كان --يقول----- في دعاءه اللهم -لك الحمد انت نور السموات والارض ومن فيهن فلك الحمد انت قيم السموات والارض ومن فيهن واعلم انه لا ي	363	63	7772918419011956397	6441950185747518816	108640	108640	18639	18639	63	225	41.77777862548828	8	JK001330-ara1.completed	JK001259-ara1
657	1329	747	1493	-8351899070528524983	-5511799060026991176	JK001330-ara1.completed.ms0511	JK001259-ara1.ms066	76	-في ذل-ك ----فقال- رايت رسول الله صلي الله عليه وسلم -----ف------------------ي- --ال----------من-ام -----------------فقلت يا رسول الله----- ادع -لي- ------فقال لا	رضي الله عنها قالت فقدت رسول الله صلي الله عليه وسلم ليلة فخرجت فاذا هو بالبقيع فقال اكنت تخافين ان يحيف الله ورسوله فقلت يا رسول الله ظننت انك اتيت نساءك فقال ان	511	66	-6533560448390725412	6386669413588084487	153021	153021	19534	19534	55	164	46.34146499633789	9	JK001330-ara1.completed	JK001259-ara1
653	63	838	267	-8351899070528524983	-5511799060026991176	JK001330-ara1.completed.ms0725	JK001259-ara1.ms116	122	ه -بامر من ا-خذناه بامره وكذبوا- -فا---ن ال--له -تعا--لي -قال واذا فعلوا فاحشة قالوا وجدنا عليها اباءنا والله امرنا بها فكذبهم الله تعالي بقوله قل ان الله ----لا -يامر بالفحشا---ء وان عن-وا- بالامر---- القدر فليس	ه تعالي ان الله لا يامر بالفحشاء ردا علي الكفار فيما حكي عنهم واذا فعلوا فاحشة قالوا وجدنا عليها اباءنا والله امرنا بها وكذ-لك قوله تعالي --و---نسوا- الله فنسيهم وظاهر -النسيان ما كان عند العلم ومرجوحه الترك فانس	725	116	6357246665613635228	2427880330458308260	217234	217234	34513	34537	92	212	57.54716873168945	13	JK001330-ara1.completed	JK001259-ara1
1531	489	1587	554	-8351899070528524983	-5511799060026991176	JK001330-ara1.completed.ms0812	JK001259-ara1.ms099	54	ال- و-قال قل---- ---له له ما في السماوات وما في الارض وما بينهما	الي وكمال الهيته وقوله له ما في السماوات وما في الارض وما بينهما	812	99	-4243168485828613704	-9011490709143093505	243313	243313	29413	29413	41	65	83.07691955566406	9	JK001330-ara1.completed	JK001259-ara1
1519	849	1587	925	-8351899070528524983	-5511799060026991176	JK001330-ara1.completed.ms0812	JK001259-ara1.ms121	58	ال-ر-سو-ل با--لمال--- و-قال قل له له ما في السماوات وما في الارض وما بينهما	الارض والسماوات العلي وبعده ق-وله له ما في السماوات وما في الارض وما بينهما	812	121	-4243168485828613704	-7971637004711421230	243315	243315	36015	36015	45	77	75.32467651367188	11	JK001330-ara1.completed	JK001259-ara1
813	459	1125	683	-8351899070528524983	-5511799060026991176	JK001330-ara1.completed.ms0888	JK001259-ara1.ms001	127	مراي شهيده احمده كما يجب علي اولياءه الشاكرين تحميده واستعينه ع-لي القيام بما يشاء ويريده واشهد- -له -بما -شهد اصفياءه وشهوده واشهد ان لا اله الا الله وحده لا شريك له شهادة لا يشوبها دنس الشرك ولا يعتريها وهم الشك خالصة من الادهان قاءمة بالطاعة والاذعان واشهد ان محمدا عبده ورسوله --صلي -ال-له -----عل----ي-ه- وسلم ا---صطفاه واختاره -ل	--في ------ا-لد----اري-ن -من ا-فعاله ال-ا- ما -يريده ويشاءه العظمة ازاره والكبرياء -رداءه -احمده علي جزيل نعمه وجمي--ل --كرمه واشهد ان لا اله الا الله وحد-----------ه ------ل-------ا ------ش----------ري----------ك------ ----ل--ه-------- -----------------واشهد ان محمدا عبده ورسوله ارسله بالهدي ودين الحق ليظهره علي الدين كله ولو كره ال	888	1	3078166012758055677	-2933587653086872244	266158	266158	44	44	91	336	37.7976188659668	12	JK001330-ara1.completed	JK001259-ara1
847	462	1009	651	-8351899070528524983	-5511799060026991176	JK001330-ara1.completed.ms0889	JK001259-ara1.ms001	109	ال-ار--واح ا-حمده اولا وا-خر--ا واشكره باطنا وظا-هرا وا-ستعي-ن ---به الها قادرا واستنصره و-ليا ناصرا واشهد ان لا اله الا الله وحده لا شريك له و-----ان محمدا عبده ورسوله ---شه--ا--دة --من ا--ق	الدارين من افعاله ا-لا ما يريده ويشاءه -العظمة ازاره والكبرياء رداءه احمده علي جزيل نعمه وجميل -كرمه واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله ارسله بالهدي ودين الحق	889	1	-9087403721239867473	-2933587653086872244	266431	266431	36	36	81	192	56.77083206176758	14	JK001330-ara1.completed	JK001259-ara1
658	462	943	709	-8351899070528524983	-5511799060026991176	JK001330-ara1.completed.ms1481	JK001259-ara1.ms001	133	ال--تي- ---رتع--ت الاعين -منها في---- ال-روض الانف والطافه التي وقف الشكر عليها فليس له عنها منصرف واشهد ان لا اله الا الله وحده لا شريك له شهادة توجب من المخاوف امنا وتسهل من الامور ما كان حزنا واشهد ان محمدا عبده -الذي جبر من -ال-دين و-هن-ا--- ورسوله الذي اظهر من المكارم فنونا لا فنا صلي الله عليه وسلم	الدارين من افعاله الا ما يريده ويشاءه العظمة ازاره وال-كبرياء رداءه احمده علي جزيل نعمه وجميل كرمه واشهد ان لا اله الا الله وحده --------ل---------------------------ا ------------ش-ر---يك-- --له واشهد ان محمدا عبده ورسوله ارسله بالهدي- ودين الحق ليظهره عل-ي ا--لدين كله ولو كره المشركون صلي الله عليه وسلم	1481	1	8926144434736351041	-2933587653086872244	444059	444059	48	48	95	307	43.32247543334961	16	JK001330-ara1.completed	JK001259-ara1
291	470	568	713	-8351899070528524983	-5511799060026991176	JK001330-ara1.completed.ms3441	JK001259-ara1.ms001	147	من ---طلب اجا-زة كر-مه --فا-جتا-------ز--- واشك-ره شكر-ا-- ا-وضح -ل--مزيد نعمه علينا سبيل المجاز واشهد ان لا اله الا الله وحده لا شريك له اله يجيب ساءله ويثيب امله ويطيب لراجيه ناءله واشهد ان سيدنا محمدا عبده ورسوله --سيد من روي --عن -ربه ومن روي عنه والمقتدي لكل من اخذ -عن العلماء اخذ منه صلي الله عليه ---م-ا--	من افعاله الا ما يريده ويشاءه العظمة ازاره والكبرياء رداءه احمده علي جزيل نعمه -----وجميل كرم--ه واشهد ان لا اله الا الله وحده لا ش----------ري-------------------------ك ل----ه ------واشهد ان ------محمدا عبده ورسوله ارسله بالهدي ودين الحق ليظهر-ه علي -ال---دين كل--ه ولو كره ال--م----شركون- صلي الله عليه وسلم اما	3441	1	4050094647551732615	-2933587653086872244	1032053	1032058	48	48	106	315	46.66666793823242	19	JK001330-ara1.completed	JK001259-ara1
