begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
215	1396	293	1480	1772412992146626924	3183935722805360797	LMN20200820-ara1.completed.ms01	Shamela0005880-ara1.completed.ms029	53	علي -وا--فر نعمه -ونستز-يده من مواد كرم-ه ونشهد ان لا اله الا الله وحده لا شريك له	علي هذا بني الله جل وعز الدنيا فقال المرتد اشهد ان لا اله الا الله وحده لا شريك له	1	29	5134781673944761771	2706280143742418119	18	18	8420	8420	37	84	63.095237731933594	11	LMN20200820-ara1.completed	Shamela0005880-ara1.completed
193	1292	383	1476	1772412992146626924	3183935722805360797	LMN20200820-ara1.completed.ms01	Shamela0005880-ara1.completed.ms067	99	ات ه-م--م--هم العا-لية --ن-حمده- علي وافر ---نعم-ه و-نستزيده من-- مواد ك-رمه ونشه-د- ان لا اله الا الله وحده لا شريك له شهادة شاهدة باخلاص ما لها من سر وعلانية ونشهد ان محمدا عبده ورسوله ----الذي -شيد --به ---ا---ل-----دين- وثبت-	اليه من مصارع الخاسرين وانزل بهم من حواءج الظالمين وامير المءمنين يختم كتابه -بشهادة ان لا اله الا الله وحده لا----- ---ش-------ريك ---ل-------ه- ------و-------------ان محمدا عبده ورسوله صلي الله عليه وسلم وضمانه لك في دينه وذمته	1	67	5134781673944761771	3297388713611170312	34	39	19836	19836	72	230	43.043479919433594	11	LMN20200820-ara1.completed	Shamela0005880-ara1.completed
1401	1396	1465	1480	1772412992146626924	3183935722805360797	LMN20200820-ara1.completed.ms10	Shamela0005880-ara1.completed.ms029	54	علي-ه-ا ----فليس ----ع-----نها -----منصرف واشهد ان لا اله الا الله وحده لا شريك له	علي هذا بني الله جل وعز الدنيا فقال المرتد اشهد ان لا اله الا الله وحده لا شريك له	10	29	-2824493650250929253	2706280143742418119	2715	2715	8420	8420	40	84	64.28571319580078	10	LMN20200820-ara1.completed	Shamela0005880-ara1.completed
1426	1370	1566	1471	1772412992146626924	3183935722805360797	LMN20200820-ara1.completed.ms10	Shamela0005880-ara1.completed.ms067	70	شه-د- ان لا اله الا الله وحده لا شريك له شهادة توجب من المخاوف امنا وتسهل من الامور ما كان حزنا واشهد ان محمدا عبده ورسوله ----ال----ذي- -جبر --م-ن- ----الدين- و	شهادة ان لا اله الا الله وحده --------ل---------------------------ا -------------شر---يك-- --له و-----ان محمدا عبده ورسوله صلي الله عليه وسلم وضمانه لك في دينه و	10	67	-2824493650250929253	3297388713611170312	2730	2730	19822	19822	52	161	43.4782600402832	11	LMN20200820-ara1.completed	Shamela0005880-ara1.completed
919	16	963	62	1772412992146626924	3183935722805360797	LMN20200820-ara1.completed.ms19	Shamela0005880-ara1.completed.ms022	40	ومن يوق شح نفسه فاولءك هم المفلحون ف--لم يبق	ومن يوق شح نفسه فاولءك هم المفلحون فسهل طريق	19	22	955663746043543846	-6442061537004834858	5410	5410	6304	6310	31	46	86.9565200805664	8	LMN20200820-ara1.completed	Shamela0005880-ara1.completed
89	1370	180	1478	1772412992146626924	3183935722805360797	LMN20200820-ara1.completed.ms19	Shamela0005880-ara1.completed.ms067	87	شه-د- ان لا اله الا الله وحده لا شريك له وان محمدا عبده ورسوله صلي الله عليه وعلي ---اله --------ن-جو-م-- ال	شهادة ان لا اله الا الله وحده لا شريك له وان محمدا عبده ورسوله صلي الله عليه وسلم وضمانه لك في دينه وذمته ال	19	67	955663746043543846	3297388713611170312	5419	5420	19823	19823	67	108	80.55555725097656	17	LMN20200820-ara1.completed	Shamela0005880-ara1.completed
1189	1344	1325	1507	1772412992146626924	3183935722805360797	LMN20200820-ara1.completed.ms36	Shamela0005880-ara1.completed.ms029	82	-الصافي وخولت ال--ا------ل--ا--ء حتي تمسكت الامال-- --منه-ا ب---الوعد ال-وفي واخذت بالوزن الوافي ونشهد ان لا اله الا الله وحده لا شريك له --شها---دة عبد -كثر --الله	والمحنة وذهبت المسابقة والمنافسة ولم يكن تفاضل وليس علي هذا بني ال-له جل وعز -الدنيا فقال المرتد -اشهد ان لا اله الا الله وحده لا شريك له وان المسيح عبد الله ورسوله	36	29	4908225398117630220	2706280143742418119	10527	10527	8433	8433	57	166	49.39759063720703	11	LMN20200820-ara1.completed	Shamela0005880-ara1.completed
1219	1305	1366	1491	1772412992146626924	3183935722805360797	LMN20200820-ara1.completed.ms36	Shamela0005880-ara1.completed.ms067	91	ال-ا-مال -من----ها -بالو-عد ال--وفي- واخذت بال---وزن ----الوافي ونشه-د- ان لا اله الا الله وحده لا شريك له---- شهادة عبد- ---كثر ----الله عدده و------عدده واحمد امسه ويومه ونحمد ان -شا-ء	الخاسرين وانزل بهم من حواءج الظالمين وامير -المءمنين يختم كتابه -بشهادة ان لا اله الا الله وحده لا شريك له وان محمدا عبده ورسوله صلي الله عليه وسلم وضمانه لك في دينه وذمته الصفح عن سوالف	36	67	4908225398117630220	3297388713611170312	10530	10530	19837	19837	61	188	48.40425491333008	9	LMN20200820-ara1.completed	Shamela0005880-ara1.completed
880	1341	1040	1535	1772412992146626924	3183935722805360797	LMN20200820-ara1.completed.ms90	Shamela0005880-ara1.completed.ms029	106	لعز وال-انواع التي ا-م-الهم --بم-ا--- -لم يكن -ف--ي حساب احسابهم من- ال--ابتداء بالتخويل -وال-ابتداع واشهد ان لا اله الا الله وحده لا شريك له و-ن-صل--ي- ع----ل-ي --س--يدنا- محمد- الذي اعل----ي الله	لوي والمحنة وذهبت- المسابقة والمنافسة ولم يكن تفاضل وليس علي هذا بني الله جل وعز ال-دنيا فقال المرتد -اشهد ان لا اله الا الله وحده لا شريك له وان المسيح عبد الله ورسوله وان محمدا صل-ي الله صلي الله	90	29	716981025381855714	2706280143742418119	26731	26731	8439	8439	77	198	53.53535461425781	11	LMN20200820-ara1.completed	Shamela0005880-ara1.completed
897	1284	1040	1452	1772412992146626924	3183935722805360797	LMN20200820-ara1.completed.ms90	Shamela0005880-ara1.completed.ms067	82	امالهم -بما --لم يكن في حس-اب -ا-حسابهم من --ا----ل-ا---بتدا-ء بال-تخويل والابتداع واشه-د- ان لا اله الا الله وحده لا شريك له و-ن---صلي ع-لي سيدنا محمد الذي اعلي- الله	اصارهم اليه من مصارع الخاسرين وانزل بهم من حواءج الظالمين وامير المءمنين يختم كتابه بشهادة ان لا اله الا الله وحده لا شريك له وان محمدا عبده ورسوله صلي الله -عليه وسلم	90	67	716981025381855714	3297388713611170312	26729	26729	19833	19833	58	169	48.52070999145508	11	LMN20200820-ara1.completed	Shamela0005880-ara1.completed
