section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
,4399,314,12,7.137985905887702
 الطبقة الاولي ممن روي عن امامنا رحمه الله,8,0,0,0
 باب الالف ,2,0,0,0
 ذكر من اسمه احمد ,4,0,0,0
 وابتداء اسم ابيه الف,393,35,2,8.9058524173028
 حرف الباء,177,21,1,11.864406779661017
 حرف الجيم,3295,25,2,0.7587253414264037
 حرف الحاء,1195,179,6,14.979079497907948
 حرف الخاء,247,36,2,14.5748987854251
 حرف الدال,96,0,0,0
 حرف الراء,211,0,0,0
 حرف الزاي,251,104,2,41.43426294820717
 حرف السين,589,207,5,35.144312393887944
 حرف الشين,173,0,0,0
 حرف الصاد,673,203,4,30.163447251114412
 حرف العين,550,37,2,6.7272727272727275
 حرف الفاء,474,138,6,29.11392405063291
 حرف القاف,201,0,0,0
 حرف الميم,6048,623,24,10.300925925925926
 حرف النون,482,25,1,5.186721991701245
 حرف الهاء,109,0,0,0
 حرف الياء,3933,315,12,8.009153318077804
 باب ذكر من اسمه اسماعيل,2360,146,5,6.186440677966102
 ذكر من اسمه اسحاق,1818,293,12,16.116611661166118
 مفاريد حرف الالف,880,120,4,13.636363636363635
 باب حرف الباء,791,77,3,9.734513274336283
 باب التاء &,1783,150,7,8.412787436904095
 باب الحاء &,2881,423,12,14.682401943769523
 ذكر من اسمه الحسين,308,21,1,6.8181818181818175
 ذكر مفاريد حرف الحاء ومثانيها,2177,197,9,9.049150206706477
 باب الخاء,728,13,1,1.7857142857142856
 باب الدال,137,0,0,0
 باب الراء,192,37,2,19.270833333333336
 باب الزاي,866,76,5,8.775981524249422
 باب السين,3560,394,15,11.067415730337078
 باب الصاد,1384,215,8,15.534682080924856
 باب الطاء,220,19,1,8.636363636363637
 باب الظاء,23,0,0,0
 باب العين,2,0,0,0
 ذكر من اسمه عبد الله,4476,691,24,15.437890974084004
 ذكر من اسمه عبدالله ولم يعرف اسم ابيه,32,0,0,0
 كر من اسمه عبيد الله,1734,171,7,9.86159169550173
 ذكر من اسمه عبدالرحمن,1140,221,11,19.385964912280702
 ذكر مفاريد العبادلة,2477,383,15,15.46225272507065
 ذكر من اسمه عمر,457,108,3,23.63238512035011
 ذكر من اسمه عثمان,186,10,1,5.376344086021505
 ذكر من اسمه علي,3084,573,22,18.579766536964982
 ذكر من اسمه عباس,1550,266,10,17.161290322580644
 ذكر من اسمه عبدوس,1566,67,3,4.278416347381865
 ذكر مفاريد حرف العين ومثانيها,739,116,3,15.696887686062247
 باب حرف الفاء,1932,417,15,21.583850931677016
 باب القاف,1431,136,4,9.503843466107616
 باب الميم,17609,3534,120,20.0692827531376
 ذكر من عرف باسمه محمد وكنية ابيه,349,32,2,9.169054441260744
 ذكر من اسمه موسي,591,102,3,17.258883248730964
 ذكر مفاريد حرف الميم ومثانيها,13759,592,24,4.302638273130315
 باب النون,223,43,1,19.282511210762333
 باب الواو,434,88,3,20.276497695852534
 باب الهاء,1446,245,6,16.9432918395574
 باب الياء,3773,568,19,15.05433342168036
 ذكر من اسمه يعقوب,968,130,5,13.429752066115702
 ذكر من اسمه يوسف,949,100,4,10.537407797681771
 ذكر من اسمه يزيد,407,129,4,31.695331695331696
 باب الكني,610,44,2,7.213114754098362
 ذكر النساء المذكورات بالسءال لامامنا احمد,1206,80,5,6.633499170812604
 ذكر الطبقة الثانية,3,0,0,0
 باب الالف,3399,370,14,10.885554574874963
 ذكر من اسمه ابراهيم,85,0,0,0
 باب الجيم,324,64,4,19.753086419753085
 باب الحاء,7906,247,7,3.1242094611687325
 باب الخاء,286,14,1,4.895104895104895
 باب الزاي,210,43,2,20.476190476190474
 باب السين,322,37,2,11.490683229813664
 باب العين,3127,280,12,8.954269267668693
 باب الميم,2817,444,19,15.761448349307775
 اول الطبقة الثالثة,362,33,1,9.116022099447514
 المسالة الاولي,64,0,0,0
 المسالة الثانية,71,0,0,0
 المسالة الثالثة,74,0,0,0
 المسالة الرابعة,57,0,0,0
 المسالة الخامسة,89,19,1,21.34831460674157
