section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
 الحديث الاول ‪@ISB@‬عن الشيخ الاول وهو جدي الامام الاجل ابو نصر القشيري وفيه ‬ ذكر الخليفة الاول والامام ابي بكر الصديق رضي الله عنه,312,81,1,25.961538461538463
 الحديث الثاني ‪@ISB@‬عن امير المءمنين ابي حفص عمر بن الخطاب العدوي رضي الله عنه,466,147,1,31.5450643776824
 الحديث الثالث ‪@ISB@‬ عن امير المءمنين ابي عمرو عثمان بن عفان رضي الله عنه,136,82,1,60.29411764705882
 الحديث الرابع ‪@ISB@‬عن امير المءمنين ابي الحسن علي بن ابي طالب رضي الله عنه,663,257,3,38.763197586727
 الحديث الخامس @ISB@عن معاوية بن صخر بن حرب الاموي رضي الله عنه,248,95,1,38.306451612903224
 الحديث السادس ‪@ISB@‬عن ميمونة بنت الحارث زوج النبي صلي الله عليه وسلم ورضي الله عنها,320,106,3,33.125
 الحديث السابع ‪@ISB@‬عن ام المءمنين عاءشة الصديقة بنت الصديق رضي الله عنهما,369,149,3,40.37940379403794
 الحديث الثامن@ISB@ عن ابي ذر جندب بن جنادة الغفاري رضي الله عنه,189,63,1,33.33333333333333
 الحديث التاسع ‪@ISB@‬عن ابي حمزة انس بن مالك النجاري الانصاري رضي الله عنه,177,89,1,50.282485875706215
 الحديث العاشر ‪@ISB@‬عن ابي سعيد سعد بن مالك بن ‪‬سنان الخدري رضي الله عنه,122,64,1,52.459016393442624
 الحديث الحادي عشر @ISB@,138,64,1,46.3768115942029
 الحديث الثاني عشر ‪@ISB@‬عن ابي عبد الله جابر بن عبد الله الانصاري رضي الله عنهما,144,54,1,37.5
 الحديث الثالث عشر ‪@ISB@‬عن عمرو بن عبسة السلمي رضي الله عنه,289,107,1,37.0242214532872
 الحديث الرابع عشر ‪@ISB@‬عن ابي عبد الرحمن عبد الله بن مسعود الهذلي رضي الله عنه,299,88,2,29.431438127090303
 الحديث الخامس ‪‬عشر @ISB@,166,47,1,28.313253012048197
 الحديث السادس عشر ‪@ISB@‬عن ابي مسعود عقبة بن عمرو البدري الانصاري رضي الله عنه,227,60,1,26.431718061674008
 الحديث السابع عشر ‪@ISB@‬عن ابي قتادة الحارث بن ربعي السلمي الانصاري رضي الله عنه ,183,91,1,49.72677595628415
 الحديث الثامن عشر ‪@ISB@‬عن ابي محمد طلحة بن عبيد الله التيمي القرشي رضي الله عنه,249,60,1,24.096385542168676
 الحديث التاسع عشر ‪@ISB@‬عن ابي عبد الله زيد بن ثابت الانصاري رضي الله عنه,199,54,1,27.1356783919598
 الحديث العشرون ‪@ISB@‬عن ابي هريرة عبد الرحمن بن صخر الدوسي رضي الله عنه,122,63,1,51.63934426229508
 الحديث الحادي والعشرون @ISB@عن النعمان بن بشير الانصاري رضي الله عنه,226,79,1,34.95575221238938
 الحديث الثاني والعشرون @ISB@عن ابي محمد عبد الله بن عمرو بن العاص السهمي رضي الله عنه,119,66,1,55.46218487394958
 الحديث الثالث والعشرون ‪@ISB@‬عن عمران بن حصين ابي نجيد رضي الله عنه,171,60,1,35.08771929824561
 الحديث الرابع والعشرون ‪@ISB@‬عن ابي العباس عبد الله بن العباس بن عبد المطلب الهاشمي رضي الله عنهما,125,59,1,47.199999999999996
 الحديث الخامس والعشرون ‪@ISB@‬عن ابي مسلم سلمة بن الاكوع رضي الله عنه ,150,67,1,44.666666666666664
 الحديث السادس والعشرون @ISB@,145,55,1,37.93103448275862
 الحديث السابع والعشرون @ISB@عن جابر بن سمرة بن جنادة السواءي رضي الله عنه,262,116,2,44.274809160305345
 الحديث الثامن والعشرون ‪@ISB@‬عن طارق بن الاشيم الاشجعي رضي الله عنه,174,48,1,27.586206896551722
 الحديث التاسع والعشرون @ISB@عن ابي اسحاق سعد بن ابي وقاص القرشي رضي الله عنه,132,83,1,62.878787878787875
 الحديث الثلاثون ‪@ISB@‬عن فاطمة بنت قيس رضي الله عنها,131,74,1,56.48854961832062
 الحديث الحادي والثلاثون @ISB@,128,78,1,60.9375
 الحديث الثاني والثلاثون @ISB@,322,158,1,49.06832298136646
 الحديث الثالث والثلاثون @ISB@,281,146,2,51.95729537366548
 الحديث الرابع والثلاثون @ISB@,213,81,1,38.028169014084504
 الحديث الخامس ‪‬والثلاثون @ISB@,361,157,2,43.49030470914128
 الحديث السادس والثلاثون ‪@ISB@‬عن ابي الدرداء عويمر بن عامر الانصاري رضي الله عنه,306,164,3,53.59477124183007
 الحديث السابع والثلاثون ‪@ISB@‬عن مرداس بن مالك الاسلمي رضي الله عنه,254,197,4,77.55905511811024
 الحديث الثامن والثلاثون ‪@ISB@‬عن ابي عبد الله الزبير بن العوام التيمي القرشي رضي الله عنه,120,81,1,67.5
 الحديث التاسع والثلاثون ‪@ISB@‬ عن ابي الوليد عبادة بن الصامت بن قيس الانصاري رضي الله عنه,155,82,1,52.903225806451616
 ‬ الحديث الاربعون ‪@ISB@‬عن ابي موسي عبد الله بن قيس الاشعري رضي الله عنه,209,100,1,47.84688995215311
