section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
,14,0,0,0
 [الجزء 1],534,0,0,0
 ذكر فتح مصر لابن عبد الحكم وغيره,5051,137,3,2.7123341912492576
 ذكر ما ورد في فضل مصر من الايات الشريفة والاحاديث النبوية,1472,39,2,2.6494565217391304
 ذكر ما ورد في نيل مصر,3333,0,0,0
 ذكر ما قيل في سبب تسمية مصر بمصر,3081,36,1,1.1684518013631937
 ذكر ولاية عمرو بن العاص الاولي علي مصر,1179,65,4,5.51314673452078
 ذكر بناء جامع عمرو بن العاص بمصر رضي الله عنه,1859,46,3,2.474448628294782
 السنة الاولي من ولاية عمرو بن العاص الاولي علي مصر وهي سنة عشرين من,206,23,1,11.165048543689322
 السنة الثانية من ولاية عمرو بن العاص الاولي علي مصر وهي سنة احدي,251,0,0,0
 السنة الثالثة من ولاية عمرو الاولي علي مصر وهي سنة اثنتين وعشرين من,162,0,0,0
 السنة الرابعة من ولاية عمرو الاولي علي مصر وهي سنة ثلاث وعشرين من,390,0,0,0
 السنة الخامسة من ولاية عمرو بن العاص الاولي علي مصر وهي سنة اربع,141,0,0,0
 ذكر ولاية ابن ابي سرح علي مصر,1129,0,0,0
 السنة الاولي من ولاية عبد الله بن سعد بن ابي سرح علي مصر وهي سنة خمس,69,0,0,0
 السنة الثانية من ولاية عبد الله بن سعد بن ابي سرح علي مصر وهي سنة ست,109,0,0,0
 السنة الثالثة من ولاية ابن ابي سرح علي مصر وهي سنة سبع وعشرين - فيها,251,24,1,9.56175298804781
 السنة الرابعة من ولاية ابن ابي سرح علي مصر وهي سنة ثمان وعشرين - فيها,329,0,0,0
 السنة السادسة من ولاية ابن ابي سرح علي مصر وهي سنة ثلاثين بعد الهجرة -,298,0,0,0
 السنة السابعة من ولاية ابن ابي سرح علي مصر وهي سنة احدي وثلاثين من,168,0,0,0
 السنة الثامنة من ولاية ابن ابي سرح علي مصر وهي سنة اثنتين وثلاثين فيها,556,0,0,0
 السنة التاسعة من ولاية ابن ابي سرح علي مصر وهي سنة ثلاث وثلاثين - فيها,205,0,0,0
 السنة العاشرة من ولاية ابن ابي سرح علي مصر وهي سنة اربع وثلاثين - فيها,204,0,0,0
 السنة الحادية عشرة من ولاية عبد الله بن سعد ms0070 بن ابي سرح علي مصر وهي سنة,404,7,1,1.7326732673267329
 ذكر استيلاء محمد بن ابي حذيفة علي مصر,409,0,0,0
 ذكر ولاية قيس بن سعد بن عبادة علي مصر,1520,59,2,3.8815789473684212
 السنة التي حكم في بعضها قيس بن سعد بن عبادة علي مصر,276,0,0,0
 ذكر ولاية الاشتر النخعي علي مصر,898,0,0,0
 ذكر ولاية محمد بن ابي بكر الصديق رضي الله عنه علي مصر,1556,0,0,0
 السنة التي حكم فيها محمد بن ابي بكر الصديق وغيره علي مصر وهي سنة سبع,188,0,0,0
 ذكر ولاية عمرو بن العاص ثانيا علي مصر,1029,47,3,4.56754130223518
 السنة الاولي من ولاية عمرو بن العاص الثانية علي مصر وهي سنة ثمان,282,0,0,0
 السنة الثانية من ولاية عمرو الثانية علي مصر وهي سنة تسع وثلاثين - فيها,233,0,0,0
 السنة الثالثة من ولاية عمرو بن العاص الثانية علي مصر وهي سنة اربعين -,501,15,1,2.9940119760479043
 السنة الرابعة من ولاية عمرو بن العاص الثانية علي مصر وهي سنة احدي,277,0,0,0
 السنة الخامسة من ولاية عمرو بن العاص الثانية علي مصر وهي سنة اثنتين,143,0,0,0
 ذكر ولاية عتبة بن ابي سفيان علي مصر,445,0,0,0
 السنة التي حكم فيها عتبة بن ابي سفيان علي مصر وهي سنة ثلاث واربعين -,177,0,0,0
 السنة الثانية من ولاية عتبة بن ابي سفيان علي مصر وهي سنة اربع واربعين,304,0,0,0
 ذكر ولاية عقبة بن عامر علي مصر,796,26,1,3.2663316582914574
 السنة الاولي من ولاية عقبة بن عامر الجهني علي مصر وهي سنة خمس واربعين,316,0,0,0
 السنة الثانية من ولاية عقبة بن عامر الجهني علي مصر وهي سنة ست واربعين,165,0,0,0
 السنة الثالثة من ولاية عقبة بن عامر الجهني علي مصر وهي سنة سبع واربعين,126,0,0,0
 ذكر ولاية مسلمة بن مخلد علي مصر,912,25,1,2.7412280701754383
 السنة الاولي من ولاية مسلمة بن مخلد علي مصر وهي سنة ثمان واربعين فيها,164,0,0,0
 السنة الثانية من ولاية مسلمة بن مخلد علي مصر وهي سنة تسع واربعين فيها,195,0,0,0
 السنة الثالثة من ولاية مسلمة بن مخلد علي مصر وهي سنة خمسين من الهجرة,625,0,0,0
 السنة الرابعة من ولاية مسلمة بن مخلد علي مصر وهي سنة احدي وخمسين من,369,0,0,0
 السنة الخامسة من ولاية مسلمة بن مخلد علي مصر وهي سنة اثنتين وخمسين,256,0,0,0
 السنة السادسة من ولاية مسلمة بن مخلد علي مصر وهي سنة ثلاث وخمسين فيها,250,0,0,0
 السنة السابعة من ولاية مسلمة بن مخلد علي مصر وهي سنة اربع وخمسين فيها,429,0,0,0
 السنة الثامنة من ولاية مسلمة بن مخلد علي مصر وهي سنة خمس وخمسين فيها,257,0,0,0
 السنة التاسعة من ولاية مسلمة بن مخلد ms0115 علي مصر وهي سنة ست وخمسين فيها,205,9,1,4.390243902439024
 السنة العاشرة من ولاية مسلمة بن مخلد علي مصر وهي سنة سبع وخمسين فيها,168,0,0,0
 السنة الحادية عشرة من ولاية مسلمة بن مخلد علي مصر وهي سنة ثمان وخمسين,533,0,0,0
 السنة ms0118 الثانية عشرة من ولاية مسلمة بن مخلد علي مصر وهي سنة تسع وخمسين,284,0,0,0
 السنة الثالثة عشرة من ولاية مسلمة بن مخلد علي مصر وهي سنة ستين فيها,278,0,0,0
 السنة الرابعة عشرة من ولاية مسلمة بن مخلد علي مصر وهي سنة احدي وستين,432,0,0,0
 السنة الخامسة عشرة من ولاية مسلمة بن مخلد علي مصر وهي سنة اثنتين وستين,233,0,0,0
 ذكر ولاية سعيد بن يزيد علي مصر,569,0,0,0
 السنة الاولي من ولاية سعيد ms0124 بن يزيد علي مصر وهي سنة ثلاث وستين فيها غزا,467,0,0,0
 السنة الثانية من ولاية سعيد بن يزيد علي مصر وهي سنة اربع وستين فيها حج,283,0,0,0
 ذكر خلافة معاوية بن يزيد بن معاوية بن ابي سفيان الاموي ثالث خلفاء,334,0,0,0
 ذكر ولاية عبد الرحمن بن جحدم علي مصر,837,0,0,0
 السنة التي حكم فيها عبد الرحمن بن جحدم علي مصر من قبل عبد الله بن,804,0,0,0
 ذكر ولاية عبد العزيز بن مروان علي مصر,1382,31,1,2.2431259044862517
 السنة الاولي من ولاية عبد العزيز بن مروان علي مصر وهي سنة ست وستين -,296,0,0,0
 السنة الثانية من ولاية عبد العزيز بن مروان علي مصر وهي سنة سبع وستين -,489,12,1,2.4539877300613497
 السنة الثالثة من ولاية عبد العزيز بن مروان علي مصر وهي سنة ثمان وستين,265,0,0,0
 السنة الرابعة من ولاية عبد العزيز بن مروان علي مصر وهي سنة تسع وستين -,604,0,0,0
 السنة الخامسة من ولاية عبد العزيز بن مروان علي مصر وهي سنة سبعين -,228,0,0,0
 السنة السادسة من ولاية عبد العزيز بن مروان علي مصر وهي سنة احدي وسبعين,416,0,0,0
 السنة السابعة من ولاية عبد العزيز بن مروان علي مصر وهي سنة اثنتين,326,0,0,0
 السنة الثامنة من ولاية عبد العزيز بن مروان علي مصر وهي سنة ثلاث وسبعين,433,0,0,0
 السنة التاسعة من ولاية عبد العزيز بن مروان علي مصر وهي سنة اربع وسبعين,409,11,1,2.689486552567237
 السنة العاشرة من ولاية عبد العزيز بن مروان علي مصر وهي سنة خمس وسبعين,501,0,0,0
 السنة الحادية عشرة من ولاية عبد العزيز بن مروان علي مصر وهي سنة ست,241,0,0,0
 السنة الثانية عشرة من ولاية عبد العزيز بن مروان علي مصر وهي سنة سبع,287,0,0,0
 السنة الثالثة عشرة من ولاية عبد العزيز بن مروان علي مصر وهي سنة ثمان,305,0,0,0
 السنة الرابعة عشرة من ولاية عبد العزيز بن مروان علي مصر وهي سنة تسع,335,0,0,0
 السنة الخامسة عشرة من ولاية عبد العزيز بن مروان علي مصر وهي سنة ثمانين,517,0,0,0
 السنة السادسة عشرة من ولاية عبد العزيز بن مروان علي مصر وهي سنة احدي,356,0,0,0
 السنة السابعة عشرة من ولاية عبد العزيز بن مروان علي مصر وهي سنة اثنتين,368,0,0,0
 السنة الثامنة عشرة من ولاية عبد العزيز بن مروان علي مصر وهي سنة ثلاث,478,0,0,0
 السنة التاسعة عشرة من ولاية عبد العزيز بن مروان علي مصر وهي سنة اربع,421,0,0,0
 السنة العشرون من ولاية عبد العزيز بن مروان علي مصر وهي سنة خمس وثمانين,267,0,0,0
 ذكر ولاية عبد الله بن عبد الملك علي مصر,472,0,0,0
 السنة الاولي من ولاية عبد الله بن عبد الملك بن مروان علي مصر وهي سنة,430,0,0,0
 السنة الثانية من ولاية عبد الله بن عبد الملك بن مروان علي مصر وهي سنة,332,0,0,0
 السنة الثالثة من ولاية عبد الله بن عبد الملك بن مروان علي مصر وهي سنة,245,0,0,0
 السنة الرابعة من ولاية عبد الله بن عبد الملك بن مروان علي مصر وهي سنة,296,0,0,0
 ذكر ولاية قرة بن شريك علي مصر,847,7,1,0.8264462809917356
 السنة الاولي من ولاية قرة بن شريك علي مصر وهي سنة تسعين - فيها غزا,241,0,0,0
 السنة الثانية من ولاية قرة بن شريك علي مصر وهي سنة احدي وتسعين فيها,723,7,1,0.9681881051175657
 السنة الثالثة من ولاية قرة بن شريك علي مصر وهي سنة اثنتين وتسعين فيها,489,0,0,0
 السنة الخامسة من ولاية قرة بن شريك علي مصر وهي سنة اربع وتسعين فيها,619,0,0,0
 السنة السادسة من ولاية قرة بن شريك علي مصر وهي سنة خمس وتسعين فيها وفد,269,0,0,0
 ذكر ولاية عبد الملك بن رفاعة الاولي علي مصر,472,0,0,0
 السنة الاولي من ولاية عبد الملك بن رفاعة الاولي علي مصر وهي سنة ست,462,0,0,0
 السنة الثانية من ولاية عبد الملك بن رفاعة علي مصر وهي سنة سبع وتسعين,133,0,0,0
 ذكر وفاة موسي بن نصير المذكور,147,0,0,0
 السنة الثالثة من ولاية عبد الملك بن رفاعة علي مصر وهي سنة ثمان وتسعين,228,0,0,0
 ذكر ولاية ايوب بن شرحبيل علي مصر,675,48,2,7.111111111111111
 السنة الاولي من ولاية ايوب بن شرحبيل علي مصر وهي سنة تسع وتسعين فيها,562,0,0,0
 السنة الثانية من ولاية ايوب بن شرحبيل علي مصر وهي سنة ماءة فيها حج,458,0,0,0
 ذكر ولاية بشر بن صفوان علي مصر,469,0,0,0
 السنة الاولي من ولاية بشر بن صفوان علي مصر وهي سنة احدي وماءة فيها,539,12,1,2.2263450834879404
 السنة الثانية من ولاية بشر بن صفوان علي مصر وهي سنة اثنتين وماءة فيها,369,0,0,0
 ذكر ولاية حنظلة بن صفوان الاولي علي مصر,411,27,1,6.569343065693431
 السنة الاولي من ولاية حنظلة بن صفوان الكلبي علي مصر وهي سنة ثلاث وماءة,280,0,0,0
 السنة الثانية من ولاية حنظلة بن صفوان علي مصر وهي سنة اربع وماءة فيها,294,0,0,0
 السنة الثالثة من ولاية حنظلة بن صفوان علي مصر وهي سنة خمس وماءة فيها,622,0,0,0
 ذكر ولاية محمد بن عبد الملك علي مصر,354,0,0,0
 ذكر ولاية الحر بن يوسف علي مصر,319,0,0,0
 السنة الاولي من ولاية الحر بن يوسف الاموي علي مصر وهي سنة ست وماءة,335,0,0,0
 السنة الثانية من ولاية الحر بن يوسف علي مصر وهي سنة سبع وماءة - فيها,197,0,0,0
 السنة الثالثة من ولاية الحر بن يوسف علي مصر وهي سنة ثمان وماءة - في ذي,336,0,0,0
 ذكر ولاية حفص بن الوليد الاولي علي مصر,313,0,0,0
 ذكر ولاية عبد الملك بن رفاعة الثانية علي مصر,142,0,0,0
 ذكر ولاية الوليد بن رفاعة علي مصر,311,0,0,0
 السنة التي حكم في محرمها عبد الملك بن رفاعة علي مصر ثم في باقيها,165,0,0,0
 السنة الثانية من ولاية الوليد بن رفاعة علي مصر وهي سنة عشر وماءة -,592,0,0,0
 السنة الثالثة من ولاية الوليد بن رفاعة علي ms0210 مصر وهي سنة احدي عشرة وماءة,194,0,0,0
 السنة الرابعة من ولاية الوليد بن رفاعة علي مصر وهي سنة اثنتا عشرة,247,0,0,0
 السنة الخامسة من ولاية الوليد بن رفاعة علي مصر وهي سنة ثلاث عشرة وماءة,246,0,0,0
 السنة السادسة من ولاية الوليد بن رفاعة علي مصر وهي سنة اربع عشرة وماءة,310,0,0,0
 السنة السابعة من ولاية الوليد بن رفاعة علي مصر وهي سنة خمس عشرة وماءة,126,0,0,0
 السنة الثامنة من ولاية الوليد بن رفاعة علي مصر وهي سنة ست عشرة وماءة -,188,0,0,0
 السنة التاسعة من ولاية الوليد بن رفاعة علي مصر وهي سنة سبع عشرة وماءة,228,0,0,0
 ذكر ولاية عبد الرحمن بن خالد علي مصر,433,0,0,0
 ذكر السنة التي حكم في اولها عبد الرحمن بن خالد ثم في باقيها حنظلة بن,409,14,1,3.4229828850855744
 ذكر ولاية حنظلة بن صفوان الثانية علي مصر,475,0,0,0
 السنة الاولي من ولاية حنظلة الثانية علي مصر وهي سنة تسع عشرة وماءة -,320,0,0,0
 السنة الثانية من ولاية حنظلة بن صفوان علي مصر وهي سنة عشرين وماءة -,414,0,0,0
 السنة الثالثة من ولاية حنظلة بن صفوان علي مصر وهي سنة احدي وعشرين,359,0,0,0
 السنة الرابعة من ولاية حنظلة بن صفوان علي مصر وهي سنة اثنتين وعشرين,372,0,0,0
 السنة الخامسة من ولاية حنظلة بن صفوان علي مصر وهي سنة ثلاث وعشرين,294,0,0,0
 ذكر ولاية حفص بن الوليد ثانيا علي مصر,861,42,2,4.878048780487805
 السنة الاولي من ولاية حفص بن الوليد الثانية علي مصر وهي سنة اربع,281,0,0,0
 السنة الثانية من ولاية حفص بن الوليد الثانية علي مصر وهي سنة خمس,519,0,0,0
 السنة الثالثة من ولاية حفص بن الوليد الثانية علي مصر وهي سنة ست وعشرين,651,0,0,0
 ذكر ولاية حسان بن عتاهية علي مصر,420,51,1,12.142857142857142
 ذكر ولاية حفص بن الوليد الثالثة علي مصر,248,0,0,0
 السنة الاولي من ولاية حفص بن الوليد الثالثة علي مصر وهي سنة سبع وعشرين,372,0,0,0
 ذكر ولاية حوثرة بن سهيل علي مصر,732,0,0,0
 السنة الاولي من ولاية حوثرة بن سهيل علي مصر ms0239 وهي سنة ثمان وعشرين وماءة,274,0,0,0
 السنة الثانية من ولاية حوثرة علي مصر وهي سنة تسع وعشرين وماءة - فيها,275,0,0,0
 السنة الثالثة من ولاية حوثرة بن سهيل علي مصر وهي سنة ثلاثين وماءة -,504,0,0,0
 السنة الرابعة من ولاية الحوثرة علي مصر الي شهر رجب ومن رجب حكمها,434,0,0,0
 ذكر ولاية المغيرة بن عبيد الله علي مصر,357,0,0,0
 ذكر ولاية عبد الملك بن مروان علي مصر,528,0,0,0
 ذكر بيعة السفاح بالخلافة,909,0,0,0
 السنة الاولي من ولاية عبد الملك بن مروان بن موسي علي مصر وهي سنة,497,0,0,0
 ذكر ولاية صالح بن علي العباسي الاولي علي مصر,230,0,0,0
 السنة التي حكم فيها صالح علي مصر وهي سنة ثلاث وثلاثين وماءة فيها,212,0,0,0
 ذكر ولاية ابي عون الاولي علي مصر,500,0,0,0
 السنة الاولي من ولاية ابي عون علي مصر وهي سنة اربع وثلاثين وماءة علي,197,0,0,0
 السنة الثانية من ولاية ابي عون علي مصر وهي سنة خمس وثلاثين وماءة فيها,295,0,0,0
 ذكر ولاية صالح بن علي العباسي ثانيا علي مصر,355,0,0,0
 السنة الاولي من ولاية صالح بن علي العباسي الثانية علي مصر وهي سنة ست,425,0,0,0
 السنة الثانية من ولاية صالح بن علي العباسي علي مصر وهي سنة سبع وثلاثين,431,0,0,0
 ذكر ولاية ابي عون الثانية علي مصر,187,0,0,0
 السنة الاولي من ولاية ابي عون الثانية علي مصر وهي سنة ثمان وثلاثين,251,0,0,0
 السنة الثانية من ولاية ابي عون الثانية علي مصر وهي سنة تسع وثلاثين,290,0,0,0
 السنة الثالثة من ولاية ابي عون الثانية علي مصر وهي سنة اربعين وماءة,674,18,1,2.6706231454005933
 ذكر ولاية موسي بن كعب علي مصر,528,0,0,0
 السنة التي حكم فيها موسي بن كعب علي مصر وهي سنة احدي واربعين وماءة,227,0,0,0
 ذكر ولاية محمد بن الاشعث علي مصر,440,0,0,0
 السنة التي حكم فيها محمد بن الاشعث علي مصر وهي سنة اثنتين واربعين,210,0,0,0
 ذكر ولاية حميد بن قحطبة علي مصر,370,0,0,0
 السنة الاولي من ولاية حميد بن قحطبة علي مصر ms0271 وهي سنة ثلاث واربعين وماءة,249,40,1,16.06425702811245
 السنة الثانية من ولاية حميد بن قحطبة علي مصر وهي سنة اربع واربعين,444,0,0,0
 [الجزء 2],1,0,0,0
 ذكر ولاية يزيد بن حاتم علي مصر,609,0,0,0
 السنة الاولي من ولاية يزيد بن حاتم المهلبي علي مصر وهي سنة خمس واربعين,326,0,0,0
 السنة الثانية من ولاية يزيد بن حاتم علي مصر وهي سنة ست واربعين وماءة,304,0,0,0
 السنة الثالثة من ولاية يزيد بن حاتم علي مصر وهي سنة سبع واربعين وماءة,279,0,0,0
 السنة الرابعة من ولاية يزيد بن حاتم علي مصر وهي سنة ثمان واربعين وماءة,647,12,1,1.8547140649149922
 السنة الخامسة من ولاية يزيد بن حاتم علي مصر وهي سنة تسع واربعين وماءة,276,15,1,5.434782608695652
 السنة السادسة من ولاية يزيد بن حاتم علي مصر وهي سنة خمسين وماءة فيها,855,25,2,2.923976608187134
 السنة السابعة من ولاية يزيد بن حاتم علي مصر وهي سنة احدي وخمسين وماءة,233,0,0,0
 ذكر ولاية عبد الله بن عبد الرحمن علي مصر,369,0,0,0
 السنة الاولي من ولاية عبد الله بن عبد الرحمن علي مصر وهي سنة اثنتين,320,0,0,0
 السنة الثانية من ولاية عبد الله بن عبد الرحمن علي مصر وهي سنة ثلاث,286,0,0,0
 السنة الثالثة من ولاية عبد الله بن عبد الرحمن النجيبي علي مصر وهي سنة,254,0,0,0
 ذكر ولاية محمد بن عبد الرحمن علي مصر,189,0,0,0
 السنة التي حكم فيها محمد بن عبد الرحمن وغيره من الامراء علي مصر وهي,366,23,2,6.284153005464481
 ذكر ولاية ms0291 موسي بن علي علي مصر,475,0,0,0
 السنة الاولي من ولاية موسي بن علي علي مصر وهي سنة ست وخمسين وماءة فيها,349,0,0,0
 السنة الثانية من ولاية موسي بن علي اللخمي علي مصر وهي سنة سبع وخمسين,412,0,0,0
 السنة الثالثة من ولاية موسي بن علي اللخمي علي مصر وهي سنة ثمان وخمسين,554,0,0,0
 السنة الرابعة من ولاية موسي بن علي اللخمي علي مصر وهي سنة ms0297 تسع وخمسين,287,0,0,0
 السنة الخامسة من ولاية موسي بن علي اللخمي علي مصر وهي سنة ستين وماءة,317,0,0,0
 ذكر ولاية عيسي بن لقمان علي مصر,258,0,0,0
 السنة التي حكم فيها عيسي بن لقمان علي مصر وهي سنة احدي وستين وماءة علي,370,0,0,0
 ذكر ولاية واضح المنصوري علي مصر,256,0,0,0
 ذكر ولاية منصور بن يزيد علي مصر,224,0,0,0
 السنة التي حكم فيها واضح مولي المنصور علي مصر ثم من بعده منصور ابن,329,0,0,0
 ذكر ولاية يحيي بن داود علي مصر,330,0,0,0
 السنة الاولي من ولاية ابي صالح يحيي بن داود علي مصر وهي سنة ثلاث وستين,240,0,0,0
 ذكر ولاية سالم بن سوادة علي مصر,169,0,0,0
 السنة التي حكم فيها سالم بن سوادة علي مصر وهي سنة اربع وستين وماءة,312,0,0,0
 ذكر ولاية ابراهيم بن صالح الاولي علي مصر,182,0,0,0
 السنة الاولي من ولاية ابراهيم بن صالح الاولي علي مصر وهي سنة خمس وستين,198,0,0,0
 السنة الثانية من ولاية ابراهيم بن صالح الاولي علي مصر وهي سنة ست وستين,301,0,0,0
 السنة الثالثة من ولاية ابراهيم بن صالح الاولي علي مصر وهي سنة سبع,353,0,0,0
 ذكر ولاية موسي بن مصعب علي مصر,316,0,0,0
