section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
,298595,20072,1058,6.722148729884961
 الجزء الاول,20647,3572,122,17.300334188986294
 - السابقون الاولون.,754,93,3,12.3342175066313
 - ومن شهداء يوم احد:,11722,747,35,6.372632656543252
 - فصل: شهداء يوم الرجيع ,73,0,0,0
 - شهداء بءر معونة ,2073,181,6,8.731307284129281
 - اعيان البدريين,6207,354,22,5.703238279362011
 - من شهداء اليمامة,2050,107,5,5.219512195121951
 - شهداء اجنادين واليرموك,16692,1530,73,9.16606757728253
 النجاشي ملك الحبشة *,24112,2656,102,11.015262110152621
 الجزء الثاني,44203,3781,201,8.55371807343393
 فصل في بقية كبراء الصحابة.,41665,3370,178,8.088323532941317
 الجزء الثالث,29176,1715,100,5.878119001919386
 ومن بقايا صغار الصحابة:,7341,471,24,6.41601961585615
 ومن صغار الصحابة:,36468,2077,117,5.695404189974773
 كبار التابعين,4007,28,2,0.6987771400049912
 وممن ادرك زمان النبوة:,6024,37,4,0.6142098273572377
 الجزء الرابع,18389,1578,60,8.581217031921257
 بقية الطبقة الاولي من كبراء التابعين,29160,2660,107,9.122085048010973
 الطبقة الثانية ,54402,4882,199,8.973934781809492
 الجزء @Auto_ISB@ الخامس,26700,1601,65,5.99625468164794
 الطبقة الثالثة ,46398,5016,189,10.81081081081081
 الطبقة الرابعة ,15572,1646,52,10.570254302594401
 الجزء السادس,44821,4931,168,11.001539456950983
 الطبقة الخامسة ,29749,3555,101,11.949981511983596
 الطبقة السادسة ,1177,309,8,26.253186066270178
 الجزء السابع,49332,4889,193,9.91040298386443
 الطبقة السابعة,27401,2922,101,10.663844385241413
 الجزء الثامن,25547,4495,140,17.595020941793557
 الطبقة الثامنة,60373,7753,261,12.841833269839167
 الجزء التاسع,2136,183,5,8.567415730337078
 الطبقة التاسعة,81297,9747,274,11.989372301560945
 الجزء العاشر,26292,2766,92,10.52031036056595
 الطبقة الحادية عشرة,36190,3086,107,8.527217463387677
 الطبقة الثانية عشرة,32648,3846,103,11.780200931144327
 الجزء الحادي عشر,89054,10487,346,11.77600107799762
 الطبقة الثالثة عشر,6481,677,16,10.445918839685234
 الجزء الثاني عشر,36436,3834,104,10.522560105390273
 الطبقة الرابعة عشرة,54257,5566,166,10.258584145824502
 الجزء الثالث عشر,11715,1321,32,11.27614169867691
 الطبقة الخامسة عشرة,48010,4015,121,8.362841074776089
 الطبقة السادسة عشرة,23563,1879,52,7.974366591690361
 الجزء الرابع عشر,14158,918,29,6.483966661957903
 الطبقة السابعة عشر,58196,6526,161,11.21382912914977
 الطبقة الثامنة عشر,16650,1741,40,10.456456456456456
 الجزء الخامس عشر,39364,1916,44,4.867391525251499
 الطبقة التاسعة عشرة,27952,2880,79,10.303377218088151
 الطبقة العشرون,12362,1195,29,9.666720595372917
 الجزء السادس عشر,48039,4166,103,8.672120568704594
 الطبقة الحادية والعشرون,39143,4138,101,10.57149426461947
 الجزء السابع عشر,1663,53,1,3.1870114251352977
 الطبقة الثانية والعشرون,51521,4137,98,8.029735447681528
 الطبقة الثالثة والعشرون,36711,3127,85,8.517882923374467
 الجزء الثامن عشر,3,0,0,0
 الطبقة الرابعة والعشرون,58610,3977,110,6.785531479269749
 الطبقة الخامسة والعشرون,24511,1953,53,7.967851168862959
 الجزء التاسع عشر,13341,511,13,3.8302975788921367
 الطبقة السادسة والعشرون,28136,1388,38,4.933181688939437
 الطبقة السابعة والعشرون,26161,1199,31,4.583158136156875
 الطبقة الثامنة والعشرون,16674,470,16,2.818759745711887
 الجزء العشرون,20619,734,26,3.5598234637955284
 الطبقة التاسعة والعشرون,47611,2721,73,5.715065846127996
 الطبقة الثلاثون,15873,853,25,5.373905373905374
 الجزء الحادي ms6754 والعشرون,21274,953,30,4.479646516875059
 الطبقة الحادية والثلاثون,33984,1380,40,4.0607344632768365
 الطبقة الثانية والثلاثون,13561,632,19,4.660423272620013
 الجزء الثاني والعشرون,21863,653,22,2.986781320038421
 الطبقة الثالثة والثلاثون,37925,1118,35,2.9479235332893867
 الجزء الثالث والعشرون,4665,321,8,6.881028938906752
 الطبقة الرابعة والثلاثون,37043,2451,59,6.616634721809788
 الطبقة الخامسة والثلاثون,14740,686,19,4.654002713704206
