section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
 باب البيان من علو مراتبهم، وترفيع منازلهم,7,0,0,0
 ,322,181,2,56.2111801242236
 باب البيان عن اوصاف المتحققين بالفقر,6,0,0,0
 ,101,38,1,37.62376237623762
 ص ,17,0,0,0
 ومن اصولهم السكون الي ضمانه والتعري من الاعراض وطغيانه,9,0,0,0
 ,119,54,1,45.378151260504204
 ومنها العدول عن الادخار، والتبرء من الاختيار,7,0,0,0
 ,82,51,1,62.19512195121951
 ,58,30,1,51.724137931034484
 ومنها خروجهم عن التبييت حذرا من التعيير والتبكيت,8,0,0,0
 ,84,34,1,40.476190476190474
 ومنها التجزي بالكفاف تزينا للعفاف,5,0,0,0
 ,41,35,1,85.36585365853658
 ومنها الاعراض عما يلهي رعاية لما يدني,7,0,0,0
 ,50,26,1,52.0
 ومنها التبرم بما ينقضي ويبلي حنينا الي ما يدوم ويبقي,10,0,0,0
 ,60,32,1,53.333333333333336
 ,60,42,1,70.0
 ومنها اعتمادهم علي حميد كفاية الله في الانقطاع اليه، واحترازهم من عرض الدنيا خوفا من الركون اليه,17,0,0,0
 ,60,40,1,66.66666666666666
 ومنها ادمان المراقبة في الاعلان والمخافتة,6,0,0,0
 ,50,33,1,66.0
 ,25,0,0,0.0
 ص ,49,0,0,0.0
 ,89,28,1,31.46067415730337
 ص ,25,0,0,0
 ومنها الجد والمواظبة علي جهاد النفس والمخالفة,7,0,0,0
 ,66,33,1,50.0
 ,75,34,1,45.33333333333333
 ,50,45,1,90.0
 ومنها تنفيرهم ابناء الدنيا عن ارتضاعها والاستهانة بمءثرها واتضاعها,9,0,0,0
 ,93,41,1,44.086021505376344
 ومنها انهم الرعاة لكل حق والحماة لكل حد,8,0,0,0
 ,105,33,1,31.428571428571427
 ومنها تحسين المخالفة وتمهيد العذر للموافقة,6,0,0,0
 ,53,38,1,71.69811320754717
 ,72,39,1,54.166666666666664
 ومنها رعاية حقوق المجاورة وصيانة النفس عن المحاورة,8,0,0,0
 ,53,41,1,77.35849056603774
 ,74,22,1,29.72972972972973
 ومنها ايثار الفقراء والغرباء علي النفس والاهل القرباء,8,0,0,0
 ,45,25,1,55.55555555555556
 ومنها اختيار البذل والانفاق والسلو عن خوف العوز والاملاق,9,0,0,0
 ,100,39,1,39.0
 ومنها اغتنامهم خدمة الشيوخ والفقراء استنانا بسيد النبيين والسفراء,9,0,0,0
 ,131,57,1,43.51145038167939
 ص ,23,21,1,91.30434782608695
 ,40,34,1,85.0
 ومنها نصبهم المواءد لاغتنامهم الفواءد,5,0,0,0
 ,50,35,1,70.0
 ,53,38,1,71.69811320754717
 ومنها الرعاية للتزاور والتاخي طلبا للتحابب والتباهي,7,0,0,0
 ,99,28,1,28.28282828282828
 ,54,32,1,59.25925925925925
 ومنها المثابرة علي مصاحبة الاولياء والمسارعة الي مءاكلة الاتقياء,9,0,0,0
 ,48,39,1,81.25
 ,48,38,1,79.16666666666666
 ومنها الاجتماع علي الاكل والاطعام، والالتماس للبركة، والاكرام,8,0,0,0
 ,55,36,1,65.45454545454545
 ومنها رفضهم للتصنع والتكلف صيانة للتكرم والتعفف,7,0,0,0
 ,69,44,1,63.76811594202898
 ومنها عدولهم عن الترفه والتنعم احترازا من التولي والتصرم,9,0,0,0
 ,50,37,1,74.0
 ومنها انهم هجروا المراقد واستوطنوا المساجد,6,0,0,0
 ,59,24,1,40.67796610169492
 ومنها توطين النفس علي القناعة توقيا من الملامة والشفاعة,9,0,0,0
 ,68,36,1,52.94117647058824
 ومنها التحرز من مخالطة الاغنياء، والتشمير في ملاحقة الاصفياء,9,0,0,0
 ,51,33,1,64.70588235294117
 ,98,45,1,45.91836734693878
 ومن اصولهم التي عليها مباني احوالهم الاستقامة في التوحيد مع الملازمة للتجريد,12,0,0,0
 ,53,35,1,66.0377358490566
 ومنها التاييد بالخصال التي ظفر بها العمال,7,0,0,0
 ,62,39,1,62.903225806451616
 ومنها التحقق بالايمان الجامع والتمكن من العلم النافع,8,0,0,0
 ,62,36,1,58.06451612903226
 ومنها لوامع اليقين للمتحققين بدافع لدعاوي المدعين,7,0,0,0
 ,105,40,1,38.095238095238095
 ومنها القلب المعمر بالنور والمحبة سال عما يعقب المذبة والمسبة,10,0,0,0
 ,100,51,1,51.0
 ,82,42,1,51.21951219512195
 ومنها التقرب بالنوافل يوجب اشرف المنازل,6,0,0,0
 ,90,53,1,58.88888888888889
 ومنها اخفاء محن الاسرار من ذخاءر الابرار ,7,0,0,0
 ,48,38,1,79.16666666666666
 ,49,38,1,77.55102040816327
 ومنها القلب الفارغ التقي ترده المعارف الخفي,7,0,0,0
 ,47,39,1,82.97872340425532
 ومنها تقديم مقام العارفين علي مقامات المزيدين,7,0,0,0
 ,133,36,1,27.06766917293233
 ,64,36,1,56.25
 والعارف مصون عن والتطيش مامور بخلاف النفس والتفتش,8,0,0,0
 ,111,42,1,37.83783783783784
 ومن راعي من نفسه التحفظ والتحرس صح منه الاعتبار والتفرس,10,0,0,0
 ,37,30,1,81.08108108108108
 ,62,51,1,82.25806451612904
 ومنها اباحة التنسم بشجي الاغاني عند فتور النفس والتواني,9,0,0,0
 ,91,51,1,56.043956043956044
 ومما يستحب سماعه من الغنا ما يصفو من اللغو والخنا,10,0,0,0
 ,90,47,1,52.22222222222223
 ,77,23,1,29.87012987012987
 ,77,35,1,45.45454545454545
 ص ,21,0,0,0
 ,69,35,1,50.72463768115942
