section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
 مقدمة الكتاب - مدخل,235,56,1,23.829787234042556
 باب ذكر فتح جرجان,339,31,1,9.144542772861357
 باب ذكر من دخل جرجان من اصحاب النبي صلي الله عليه وسلم,551,273,5,49.546279491833026
 باب من دخل جرجان من التابعين رضي الله عنهم,579,40,1,6.90846286701209
 ذكر نسب يزيد بن المهلب واولاده,91,0,0,0
 ذكر ما اسند يزيد بن المهلب من الحديث,110,50,1,45.45454545454545
 ذكر مكارم يزيد بن المهلب رحمه الله,364,164,5,45.05494505494506
 ذكر عمال بني امية رحمهم الله,276,0,0,0
 ذكر تسمية خطط المساجد التي بنيت في ايام بني امية,251,0,0,0
 ذكر من دخل جرجان من الخلفاء العباسية,80,0,0,0
 ذكر عمال ولد العباس رضي الله عنهم,152,0,0,0
 الجزء الاول,2,0,0,0
 باب حرف الالف,3,0,0,0
 من اسمه احمد,4398,1358,37,30.877671668940426
 الجزء الثاني,2,0,0,0
 باب حرف الالف,3,0,0,0
 من اسمه احمد,7702,2371,63,30.784211893014803
 الجزء الثالث,2,0,0,0
 باب حرف الالف,3,0,0,0
 من اسمه احمد,1007,99,3,9.831181727904667
 من اسمه ابراهيم,2987,1060,29,35.48711081352528
 من اسمه اسماعيل,2246,574,16,25.556544968833485
 من اسمه اسحاق,821,154,4,18.757612667478686
 الجزء الرابع,2,0,0,0
 باب حرف الالف,3,0,0,0
 من اسمه اسحاق,1852,667,20,36.01511879049676
 ومن حرف الالف اسامي شتي,392,78,2,19.897959183673468
 باب حرف الباء,3,0,0,0
 بكير وغيره,819,251,8,30.64713064713065
 باب حرف التاء,3,0,0,0
 من اسمه تميم,26,0,0,0
 باب حرف الثاء,3,0,0,0
 من اسمه ثابت,135,36,1,26.666666666666668
 باب حرف الجيم,3,0,0,0
 من اسمه جعفر وغيره,2292,571,15,24.912739965095987
 باب حرف الحاء,3,0,0,0
 من اسمه الحسن,1690,334,11,19.763313609467456
 من اسمه الحسين,388,82,2,21.1340206185567
 الجزء الخامس,2,0,0,0
 باب حرف الحاء,3,0,0,0
 من اسمه الحسين,1329,558,13,41.98645598194131
 من اسمه حماد,1700,615,16,36.17647058823529
 باب حرف الخاء,3,0,0,0
 من اسمه خالد وغيره,256,27,1,10.546875
 باب حرف الدال,3,0,0,0
 من اسمه داود,512,217,5,42.3828125
 باب حرف الراء,3,0,0,0
 من اسمه رزين ورجاء,189,53,2,28.04232804232804
 باب حرف الزاي,3,0,0,0
