section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
EDITOR|,80,0,0,0
 30 - باب فيما جاء عن الرضا عليه السلام من الاخبار المنثورة,6170,1511,38,24.489465153970826
 31 - (باب فيما جاء عن الرضا (ع) من الاخبار المجموعة) * ,13293,2357,51,17.73113668848266
 32 - باب (في ذكر ما جاء عن الرضا عليه السلام من العلل),3938,1123,32,28.517013712544436
 33 - باب (في ذكر ما كتب به الرضا عليه السلام الي محمد بن سنان في جواب مساءله في العلل),2747,139,2,5.060065526028395
 34 - باب العلل التي ذكر الفضل بن شاذان في اخرها انه سمعها من الرضا علي بن موسي عليه السلام مرة بعده مرة وشيءا بعد شء فجمعها واطلق لعلي بن محمد بن قتيبة النيسابوري روايتها عنه عن الرضا عليه السلام,6335,24,1,0.3788476716653512
 35 - باب (ما كتبه الرضا عليه السلام للمامون في محض الاسلام وشراءع الدين),1903,28,1,1.4713610089332634
 ومن اخباره عليه السلام,1442,431,12,29.88904299583911
 36 - باب دخول الرضا عليه السلام بنيسابور وذكر الدار التي نزلها والمحلة,345,0,0,0
 37 - باب ما حدث به الرضا عليه السلام في مربعة نيسابور وهو يريد قصد المامون,704,314,5,44.60227272727273
 38 - باب خبر نادر عن الرضا عليه السلام ,100,57,1,56.99999999999999
 39 - باب خروج الرضا عليه السلام من نيسابور الي طوس ومنها الي مرو,627,105,4,16.74641148325359
 40 - باب السبب الذي من اجله قبل علي بن موسي الرضا عليه السلام ولاية العهد من المامون وذكر ما جري في ذلك ومن كرهه ومن رضي به وغير ذلك,8606,679,24,7.889844294678132
 41 - باب استسقاء المامون بالرضا عليه السلام وما اراه الله عز وجل القدرة في الاستجابة له وفي اهلاك من انكر دلالته ذلك,1423,42,1,2.9515108924806746
 42 - باب ذكر ما اتاه المامون من طرد الناس عن مجلس الرضا عليه السلام والاستخفاف به وما كان من دعاءه عليه السلام,524,76,1,14.50381679389313
 43 - باب ذكر ما انشد الرضا عليه السلام المامون من الشعر في الحلم والسكوت عن الجاهل وترك عتاب الصديق وفي استجلاب العدو حتي يكون صديقا وفي كتمان السر,1119,207,6,18.498659517426276
 44 - باب في ذكر اخلاق الرضا عليه السلام الكريمة ووصف عبادته,2001,117,4,5.847076461769116
 45 - باب ذكر ما يتقرب به المامون الي الرضا عليه السلام من مجادلة المخالفين في الامامة والتفضيل,5025,81,2,1.6119402985074627
 46 - باب ما جاء عن الرضا عليه السلام في وجه دلاءل الاءمة عليهم السلام والرد علي الغلاة والمفوضة لعنهم ms188 الله,1315,234,7,17.79467680608365
 47 - باب (دلالات الرضا عليه السلام),90,22,1,24.444444444444443
 دلالة اخري,60,19,1,31.666666666666664
 دلالة اخري,56,33,1,58.92857142857143
 دلالة اخري,113,42,1,37.16814159292036
 دلالة اخري,218,48,1,22.018348623853214
 دلالة اخري,141,41,1,29.078014184397162
 دلالة اخري,129,0,0,0
 دلالة اخري,104,27,1,25.961538461538463
 دلالة اخري,179,9,1,5.027932960893855
 دلالة اخري,99,23,1,23.232323232323232
 دلالة اخري.,131,47,1,35.87786259541985
 دلالة اخري,58,24,1,41.37931034482759
 دلالة اخري,211,62,1,29.383886255924168
 دلالة اخري,47,0,0,0
 دلالة اخري,196,25,1,12.755102040816327
 دلالة اخري,427,43,2,10.070257611241217
 دلالة اخري,137,28,1,20.437956204379564
 دلالة اخري,190,33,1,17.36842105263158
 دلالة اخري,274,30,1,10.948905109489052
 دلالة اخري,65,27,1,41.53846153846154
 دلالة اخري,535,0,0,0
 دلالة اخري,121,29,1,23.96694214876033
 دلالة اخري,56,23,1,41.07142857142857
 دلالة اخري,134,26,1,19.402985074626866
 دلالة اخري,87,24,1,27.586206896551722
 دلالة اخري,97,29,1,29.896907216494846
 دلالة اخري,65,29,1,44.61538461538462
 دلالة اخري,147,32,1,21.768707482993197
 دلالة اخري ,125,33,1,26.400000000000002
 دلالة اخري,116,32,1,27.586206896551722
 دلالة اخري,72,21,1,29.166666666666668
 دلالة اخري,70,0,0,0.0
 دلالة اخري,91,0,0,0.0
 دلالة اخري,87,31,1,35.63218390804598
 دلالة اخري.,130,22,1,16.923076923076923
 دلالة اخري,75,20,1,26.666666666666668
 دلالة اخري,47,19,1,40.42553191489361
 دلالة اخري,123,24,1,19.51219512195122
 دلالة اخري,95,0,0,0
 دلالة اخري,92,37,1,40.21739130434783
 دلالة اخري,187,29,1,15.508021390374333
 دلالة اخري,54,30,1,55.55555555555556
 دلالة اخري ,303,27,1,8.91089108910891
 48 - باب دلالة الرضا عليه السلام في اجابة الله عز وجل دعاءه علي بكار بن عبد الله بن مصعب بن الزبير بن بكار لما ظلمه,160,34,1,21.25
 49 - باب دلالته فيما اخبر به من امره انه لا يري بغداد ولا تراه فكان كما قال عليه السلام,89,0,0,0
 50 - باب دلالته عليه السلام في اجابة الله عز وجل دعاءه في ال برمك واخباره بما يجري عليهم وبانه لا يصل اليه من الرشيد مكروه,421,120,4,28.50356294536817
 51 - باب دلالته عليه السلام في اخباره بانه يدفن مع هارون في بيت واحد,120,49,2,40.833333333333336
 52 - باب اخباره عليه السلام بانه سيقتل مسموما ويقبر الي جنب هارون الرشيد,123,25,1,20.32520325203252
 53 - باب صحة فراسة الرضا عليه السلام ومعرفته باهل الايمان واهل النفاق,57,27,1,47.368421052631575
 54 - باب معرفته عليه السلام بجميع اللغات,282,72,3,25.53191489361702
 55 - باب دلالته عليه السلام في اجابته الحسن بن علي الوشاء عن المساءل التي اراد ان يساله عنها ms216 قبل السءال,162,26,1,16.049382716049383
 دلالة اخري عليه السلام,118,26,1,22.033898305084744
 دلالة اخري له عليه السلام,71,25,1,35.2112676056338
 56 - باب جواب الرضا عليه السلام عن سءال ابي قرة صاحب الجاثليق,222,40,1,18.01801801801802
