begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
530	175	613	271	-5511799060026991176	6168338140435636036	JK001259-ara1.ms055	Shamela0011780-ara1.completed.ms298	61	ل- -ما --روي عن النبي صلي الله عليه وسلم انه قال ان الله -تعا----ل--ي-- -خلق ادم- علي صورته -ور--وي ا	لا انه لمروي عن النبي صلي الله عليه -----انه قال ان الله جل اسمه لم يول رجلا قوما الا وايده بضرب من ا	55	298	3908719342042042109	4486442402314193680	16219	16219	89122	89122	43	101	60.39603805541992	10	JK001259-ara1	Shamela0011780-ara1.completed
1528	1541	1640	1672	-5511799060026991176	6168338140435636036	JK001259-ara1.ms115	Shamela0011780-ara1.completed.ms151	72	في ال--اخر -ثم ان الرا-جح يك-ون با---طلا- والمرجوح حقا مثال-ه من القران ق-و-له تعالي --------واذا اردنا ان نهلك قرية امرنا مترفيها	في المعاصي علي ا-لاضرار فهلك العباد وتلاشت البلاد وانقطع الجهاد وبذلك نطق وحيه تعالي اذ يقول واذا اردنا ان نهلك قرية امرنا مترفيها	115	151	9146338645728713769	-1961813209843573829	34222	34222	45024	45024	59	132	54.54545593261719	9	JK001259-ara1	Shamela0011780-ara1.completed
