begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
480	134	654	343	-5511799060026991176	-2118143715394797697	JK001259-ara1.ms001	JK000911-ara1.mARkdown.ms0486	102	ال-ا -ما يريده ويشاءه العظمة ---ازاره وا-لكبرياء ---رد-اءه احمده ----علي جزيل نعمه و-جميل كرمه واشهد ان لا اله الا الله وحده لا شريك له -واشهد ان --محمد--ا --عب-ده-- و---رسول-ه -ارسله -باله---دي ودين الحق -لي	الله ولم يتكلم في ذلك المجلس ثم دعاهم ثانية وقال الحمد لله احمده واستعينه واءمن به واتوكل عليه واشهد ان لا اله الا الله وحده لا شريك لن ثم قال ان الراءد لا يكذب اهله والله الذي لا اله الا هو اني رسول الله الي	1	486	-2933587653086872244	-6378216794576881751	34	34	145528	145545	70	209	48.803829193115234	12	JK001259-ara1	JK000911-ara1.mARkdown
480	1117	702	1346	-5511799060026991176	-2118143715394797697	JK001259-ara1.ms001	JK000911-ara1.mARkdown.ms0541	106	ال-ا ما يريده -وي-شاءه العظمة -ا--زاره ---وال-كبرياء -رد-اءه --احمده علي -جزيل نعمه- وجميل كرمه واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله ارسله بالهدي ودين ال-حق ليظهره علي --الدين --كله -ولو كر-ه ا-ل--م-شرك--ون صلي الله علي	الله بل نر-ده عليه فردوا عليه ماله كله حتي الشظاظ ثم عاد الي مكة فرد علي الناس مالهم و-قال لهم- -اشهد ان لا اله الا ا-ل---------------له واشهد ان محمدا رسول --الله والله ما منعني من الاسلام عنده الا تخوف ان تظنوا انما اردت اكل اموالكم ثم خرج فقدم علي	1	541	-2933587653086872244	4999619694796524538	43	43	162049	162049	70	251	42.231075286865234	11	JK001259-ara1	JK000911-ara1.mARkdown
563	980	683	1099	-5511799060026991176	-2118143715394797697	JK001259-ara1.ms001	JK000911-ara1.mARkdown.ms1269	71	شه-د- ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله ارسله --ب-ال-هدي -ودي---ن ال---حق -ليظهر-ه ع----لي ال-دين كل-ه ولو كره ال	شهادة ان لا اله الا الله ----------------و-----ان محمدا عبده ورسوله -عملا احب الي من قتلي اهل المدينة ولا ارجي عندي في الاخرة فلما مات سار ال	1	1269	-2933587653086872244	3130299159572265442	25	25	380425	380425	51	141	50.354610443115234	10	JK001259-ara1	JK000911-ara1.mARkdown
442	1327	617	1466	-5511799060026991176	-2118143715394797697	JK001259-ara1.ms001	JK000911-ara1.mARkdown.ms1608	78	واصطفاءه ولا يجري في --الدارين من افعاله الا ما يريده ويشاءه ال-عظمة -ازاره والكبرياء رداءه احمده علي جزيل نعمه وجميل كرمه واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا	حين يفيق -لم يان بعد ففعلت ذلك مرتين ا-و ثلا-ثا -فلما --كانت الثالثة قال من -الان يا- رجاء- ا---ن --------كن--ت -تريد شيءا -اشهد ان لا اله الا ا-ل---------------له واشهد ان محمدا	1	1608	-2933587653086872244	5721067152328067224	34	34	482131	482131	53	179	43.57542037963867	8	JK001259-ara1	JK000911-ara1.mARkdown
569	80	630	122	-5511799060026991176	-2118143715394797697	JK001259-ara1.ms001	JK000911-ara1.mARkdown.ms1614	40	لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله --ا	لا اله الا الله ----------------و-----ان محمدا عبده ورسوله وكا	1	1614	-2933587653086872244	1568740300042077550	14	14	483909	483909	31	63	63.492061614990234	9	JK001259-ara1	JK000911-ara1.mARkdown
528	902	610	991	-5511799060026991176	-2118143715394797697	JK001259-ara1.ms001	JK000911-ara1.mARkdown.ms2008	62	ه احمده ----علي جزيل نعمه و-جميل كرمه واشهد ان لا اله الا الله وحده لا شريك له وا--شهد ان	ه احمده واستعينه واومن به واتوكل عليه واشهد ان لا اله الا الله وحده لا شريك له فاعترضه ان	1	2008	-2933587653086872244	2420558804355363325	18	18	602118	602118	46	89	69.66291809082031	13	JK001259-ara1	JK000911-ara1.mARkdown
866	1108	1019	1288	-5511799060026991176	-2118143715394797697	JK001259-ara1.ms054	JK000911-ara1.mARkdown.ms2311	94	ي من النخامة كما تنزوي الجلدة من النار ولا بد -في-ه من-- ال-تا-ويل السابع --قال -عليه -السلام قلب --------المءمن بين اصبعين من اصابع الرحمن ---وه--ذا- -ل--ا بد- فيه م--ن التاو-يل لا-نا-	يوم- القيامة كما ت-رون ال-قمر لا -تضا-مو-ن في رءيته فنحن علي الخبر وحدثني سفيان بحديث رفعه ان قلب ابن ادم المءمن بين اصبعين من اصابع الرحمن يقلبه وكان النبي يدعو يا مقلب القلوب والابصار	54	2311	-4598668755357102196	7269477516403383792	15931	15931	693034	693034	67	186	50.537635803222656	8	JK001259-ara1	JK000911-ara1.mARkdown
1294	919	1400	1032	-5511799060026991176	-2118143715394797697	JK001259-ara1.ms058	JK000911-ara1.mARkdown.ms0009	77	اس -رضي الله -عنه في قوله تعالي هل ينظرون الا ان ياتيهم الله في ظلل من الغمام---- اي- بظ--ل--ل من الغم-ام -ثم ان تلك ال	ام الذي ذكره الله في قوله ------هل ينظرون الا ان ياتيهم الله في ظلل من الغمام قلت فيه نظر لانه قد تقدم ان اول ما خلق ال	58	9	3587585261221021102	-7017507684131644144	17124	17124	2426	2426	54	119	64.70587921142578	12	JK001259-ara1	JK000911-ara1.mARkdown
348	900	431	991	-5511799060026991176	-2118143715394797697	JK001259-ara1.ms066	JK000911-ara1.mARkdown.ms0009	64	-في المجء و---النزول ا-حتجوا بقول-ه --تعالي هل ينظرون الا ان ياتيهم الله في ظلل من الغمام	علي الماء وهو الغمام الذي ذكره الله في قوله هل ينظرون الا ان ياتيهم الله في ظلل من الغمام	66	9	6386669413588084487	-7017507684131644144	19517	19517	2420	2420	48	91	70.32967376708984	11	JK001259-ara1	JK000911-ara1.mARkdown
63	904	175	1032	-5511799060026991176	-2118143715394797697	JK001259-ara1.ms067	JK000911-ara1.mARkdown.ms0009	81	ال-حديث واعلم ان ال----ك----لام في قوله هل ينظرون الا ان ياتيهم الله في ظلل من الغمام -من وجهين- الاول ان ---نبين بالدلا-ءل- ال	الماء وهو الغمام الذي ذكره الله في قوله هل ينظرون الا ان ياتيهم الله في ظلل من الغمام قلت فيه نظر لانه قد تقدم ان اول ما خلق ال	67	9	-7935053002843468128	-7017507684131644144	19811	19823	2429	2429	61	128	63.28125	14	JK001259-ara1	JK000911-ara1.mARkdown
10	922	118	1047	-5511799060026991176	-2118143715394797697	JK001259-ara1.ms068	JK000911-ara1.mARkdown.ms0009	76	ال-ي اك-د ذل-ك --بقوله هل ينظرون الا ان ياتيهم الله ------ومن المعلوم -ان -بتقدير -ان- يصح الم-جء والذهاب علي الله تعالي -ل--م	الذي ذكره الله في قوله هل ينظرون الا ان ياتيهم الله في ظلل من ال-غمام قلت فيه نظر لانه قد تقدم ان اول ما- خلق الله تعالي القلم	68	9	597794939453194251	-7017507684131644144	20102	20120	2428	2428	55	127	59.8425178527832	8	JK001259-ara1	JK000911-ara1.mARkdown
412	1084	485	1154	-5511799060026991176	-2118143715394797697	JK001259-ara1.ms073	JK000911-ara1.mARkdown.ms2311	54	الله عليه وسلم سترون ربكم ------------كما ترون القمر ليلة البدر ولا تضامون في رءيته	الله -انه قال- -ترون ربكم يوم القيامة كما ترون القمر ------------لا تضامون في رءيته	73	2311	-4174215094343655124	7269477516403383792	21615	21615	693015	693015	41	85	63.52941131591797	8	JK001259-ara1	JK000911-ara1.mARkdown
1325	475	1444	631	-5511799060026991176	-2118143715394797697	JK001259-ara1.ms074	JK000911-ara1.mARkdown.ms1717	80	ا- قوله تعالي --كل -م--ن عل---يها --فان ------ويبقي وجه ربك ذو الجلال والاكرام -قال-وا--- -وا-متنع ا-ن يكون وجه ا-لرب -هو- -الرب ويد-ل عل--يه و--جهان- ال--ا	ان الله تعالي يفني جميعه الا وجهه ويحتج بقوله ويبقي وجه ربك ذو الجلال والاكرام تعالي الله عما يقول الظالمون والجاحدون علوا كبيرا وادعي النبوة وزعم انه المرا	74	1717	3634528186298758547	3930018152458836309	21924	21924	514827	514827	58	156	51.28205108642578	6	JK001259-ara1	JK000911-ara1.mARkdown
586	1236	701	1359	-5511799060026991176	-2118143715394797697	JK001259-ara1.ms075	JK000911-ara1.mARkdown.ms0007	71	قال صلي الله -عل--يه --وسلم هاتان اهون وايسر الثاني روي عمار -بن ياسر عن النبي صلي الله عليه وسلم انه قال اللهم ---بعل-مك -ال	قال ابو جعفر والصحيح من ذلك ما دل -علي -صحته الخبر الذي رواه ابن -عمر عن النبي صلي الله عليه وسلم انه قال اجلكم في اجل من قبل	75	7	1267194730198918454	5768702575517807675	22224	22224	1828	1828	48	126	56.349205017089844	10	JK001259-ara1	JK000911-ara1.mARkdown
1348	1264	1449	1378	-5511799060026991176	-2118143715394797697	JK001259-ara1.ms080	JK000911-ara1.mARkdown.ms0007	70	-ا--لثالث -روي --عبد ال-----له -بن عمر عن النبي صلي الله عليه وسلم انه قال انه يفتح ا-بواب -السماء في ثل-ث الليل ال	ما دل علي صحته الخبر الذي رواه ابن عمر عن النبي صلي الله عليه وسلم انه قال اجلكم في اجل من قبلكم-- من صلاة العصر ال	80	7	-2770407088972737563	5768702575517807675	23722	23722	1826	1826	49	116	60.344825744628906	11	JK001259-ara1	JK000911-ara1.mARkdown
1362	157	1516	338	-5511799060026991176	-2118143715394797697	JK001259-ara1.ms084	JK000911-ara1.mARkdown.ms0016	132	قال ان الله ------خلق ادم من قبضة قبضها من جميع الارض فجاء بنو ادم علي قدر الارض فجاء منهم الاحمر والاسود وال-----------------سهل والجبل والخبيث والطيب الخب-ر ---الثاني ما-- -وري -ا-بن	قال ان الله تعالي خلق ادم من قبضة قبضها من جميع الارض فجاء بنو ادم علي قدر الارض----- منهم الاحمر والاسود والابيض وبين ذلك والسهل والحزن والخبيث والطيب ثم بلت طينته حتي صارت طينا لازبا	84	16	6980622179338673979	-9217680790796867965	24931	24931	4530	4536	102	186	70.96774291992188	22	JK001259-ara1	JK000911-ara1.mARkdown
