begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
950	467	1158	696	-5511799060026991176	-5211760143430319471	JK001259-ara1.ms008	Shia001131Vols-ara1.completed.ms586	120	ل الشيخ رضي- -الله عن-ه وهذا ال---كلام موا-ف-ق -للوح---ي والنبوة فا-نه ذكر مراتب تكون الجسد في قوله تعالي ولقد خلقنا الانسان من سلالة من طين فلما ال ا-لامر الي تعلق الروح بالبدن قال- ثم انشاناه خلقا اخ------ر- وذلك ----كال-تنبيه -ع---لي --ان	ل خل-قه ففيه ماءة دينار وه-ي الغرة فان نشا فيه الروح ففيه ال-دية كاملة الف دينار وهذا عل-ي قول الله تع--- ولقد خلقنا الانسان من سلالة من طين -ثم جعلناه نطفة في قرار -مكين -ال--ي قوله ثم انشاناه خلقا اخر فتبارك الله احسن الخالقين وعن علي ع ان	8	586	-2107291570121346702	-336207990471627726	2140	2140	175547	175547	86	241	49.79253005981445	11	JK001259-ara1	Shia001131Vols-ara1.completed
1013	1267	1165	1445	-5511799060026991176	-5211760143430319471	JK001259-ara1.ms014	Shia001131Vols-ara1.completed.ms548	100	ه تعا-ل--ي الا كونه خالقا للعالم- والله تعالي- مدحه-- ع---لي---- ه-ذا-- الكلام --و--عظمه فقال وتلك حجتنا اتيناها ابراهيم علي قومه نرفع درجات من نشاء--- ولو -كان ال-ه --العا-لم جسما-	ه ولا لابيه من قبله -ول-ا لاحد من و-لده فهم يروون هذا عنه ويثبتونه فاما القران فقول الله -ع ج وتلك حجتنا اتيناها ابراهيم علي قومه نرفع درجات من نشاء ان ربك حكيم عليم ووهبنا له اسحاق	14	548	-5784711605029879854	2234648159932996355	3929	3929	164137	164137	74	182	54.94505310058594	10	JK001259-ara1	Shia001131Vols-ara1.completed
729	31	905	170	-5511799060026991176	-5211760143430319471	JK001259-ara1.ms015	Shia001131Vols-ara1.completed.ms584	81	ان والف-رس-- -ذات كل واحد منهما مماثلة لذات الاخر والاختلاف انما وقع في الصفات والاعراض والذاتان اذا كانتا متماثلتين لكان اختصاص كل واحدة منهما --ب--صف-----اته -المخصوصة -من الجاءزات -لا-- من-- ال	ام -الفارسين يموت كل واحد منهما م----ن ----فعل--ه و---فعل-- غيره و--هذه ال----روا----ية -خل-ا--ف الا-----------ول-ي- -----------وكل واحدة منهما ثابتة في معناها فال--اولي ذكر فيها- ان الاول منهم زل	15	584	7807450669065667256	-8613444771602913676	4230	4230	174905	174921	58	196	41.32653045654297	6	JK001259-ara1	Shia001131Vols-ara1.completed
1018	885	1108	994	-5511799060026991176	-5211760143430319471	JK001259-ara1.ms018	Shia001131Vols-ara1.completed.ms196	72	ق-ا لن---فسه --وكذلك--- -اي-ضا قوله- تعالي ان ربكم الله الذي خلق السماوات والارض في ستة ايام --ي--دل عل-ي- -م	قرا عند راسه اية الكرسي وايتين بعدها ويقول ان ربكم الله الذي خلق السماوات والارض في ستة ايام الي اخر الاية ثم	18	196	-592925830899492019	-3011402966539248526	5118	5118	58521	58521	54	109	66.05504608154297	10	JK001259-ara1	Shia001131Vols-ara1.completed
1242	872	1361	1021	-5511799060026991176	-5211760143430319471	JK001259-ara1.ms019	Shia001131Vols-ara1.completed.ms196	84	ال---سموات مقدم علي ---تخليق العر-ش --قوله تع--ا-لي--- ان ربكم الله الذي خلق السماوات والارض في ستة ايام -ثم ا---ستوي- ---علي ا--لعرش ---وكل--مة ثم	المنازع ان يقرا عند راسه اية الكرسي وايتين بعدها ويقول ان ربكم الله الذي خلق السماوات والارض في ستة ايام الي اخر الاية ثم ثلث ايات من اخر البقرة ثم	19	196	-8277682757726698217	-3011402966539248526	5424	5424	58531	58531	60	149	56.37583923339844	12	JK001259-ara1	Shia001131Vols-ara1.completed
1446	1251	1504	1303	-5511799060026991176	-5211760143430319471	JK001259-ara1.ms066	Shia001131Vols-ara1.completed.ms295	42	فقلت يا رسول الله ظننت انك اتيت نساءك فقال ان الله ينزل ل	فقلت يا رسول الله -من- ا-ي --شء -تضحك فقال ان الله يعجب ل	66	295	6386669413588084487	2547064879116562594	19513	19513	88213	88213	29	58	72.4137954711914	9	JK001259-ara1	Shia001131Vols-ara1.completed
1145	1356	1182	1393	-5511799060026991176	-5211760143430319471	JK001259-ara1.ms067	Shia001131Vols-ara1.completed.ms548	37	وتلك حجتنا اتيناها ابراهيم علي قومه	وتلك حجتنا اتيناها ابراهيم علي قومه	67	548	-7935053002843468128	2234648159932996355	19807	19807	164107	164107	30	37	100.0	7	JK001259-ara1	Shia001131Vols-ara1.completed
806	790	917	925	-5511799060026991176	-5211760143430319471	JK001259-ara1.ms086	Shia001131Vols-ara1.completed.ms523	70	قوله عليه السلام كلتا يديه يمين والثاني عن ابي- ------هريرة انه قال قال رسول الله ص-لي الله عليه --وسل--م--- -يق--بض -ال------له -الا-رض	الله عليه السلام --من عني- بذلك قال عني به عليا ص وعن علي ع انه قال قال رسول الله ص من اقرض قرضا كان له مثله صدقة ثم قال بعد ذلك من اقرض	86	523	-4069413546857995103	2228259431192538838	25523	25523	156634	156634	47	138	50.72463607788086	8	JK001259-ara1	Shia001131Vols-ara1.completed
569	945	649	1049	-5511799060026991176	-5211760143430319471	JK001259-ara1.ms090	Shia001131Vols-ara1.completed.ms537	61	الجنب قال ال-------ل--ه تعال---ي يا-حسرتي علي ما فرطت في جنب الله وا--علم -ان ال--مر---اد ههنا ---من ال	الصحة قبل السقم وقبل ان تقول نفس يا حسرتي علي ما فرطت في جنب الله وان كنت لمن الساخرين او تقول لو ان ال	90	537	-519737704609626716	4989457686793665632	26717	26717	160824	160824	44	104	58.653846740722656	8	JK001259-ara1	Shia001131Vols-ara1.completed
1350	561	1487	725	-5511799060026991176	-5211760143430319471	JK001259-ara1.ms105	Shia001131Vols-ara1.completed.ms026	81	الي -درجة --عالية -من- ----تلك--- الدرجة وا--نه يريه ---من --نفسه ومنه -قوله تعالي والسابقون السابقون اولءك المقربون و-ا--ما- ا-لذي -تمسكوا به عاشرا وهو -الا-يات -ال	الي مغفرة من ربكم وجنة عرضها كعرض السماء والارض اعدت للذين امنوا بالله ورسله -قال- والسابقون السابقون اولءك المقربون وقال والسابقون الاولون من المهاجرين والانصار وال	105	26	-1465801249298586511	5161377293480134957	31225	31225	7526	7526	59	166	48.79518127441406	6	JK001259-ara1	Shia001131Vols-ara1.completed
1354	75	1498	256	-5511799060026991176	-5211760143430319471	JK001259-ara1.ms105	Shia001131Vols-ara1.completed.ms048	88	-درجة --عالية من تلك -الدرجة وانه -يريه من -ن-فسه -ومنه قول----ه --تعال--ي ----والسابقون السابقون اولءك المقربون -وا-ما---- ا--------ل-ذي- تم--سكوا به عاشرا وهو الايا-ت المشتملة عل--ي-	بذرية اسماعيل -وكذلك كانت الامامة في الحسن بن علي لسبقه قال الله عز وجل في ذلك والسابقون السابقون اولءك المقربون فكان الحسن اسبق من الحسين ثم نقل الله ع---ز وجل الامامة ال-ي ولد الحسين	105	48	-1465801249298586511	-2410647228848297787	31226	31226	14115	14135	66	186	47.31182861328125	4	JK001259-ara1	Shia001131Vols-ara1.completed
1416	434	1533	564	-5511799060026991176	-5211760143430319471	JK001259-ara1.ms124	Shia001131Vols-ara1.completed.ms029	79	ي- صلي- ال----له علي-ه وسلم قال من كنت مولاه فعلي مولاه الثام---ن -عشر ال--ولي- قال الله -تعالي انما وليكم الله ورسوله والذين امنوا	ية امير المءمنين علي بن ابي طالب صلوات -الله -عليه وعلي الاءمة من ولده الطاهرين قال الله عز وجل انما وليكم الله ورسوله والذين امنوا	124	29	3880265075804845683	4493144112353012070	36923	36923	8425	8425	60	132	59.84848403930664	8	JK001259-ara1	Shia001131Vols-ara1.completed
1421	145	1533	274	-5511799060026991176	-5211760143430319471	JK001259-ara1.ms124	Shia001131Vols-ara1.completed.ms030	73	الله عليه --وسلم -قال -من كنت مولاه فعلي مو---لاه ال---ثامن-- -عشر ال--ولي قال -ال-ل--ه تعالي انما وليكم الله ورسوله والذين امنوا	الله نبيه صلع ان يفسر لهم كيف يحجون -حتي اوضح لهم ذلك في سنته وامر الله عز وجل بالولاية فقال- انما وليكم الله ورسوله والذين امنوا	124	30	3880265075804845683	-4871820886892860392	36922	36922	8727	8727	51	131	55.725189208984375	8	JK001259-ara1	Shia001131Vols-ara1.completed
1464	607	1533	687	-5511799060026991176	-5211760143430319471	JK001259-ara1.ms124	Shia001131Vols-ara1.completed.ms031	57	الثامن عشر ا-ل----ولي قا--ل ----الله -تعالي انما وليكم الله ورسوله والذين امنوا	العامة ع-ن اسلافهم في تاويل قول الله عز وجل انما وليكم الله ورسوله والذين امنوا	124	31	3880265075804845683	672543139045006862	36913	36913	9016	9016	44	81	70.37036895751953	7	JK001259-ara1	Shia001131Vols-ara1.completed
1456	919	1533	1012	-5511799060026991176	-5211760143430319471	JK001259-ara1.ms124	Shia001131Vols-ara1.completed.ms035	57	لي ---م--ولاه ا-لثا-من- -عشر --الولي --قا-ل -الله -تعالي انما وليكم الله ورسوله والذين امنوا	لي الامر منكم ايانا عني بهذا فقال له الساءل فقوله عز وجل انما وليكم الله ورسوله والذين امنوا	124	35	3880265075804845683	-8196313754979960337	36914	36914	10218	10218	43	93	61.290321350097656	7	JK001259-ara1	Shia001131Vols-ara1.completed
