run	alignments_in_new_total	alignments_in_old_total	average_end_difference	average_start_difference	average_start_or_end_difference	combined_in_new	end_did_not_change	ends_earlier_in_new	ends_later_in_new	evaluated_alignments_in_new	evaluated_alignments_in_old	max_end_difference	max_start_difference	median_end_difference	median_start_difference	min_end_difference	min_start_difference	not_in_new	not_in_new_plus_not_in_old	not_in_old	split_in_new	start_did_not_change	start_or_end_did_not_change	starts_earlier_in_new	starts_later_in_new
2_70_300_36_float	1497	1657	26.261029411764707	22.472426470588236	24.36672794117647	0	259	78	207	314	345	1209	1026	0.0	-1.0	-998	-255	30	130	100	16	0	259	405	139
10_70_700_28_nonfl	1440	1657	42.35431654676259	-6.942446043165468	24.64838129496403	0	125	193	238	310	345	1275	959	0.0	-1.0	-510	-700	26	113	87	16	73	198	371	112
6_40_300_20_nonfl	3016	1657	76.48099415204679	-4.076023391812866	40.27850877192983	0	124	211	349	518	345	1275	631	2.0	-1.0	-495	-300	0	268	268	54	82	206	471	131
8_40_300_36_nonfl	1518	1657	53.07251908396947	7.259541984732825	30.166030534351147	0	118	177	229	317	345	1597	592	0.0	-1.0	-999	-300	38	142	104	27	81	199	322	121
10_50_500_20_float	3041	1657	72.62058823529412	-8.19264705882353	40.40661764705882	1	276	76	328	516	345	1274	962	0.0	-1.0	-499	-948	0	282	282	48	2	278	556	122
4_30_700_28_nonfl	2843	1657	45.776595744680854	-8.565349544072948	27.170972644376903	0	126	220	312	464	345	1275	631	0.0	-1.0	-682	-756	5	280	275	31	82	208	441	135
8_60_300_20_float	2737	1657	82.17210682492582	8.77893175074184	45.47551928783383	0	271	77	326	496	345	1274	962	0.0	-1.0	-499	-270	0	221	221	52	0	271	536	138
6_40_700_12_float	10830	1657	184.73245614035088	-35.59795321637427	110.16520467836257	2	193	50	441	1099	345	1405	676	39.0	-1.0	-730	-948	0	1324	1324	128	2	195	584	98
4_60_100_36_float	1872	1657	127.7725631768953	57.33393501805054	92.55324909747293	0	174	105	275	404	345	1506	901	0.0	-1.0	-1040	-100	24	156	132	73	0	174	373	181
8_40_100_20_nonfl	2850	1657	154.78358208955223	27.144776119402984	90.96417910447761	0	110	175	385	565	345	1623	966	6.5	-1.0	-538	-120	3	214	211	101	82	192	419	169
2_30_500_20_float	7181	1657	85.18459302325581	-16.405523255813954	50.79505813953489	1	269	69	350	683	345	1274	460	2.0	-1.0	-473	-948	0	801	801	64	3	272	578	107
4_40_100_36_float	3222	1657	177.42138364779873	49.65880503144654	113.54009433962264	0	178	109	349	565	345	1596	818	3.0	-1.0	-672	-100	4	284	280	104	1	179	428	207
2_50_300_12_float	9390	1657	187.31617647058823	-13.544117647058824	100.43014705882352	0	199	47	434	950	345	1366	454	35.0	-1.0	-360	-679	0	1100	1100	120	1	200	581	98
10_50_500_36_float	1907	1657	12.26541095890411	13.059931506849315	12.662671232876711	0	264	97	223	362	345	895	653	0.0	-1.0	-998	-382	18	189	171	12	1	265	447	136
4_70_700_12_nonfl	4306	1657	123.1497005988024	-37.80988023952096	80.47979041916167	2	109	176	383	629	345	1295	959	4.0	-1.0	-495	-948	0	415	415	74	62	171	503	103
10_70_500_36_float	1447	1657	15.703703703703704	9.85	12.776851851851852	0	259	80	201	303	345	895	653	0.0	-1.0	-998	-382	31	128	97	8	0	259	414	126
10_60_100_12_nonfl	3033	1657	178.3867069486405	16.16616314199396	97.27643504531723	0	99	152	411	593	345	1361	959	14.5	-1.0	-355	-120	0	219	219	108	67	166	451	144
2_40_500_28_nonfl	2788	1657	43.6265243902439	0.75	22.18826219512195	0	127	228	301	454	345	1275	631	0.0	-1.0	-682	-500	4	280	276	28	78	205	433	145
10_40_700_36_float	2102	1657	17.951505016722408	9.031772575250836	13.49163879598662	0	272	97	229	382	345	924	629	0.0	-1.0	-656	-382	15	213	198	13	1	273	461	136
10_30_700_12_float	9607	1657	192.02769679300292	-38.94314868804665	115.48542274052478	2	191	47	448	1079	345	1405	676	44.0	-1.0	-730	-948	0	1156	1156	137	3	194	599	84
10_60_100_12_float	4079	1657	212.92492492492494	13.316816816816816	113.12087087087087	0	194	45	427	716	345	1366	962	36.0	-1.0	-282	-114	0	347	347	135	1	195	543	122
4_60_100_12_nonfl	3557	1657	178.3867069486405	16.16616314199396	97.27643504531723	0	99	152	411	641	345	1361	959	14.5	-1.0	-355	-120	0	304	304	108	67	166	451	144
4_70_100_36_float	1611	1657	101.93726235741445	58.250950570342205	80.09410646387833	0	172	107	247	362	345	1506	1050	0.0	-1.0	-1040	-100	38	145	107	62	0	172	352	174
10_60_100_28_nonfl	1774	1657	161.4797794117647	38.279411764705884	99.87959558823529	0	101	150	293	387	345	1499	959	3.0	-1.0	-1038	-120	29	129	100	76	78	179	311	155
2_70_500_36_nonfl	1400	1657	10.194444444444445	4.175925925925926	7.185185185185185	0	127	201	212	294	345	717	650	0.0	-1.0	-999	-500	28	117	89	7	79	206	338	123
2_30_300_12_float	13755	1657	193.31159420289856	-18.440579710144927	105.87608695652175	0	193	49	448	1193	345	1405	457	43.0	-1.0	-473	-679	0	1713	1713	134	2	195	601	87
6_70_500_28_float	1849	1657	35.041009463722396	10.504731861198739	22.77287066246057	0	281	96	257	375	345	1274	962	0.0	-1.0	-815	-382	7	134	127	19	0	281	481	153
6_40_100_20_nonfl	3283	1657	152.382005899705	27.309734513274336	89.84587020648968	0	110	179	389	591	345	1623	966	6.5	-1.0	-538	-120	1	267	266	101	85	195	421	172
4_50_300_36_nonfl	1854	1657	33.782456140350874	17.398245614035087	25.590350877192982	0	122	202	246	354	345	1597	877	0.0	-1.0	-999	-300	18	169	151	23	85	207	343	142
10_70_700_20_nonfl	1907	1657	65.83227848101266	-21.606012658227847	43.71914556962025	2	124	197	311	393	345	1275	959	0.0	-1.0	-495	-756	6	128	122	35	75	199	443	114
2_70_500_28_nonfl	1751	1657	35.50983606557377	-0.7524590163934426	18.13114754098361	0	126	218	266	353	345	1275	959	0.0	-1.0	-817	-500	11	126	115	17	73	199	402	135
10_40_100_28_float	3613	1657	171.32175226586102	38.290030211480364	104.8058912386707	0	214	78	370	580	345	1596	818	5.5	-1.0	-438	-100	3	336	333	104	1	215	469	192
8_30_500_36_float	2359	1657	29.270358306188925	9.319218241042345	19.294788273615634	0	271	93	250	417	345	924	653	0.0	-1.0	-398	-382	12	246	234	23	1	272	473	140
4_30_100_28_float	6139	1657	193.87865497076024	32.39473684210526	113.13669590643275	0	204	71	409	721	345	1596	957	21.0	-1.0	-502	-112	1	655	654	128	1	205	497	186
2_60_500_28_nonfl	1893	1657	36.37258064516129	0.567741935483871	18.470161290322583	0	124	222	274	373	345	1275	959	0.0	-1.0	-817	-500	9	145	136	19	75	199	407	138
4_50_700_36_nonfl	1756	1657	8.115384615384615	2.4615384615384617	5.288461538461538	0	127	218	227	339	345	717	631	0.0	-1.0	-999	-700	18	166	148	8	83	210	361	128
4_40_700_20_float	4015	1657	84.30555555555556	-17.40204678362573	50.853801169590646	2	276	68	340	563	345	1274	523	0.0	-1.0	-467	-948	0	391	391	54	2	278	569	113
8_50_700_36_nonfl	1344	1657	10.325	-5.921153846153846	8.123076923076923	0	124	195	201	289	345	717	592	0.0	-1.0	-999	-700	38	131	93	8	78	202	333	109
8_60_100_20_nonfl	2402	1657	144.63734567901236	37.01234567901235	90.82484567901236	0	110	187	351	494	345	1597	966	3.0	-1.0	-495	-120	3	155	152	84	80	190	385	183
6_40_700_20_float	3915	1657	84.30555555555556	-17.40204678362573	50.853801169590646	2	276	68	340	560	345	1274	523	0.0	-1.0	-467	-948	0	382	382	54	2	278	569	113
6_40_700_20_nonfl	2955	1657	69.06451612903226	-26.824046920821115	47.94428152492669	2	127	207	348	501	345	1275	495	2.0	-1.0	-495	-756	0	270	270	44	81	208	486	115
8_50_300_36_float	1990	1657	43.74143835616438	22.458904109589042	33.10017123287671	0	258	87	239	377	345	1596	873	0.0	-1.0	-998	-255	17	192	175	25	1	259	437	146
6_70_100_36_nonfl	1489	1657	108.51388888888889	56.78373015873016	82.64880952380952	0	89	166	249	342	345	1485	1050	0.0	-1.0	-1038	-120	45	139	94	63	81	170	257	166
6_70_500_36_nonfl	1344	1657	9.956273764258555	4.67490494296578	7.315589353612167	0	125	195	206	285	345	717	650	0.0	-1.0	-999	-500	33	119	86	7	77	202	329	120
6_30_300_20_nonfl	3303	1657	84.17587209302326	-7.872093023255814	46.02398255813954	0	122	205	361	543	345	1370	631	2.0	-1.0	-475	-300	0	295	295	62	84	206	481	123
10_30_500_12_nonfl	3660	1657	142.94169096209913	-33.957725947521865	88.44970845481049	2	106	163	417	653	345	1361	363	15.5	-1.0	-475	-948	0	337	337	99	73	179	528	85
10_50_300_12_nonfl	3249	1657	139.1967455621302	-16.423076923076923	77.80991124260356	0	107	167	402	596	345	1361	636	8.5	-1.0	-398	-353	0	275	275	87	62	169	510	104
2_40_500_36_float	2702	1657	19.9171875	15.6359375	17.7765625	0	283	107	250	431	345	924	818	0.0	-1.0	-656	-382	4	273	269	18	1	284	484	155
4_40_300_36_nonfl	2043	1657	46.98979591836735	15.782312925170068	31.38605442176871	0	121	202	265	384	345	1597	631	0.0	-1.0	-999	-300	18	200	182	29	88	209	356	144
2_70_100_36_float	1612	1657	101.93726235741445	58.250950570342205	80.09410646387833	0	172	107	247	362	345	1506	1050	0.0	-1.0	-1040	-100	38	145	107	62	0	172	352	174
6_70_100_20_nonfl	2274	1657	138.7360248447205	38.30124223602485	88.51863354037268	0	112	187	345	477	345	1499	966	2.5	-1.0	-495	-120	3	148	145	81	81	193	378	185
6_60_100_28_float	2197	1657	132.7258064516129	48.86774193548387	90.79677419354839	0	215	91	314	460	345	1596	962	2.0	-1.0	-1039	-100	8	159	151	77	0	215	424	196
10_50_700_12_float	6779	1657	180.06637168141592	-33.3952802359882	106.73082595870206	2	199	49	430	891	345	1302	676	32.0	-1.0	-730	-948	0	755	755	119	2	201	579	97
4_40_100_20_float	4058	1657	162.69590643274853	27.960526315789473	95.328216374269	0	217	74	393	642	345	1628	965	11.0	-1.0	-502	-112	0	350	350	109	1	218	522	161
4_60_500_12_nonfl	4371	1657	130.80149253731344	-25.6955223880597	78.24850746268658	2	109	169	392	650	345	1361	959	6.5	-1.0	-475	-948	0	438	438	80	64	173	504	102
6_70_300_12_float	5496	1657	173.26567164179104	-7.7029850746268655	90.48432835820896	0	209	53	408	734	345	1366	962	22.5	-1.0	-499	-679	0	545	545	106	1	210	558	111
4_50_500_28_float	2297	1657	35.753799392097264	9.645896656534955	22.69984802431611	0	278	101	279	426	345	1274	962	0.0	-1.0	-815	-382	5	204	199	26	1	279	506	151
4_50_500_36_float	1928	1657	11.988215488215488	12.648148148148149	12.318181818181818	0	270	99	225	368	345	895	653	0.0	-1.0	-998	-382	12	185	173	12	1	271	453	140
4_50_300_36_float	1999	1657	43.22542372881356	22.066101694915254	32.64576271186441	0	260	89	241	380	345	1596	873	0.0	-1.0	-998	-255	14	189	175	25	1	261	441	148
2_60_500_20_nonfl	2668	1657	59.28358208955224	-14.640298507462687	36.961940298507464	1	127	213	330	466	345	1275	959	0.0	-1.0	-495	-645	0	212	212	36	79	206	468	123
10_60_300_36_float	1678	1657	31.125448028673834	21.34767025089606	26.236559139784944	0	260	79	219	334	345	1209	636	0.0	-1.0	-998	-255	24	147	123	19	0	260	417	141
10_30_300_12_float	8602	1657	193.31159420289856	-18.440579710144927	105.87608695652175	0	193	49	448	998	345	1405	457	43.0	-1.0	-473	-679	0	977	977	134	2	195	601	87
2_70_100_20_float	2548	1657	140.2439024390244	40.1890243902439	90.21646341463415	0	226	87	343	505	345	1506	965	3.0	-1.0	-499	-100	1	170	169	85	0	226	479	177
10_50_100_28_nonfl	1898	1657	169.4748201438849	39.10791366906475	104.29136690647482	0	100	146	310	414	345	1597	959	3.0	-1.0	-1038	-120	26	140	114	84	79	179	325	152
10_70_300_36_nonfl	1197	1657	27.450413223140497	16.919421487603305	22.1849173553719	0	119	170	195	267	345	1209	1028	0.0	-1.0	-999	-300	50	124	74	16	74	193	294	116
4_60_100_28_nonfl	2037	1657	148.35494880546077	39.30546075085324	93.830204778157	0	104	170	312	425	345	1499	959	2.0	-1.0	-1038	-120	19	146	127	76	80	184	333	173
10_70_300_20_nonfl	1939	1657	69.71924290220821	1.6198738170347002	35.669558359621455	0	123	203	308	405	345	1275	959	0.0	-1.0	-495	-300	6	130	124	42	77	200	425	132
10_30_500_28_float	3543	1657	52.60650887573964	2.804733727810651	27.705621301775146	0	276	93	307	504	345	1274	672	0.0	-1.0	-681	-382	2	365	363	40	1	277	532	143
2_30_300_28_float	6337	1657	79.08625730994152	9.169590643274853	44.12792397660819	0	266	95	323	610	345	1596	957	0.0	-1.0	-681	-255	1	746	745	54	1	267	528	155
6_70_500_28_nonfl	1629	1657	36.873310810810814	-1.1942567567567568	19.033783783783786	0	124	209	259	337	345	1275	959	0.0	-1.0	-817	-500	13	113	100	17	73	197	389	130
6_40_500_20_nonfl	2975	1657	63.77046783625731	-19.07017543859649	41.4203216374269	1	127	211	346	507	345	1275	495	1.0	-1.0	-495	-645	0	274	274	45	81	208	485	118
6_50_700_36_float	1890	1657	13.32542372881356	10.659322033898306	11.992372881355934	0	276	93	221	362	345	895	629	0.0	-1.0	-998	-382	12	183	171	10	1	277	451	138
10_50_700_28_nonfl	1541	1657	44.8220640569395	-8.637010676156583	26.729537366548044	0	123	193	246	328	345	1275	959	0.0	-1.0	-510	-700	26	130	104	21	74	197	380	108
2_30_700_12_float	21426	1657	192.02769679300292	-38.94314868804665	115.48542274052478	2	191	47	448	1516	345	1405	676	44.0	-1.0	-730	-948	0	2847	2847	137	3	194	599	84
4_40_700_20_nonfl	3341	1657	69.05847953216374	-26.214912280701753	47.63669590643275	2	127	207	350	518	345	1275	495	2.0	-1.0	-495	-756	0	321	321	44	81	208	486	117
10_40_100_12_nonfl	3598	1657	192.7315634218289	2.46165191740413	97.59660766961652	0	96	136	446	688	345	1361	495	27.0	-1.0	-398	-120	0	296	296	126	70	166	484	124
2_40_700_28_float	3228	1657	44.90059347181009	3.136498516320475	24.01854599406528	1	288	95	291	474	345	1274	672	0.0	-1.0	-681	-948	1	340	339	29	1	289	520	153
4_30_100_36_float	3460	1657	203.1888544891641	42.21362229102167	122.70123839009288	0	170	93	383	604	345	1596	818	20.0	-1.0	-502	-112	4	299	295	120	1	171	437	208
4_40_500_12_nonfl	5410	1657	138.1964809384164	-32.33724340175953	85.26686217008798	2	106	165	411	750	345	1361	363	13.5	-1.0	-475	-948	0	594	594	93	67	173	521	94
4_40_500_20_float	3958	1657	79.0466472303207	-12.090379008746355	45.56851311953353	1	274	74	338	564	345	1274	523	0.0	-1.0	-473	-948	0	385	385	55	2	276	568	116
10_50_300_28_float	2301	1657	52.22477064220183	15.258409785932722	33.74159021406728	0	270	99	285	431	345	1596	962	0.0	-1.0	-815	-255	5	193	188	33	1	271	492	161
4_60_300_12_float	7140	1657	179.89732142857142	-9.105654761904763	94.50148809523809	0	207	49	416	827	345	1366	962	27.0	-1.0	-319	-679	0	760	760	112	1	208	567	104
6_60_700_12_nonfl	3796	1657	129.2537313432836	-37.37910447761194	83.31641791044777	2	107	171	392	616	345	1295	959	6.5	-1.0	-475	-948	0	341	341	80	62	169	504	104
4_40_700_12_nonfl	5635	1657	137.38269794721407	-43.13343108504399	90.25806451612902	2	106	167	409	762	345	1297	653	13.0	-1.0	-475	-948	0	616	616	92	65	171	519	98
10_70_100_12_float	3626	1657	206.3534743202417	16.27794561933535	111.31570996978853	0	196	49	417	663	345	1366	962	35.0	-1.0	-499	-114	0	287	287	129	1	197	531	130
4_50_100_28_float	2559	1657	140.75709779179812	44.186119873817034	92.47160883280758	0	214	90	330	500	345	1596	962	3.0	-1.0	-1039	-100	8	204	196	87	1	215	440	193
4_70_500_28_nonfl	1701	1657	36.20957095709571	-1.1848184818481848	18.697194719471945	0	126	214	266	346	345	1275	959	0.0	-1.0	-817	-500	12	116	104	17	73	199	400	133
10_60_100_20_nonfl	2268	1657	149.49683544303798	35.06645569620253	92.28164556962025	0	107	178	347	477	345	1597	966	3.0	-1.0	-495	-120	6	144	138	84	80	187	377	175
6_50_700_20_nonfl	2565	1657	66.4423076923077	-25.51923076923077	45.98076923076923	2	127	205	344	475	345	1275	959	2.0	-1.0	-495	-756	0	224	224	40	80	207	481	115
10_50_500_12_float	6295	1657	182.31710914454277	-25.70206489675516	104.00958702064896	2	197	49	432	864	345	1366	454	33.0	-1.0	-730	-948	0	693	693	120	2	199	584	92
2_70_100_28_float	1986	1657	124.235	46.6	85.4175	0	213	91	296	425	345	1506	962	0.0	-1.0	-1039	-100	11	136	125	72	0	213	409	191
4_70_500_36_nonfl	1374	1657	10.297752808988765	4.353932584269663	7.3258426966292145	0	127	197	210	289	345	717	650	0.0	-1.0	-999	-500	31	117	86	7	79	206	334	121
4_50_300_12_float	8024	1657	187.31617647058823	-13.544117647058824	100.43014705882352	0	199	47	434	909	345	1366	454	35.0	-1.0	-360	-679	0	896	896	120	1	200	581	98
6_40_100_12_nonfl	4384	1657	192.7315634218289	2.46165191740413	97.59660766961652	0	96	136	446	747	345	1361	495	27.0	-1.0	-398	-120	0	415	415	126	70	166	484	124
10_60_700_20_float	2759	1657	77.26112759643917	-14.565281899109792	45.91320474777448	2	281	69	324	484	345	1274	962	0.0	-1.0	-499	-948	0	224	224	45	1	282	555	118
8_30_500_20_float	6780	1657	85.18459302325581	-16.405523255813954	50.79505813953489	1	269	69	350	676	345	1274	460	2.0	-1.0	-473	-948	0	758	758	64	3	272	578	107
8_50_100_20_float	3185	1657	149.2973372781065	35.41568047337278	92.35650887573965	0	221	84	371	577	345	1628	965	3.0	-1.0	-499	-100	0	261	261	95	1	222	501	174
2_50_300_36_nonfl	1878	1657	33.68181818181818	17.18006993006993	25.430944055944053	0	122	202	248	358	345	1597	877	0.0	-1.0	-999	-300	17	173	156	23	85	207	345	142
4_60_500_20_float	2882	1657	71.69881305637982	-7.946587537091988	39.8227002967359	1	279	75	320	491	345	1274	962	0.0	-1.0	-499	-948	0	239	239	45	1	280	550	123
2_40_300_36_nonfl	2484	1657	42.467637540453076	17.36084142394822	29.91423948220065	0	122	216	280	423	345	1597	631	0.0	-1.0	-999	-300	9	252	243	29	88	210	374	156
6_50_300_28_nonfl	2035	1657	50.84516129032258	8.758064516129032	29.801612903225806	0	119	215	286	397	345	1597	959	0.0	-1.0	-817	-300	9	168	159	31	80	199	396	144
10_60_500_20_nonfl	2018	1657	62.85849056603774	-14.022012578616351	38.44025157232704	1	124	201	311	410	345	1275	959	0.0	-1.0	-495	-645	6	143	137	36	75	199	445	116
10_70_700_20_float	2534	1657	73.97910447761194	-14.1	44.03955223880597	2	283	73	314	460	345	1274	962	0.0	-1.0	-499	-948	0	191	191	41	1	284	548	121
6_60_100_20_nonfl	2494	1657	143.37155963302752	37.18960244648318	90.28058103975535	0	110	189	355	505	345	1597	966	3.0	-1.0	-495	-120	1	167	166	84	83	193	385	186
8_70_100_36_float	1606	1657	102.30725190839695	58.64503816793893	80.47614503816794	0	172	107	245	361	345	1506	1050	0.0	-1.0	-1040	-100	38	145	107	62	0	172	350	174
6_30_100_28_nonfl	2832	1657	208.45079365079366	27.244444444444444	117.84761904761905	0	97	142	391	563	345	1597	663	20.0	-1.0	-433	-130	9	218	209	117	86	183	375	169
10_60_700_12_nonfl	3088	1657	129.2537313432836	-37.37910447761194	83.31641791044777	2	107	171	392	564	345	1295	959	6.5	-1.0	-475	-948	0	247	247	80	62	169	504	104
8_60_500_28_nonfl	1685	1657	37.66494845360825	1.422680412371134	19.54381443298969	0	122	209	251	344	345	1275	959	0.0	-1.0	-817	-500	17	131	114	19	75	197	376	131
2_50_300_20_float	3195	1657	84.34264705882353	6.302941176470588	45.32279411764706	0	268	78	334	528	345	1274	962	0.0	-1.0	-499	-270	0	288	288	55	1	269	544	135
2_40_100_12_nonfl	5352	1657	192.7315634218289	2.46165191740413	97.59660766961652	0	96	136	446	807	345	1361	495	27.0	-1.0	-398	-120	0	551	551	126	70	166	484	124
10_70_700_36_nonfl	1147	1657	10.396694214876034	-3.303719008264463	6.850206611570249	0	122	177	185	257	345	717	636	0.0	-1.0	-999	-700	50	121	71	6	73	195	311	100
10_60_500_12_nonfl	3063	1657	130.80149253731344	-25.6955223880597	78.24850746268658	2	109	169	392	560	345	1361	959	6.5	-1.0	-475	-948	0	247	247	80	64	173	504	102
4_50_500_20_nonfl	2773	1657	60.842182890855455	-15.657817109144542	38.25	1	127	209	342	489	345	1275	959	1.0	-1.0	-495	-645	0	249	249	40	80	207	476	122
2_60_100_28_float	2205	1657	132.7258064516129	48.86774193548387	90.79677419354839	0	215	91	314	460	345	1596	962	2.0	-1.0	-1039	-100	8	160	152	77	0	215	424	196
8_30_300_12_nonfl	4209	1657	148.87391304347827	-22.576811594202898	85.72536231884058	0	106	159	425	701	345	1361	458	18.0	-1.0	-475	-353	0	408	408	103	68	174	529	93
10_60_500_28_nonfl	1518	1657	41.32194244604317	-0.3381294964028777	20.830035971223023	0	122	195	239	318	345	1275	959	0.0	-1.0	-817	-500	26	120	94	19	73	195	368	115
4_30_500_12_float	14684	1657	190.25801749271136	-30.239067055393587	110.24854227405247	2	191	49	446	1273	345	1405	371	43.0	-1.0	-730	-948	0	1856	1856	135	3	194	600	83
8_40_500_12_float	8138	1657	185.99707602339183	-26.86842105263158	106.43274853801171	2	193	51	440	964	345	1405	458	39.0	-1.0	-730	-948	0	949	949	127	2	195	585	97
6_50_500_12_nonfl	4076	1657	134.08579881656806	-29.75887573964497	81.92233727810651	2	107	167	402	648	345	1361	636	8.5	-1.0	-475	-948	0	390	390	86	67	174	516	93
10_60_300_20_float	2704	1657	82.17210682492582	8.77893175074184	45.47551928783383	0	271	77	326	495	345	1274	962	0.0	-1.0	-499	-270	0	218	218	52	0	271	536	138
6_70_300_20_nonfl	2169	1657	66.91114457831326	2.4096385542168677	34.66039156626506	0	126	213	325	439	345	1275	959	0.0	-1.0	-495	-300	0	154	154	42	80	206	445	139
8_70_300_28_nonfl	1600	1657	47.63380281690141	7.72887323943662	27.681338028169016	0	120	201	247	332	345	1275	959	0.0	-1.0	-817	-318	18	116	98	25	75	195	358	135
2_60_300_36_nonfl	1588	1657	24.75729927007299	19.888686131386862	22.322992700729927	0	123	196	229	321	345	1209	717	0.0	-1.0	-999	-300	26	138	112	17	84	207	323	141
10_50_100_12_nonfl	3325	1657	187.5119760479042	8.832335329341317	98.17215568862275	0	97	144	427	638	345	1361	523	20.0	-1.0	-398	-120	0	262	262	117	70	167	467	131
10_30_700_20_nonfl	2280	1657	74.53086419753086	-28.421296296296298	51.47608024691358	2	122	191	335	454	345	1275	495	2.0	-1.0	-398	-756	6	179	173	49	79	201	469	100
2_70_300_28_nonfl	1766	1657	44.597682119205295	6.486754966887418	25.542218543046356	0	122	214	268	357	345	1275	959	0.0	-1.0	-817	-318	11	124	113	25	75	197	387	142
6_60_500_12_float	7644	1657	179.05671641791045	-20.713432835820896	99.88507462686567	2	205	49	416	886	345	1366	962	28.0	-1.0	-730	-948	0	871	871	113	2	207	568	100
10_70_500_12_nonfl	2900	1657	124.70209580838323	-26.09131736526946	75.39670658682635	2	111	174	383	542	345	1361	959	4.0	-1.0	-495	-948	0	233	233	74	64	175	503	101
6_60_100_12_float	4354	1657	212.92492492492494	13.316816816816816	113.12087087087087	0	194	45	427	725	345	1366	962	36.0	-1.0	-282	-114	0	380	380	135	1	195	543	122
10_60_700_28_float	1958	1657	41.43672839506173	6.768518518518518	24.102623456790123	1	287	92	269	394	345	1274	962	0.0	-1.0	-681	-757	4	148	144	20	0	287	493	155
2_50_100_36_nonfl	2129	1657	138.01760563380282	55.83450704225352	96.92605633802816	0	87	176	305	441	345	1597	902	3.0	-1.0	-1038	-120	18	181	163	83	89	176	292	187
6_40_500_12_float	9551	1657	185.99707602339183	-26.86842105263158	106.43274853801171	2	193	51	440	1029	345	1405	458	39.0	-1.0	-730	-948	0	1150	1150	127	2	195	585	97
8_60_700_12_nonfl	3392	1657	129.2537313432836	-37.37910447761194	83.31641791044777	2	107	171	392	588	345	1295	959	6.5	-1.0	-475	-948	0	291	291	80	62	169	504	104
4_70_300_12_float	6490	1657	173.26567164179104	-7.7029850746268655	90.48432835820896	0	209	53	408	769	345	1366	962	22.5	-1.0	-499	-679	0	679	679	106	1	210	558	111
10_70_700_12_float	5708	1657	170.34580838323353	-27.5374251497006	98.94161676646706	2	207	53	408	775	345	1295	962	25.0	-1.0	-730	-948	0	589	589	109	2	209	556	110
8_30_300_28_float	4041	1657	77.88938053097345	8.625368731563421	43.25737463126844	0	266	91	321	542	345	1596	957	0.0	-1.0	-681	-255	2	409	407	53	1	267	524	153
8_40_700_28_float	3165	1657	45.51343283582089	3.1970149253731344	24.355223880597013	1	286	93	291	470	345	1274	672	0.0	-1.0	-681	-948	2	328	326	29	1	287	517	152
2_60_500_36_nonfl	1556	1657	10.626353790613718	7.635379061371841	9.13086642599278	0	125	207	222	315	345	717	650	0.0	-1.0	-999	-500	21	131	110	8	82	207	342	130
8_40_100_28_float	3624	1657	171.32175226586102	38.290030211480364	104.8058912386707	0	214	78	370	580	345	1596	818	5.5	-1.0	-438	-100	3	338	335	104	1	215	469	192
10_60_300_12_nonfl	3019	1657	134.62089552238805	-10.104477611940299	72.36268656716418	0	109	169	392	562	345	1361	959	6.5	-1.0	-355	-353	0	239	239	81	59	168	496	115
2_30_100_28_float	6881	1657	193.87865497076024	32.39473684210526	113.13669590643275	0	204	71	409	735	345	1596	957	21.0	-1.0	-502	-112	1	755	754	128	1	205	497	186
2_60_100_28_nonfl	2067	1657	147.4608843537415	39.265306122448976	93.36309523809524	0	104	172	312	430	345	1499	959	2.0	-1.0	-1038	-120	18	154	136	76	80	184	333	175
6_70_500_20_nonfl	2175	1657	57.866766467065865	-13.97305389221557	35.919910179640716	1	127	213	328	435	345	1275	959	0.0	-1.0	-495	-645	0	159	159	35	79	206	463	126
2_40_100_20_float	4077	1657	162.69590643274853	27.960526315789473	95.328216374269	0	217	74	393	643	345	1628	965	11.0	-1.0	-502	-112	0	354	354	109	1	218	522	161
6_50_100_20_nonfl	2795	1657	145.25	33.375	89.3125	0	110	183	371	545	345	1623	966	3.0	-1.0	-495	-120	1	219	218	91	84	194	403	177
6_50_300_28_float	2328	1657	51.71341463414634	15.201219512195122	33.45731707317073	0	270	101	285	434	345	1596	962	0.0	-1.0	-815	-255	5	198	193	33	1	271	494	161
4_30_100_20_nonfl	5295	1657	161.62898550724637	24.444927536231884	93.03695652173913	0	106	171	413	688	345	1623	966	12.5	-1.0	-538	-120	0	523	523	115	88	194	437	165
4_30_500_36_float	2822	1657	28.046439628482972	13.521671826625386	20.78405572755418	0	279	104	263	450	345	962	818	0.0	-1.0	-473	-382	4	286	282	24	1	280	488	157
6_60_500_28_nonfl	1766	1657	37.73920265780731	0.17275747508305647	18.955980066445186	0	122	213	267	357	345	1275	959	0.0	-1.0	-817	-500	11	131	120	19	75	197	394	133
4_30_300_20_float	7068	1657	101.22028985507247	-2.9391304347826086	52.07971014492754	0	261	71	358	697	345	1372	629	2.0	-1.0	-473	-270	0	781	781	73	2	263	567	121
6_40_100_12_float	6232	1657	226.10058309037902	5.313411078717201	115.7069970845481	0	180	41	465	891	345	1405	523	50.0	-1.0	-467	-114	0	642	642	153	1	181	573	112
4_40_300_20_float	3923	1657	91.72448979591837	1.1326530612244898	46.42857142857143	0	264	76	346	573	345	1274	629	1.0	-1.0	-473	-270	0	371	371	63	1	265	556	129
2_40_300_12_nonfl	6844	1657	144.46929824561403	-20.960526315789473	82.71491228070175	0	106	161	417	820	345	1361	363	15.0	-1.0	-398	-353	0	788	788	95	62	168	519	103
