run,alignments_in_new_total,alignments_in_old_total,average_end_difference,average_start_difference,average_start_or_end_difference,combined_in_new,end_did_not_change,ends_earlier_in_new,ends_later_in_new,evaluated_alignments_in_new,evaluated_alignments_in_old,max_end_difference,max_start_difference,median_end_difference,median_start_difference,min_end_difference,min_start_difference,not_in_new,not_in_new_plus_not_in_old,not_in_old,split_in_new,start_did_not_change,start_or_end_did_not_change,starts_earlier_in_new,starts_later_in_new,score
6_60_700_28_nonfl,1745,1657,39.63079470198676,-6.223509933774833,22.927152317880804,0,123,213,268,356,345,1275,959,0.0,-1.0,-682,-756,11,130,119,18,75,198,398,131,140.0
2_50_300_36_nonfl,1878,1657,33.68181818181818,17.18006993006993,25.430944055944053,0,122,202,248,358,345,1597,877,0.0,-1.0,-999,-300,17,173,156,23,85,207,345,142,140.0
8_50_300_36_float,1990,1657,43.74143835616438,22.45890410958904,33.10017123287671,0,258,87,239,377,345,1596,873,0.0,-1.0,-998,-255,17,192,175,25,1,259,437,146,140.0
10_30_700_20_nonfl,2280,1657,74.53086419753086,-28.421296296296298,51.476080246913575,2,122,191,335,454,345,1275,495,2.0,-1.0,-398,-756,6,179,173,49,79,201,469,100,140.0
4_70_500_28_nonfl,1701,1657,36.20957095709571,-1.1848184818481848,18.697194719471945,0,126,214,266,346,345,1275,959,0.0,-1.0,-817,-500,12,116,104,17,73,199,400,133,140.0
8_30_700_28_nonfl,1895,1657,50.18120805369127,-13.204697986577182,31.692953020134226,0,121,200,275,393,345,1275,608,0.0,-1.0,-682,-756,16,167,151,31,81,202,399,116,150.0
10_50_300_36_float,1982,1657,43.74143835616438,22.45890410958904,33.10017123287671,0,258,87,239,376,345,1596,873,0.0,-1.0,-998,-255,18,191,173,25,1,259,437,146,150.0
8_60_700_36_float,1611,1657,14.060070671378092,11.141342756183743,12.600706713780921,0,276,83,207,325,345,895,636,0.0,-1.0,-998,-382,18,140,122,7,0,276,433,133,150.0
4_30_500_36_nonfl,2021,1657,26.380471380471377,5.5555555555555545,15.968013468013467,0,124,210,260,385,345,959,650,0.0,-1.0,-398,-500,18,210,192,20,86,210,375,133,150.0
4_30_300_36_nonfl,2145,1657,65.65824915824916,11.964646464646465,38.81144781144781,0,121,190,283,407,345,1597,631,0.0,-1.0,-402,-300,18,213,195,38,88,209,366,140,150.0
6_60_500_28_nonfl,1766,1657,37.73920265780731,0.17275747508305647,18.955980066445182,0,122,213,267,357,345,1275,959,0.0,-1.0,-817,-500,11,131,120,19,75,197,394,133,150.0
4_50_300_36_nonfl,1854,1657,33.782456140350874,17.39824561403509,25.590350877192982,0,122,202,246,354,345,1597,877,0.0,-1.0,-999,-300,18,169,151,23,85,207,343,142,150.0
4_50_500_36_nonfl,1786,1657,8.373684210526315,6.685964912280703,7.529824561403508,0,124,216,230,341,345,717,650,0.0,-1.0,-999,-500,18,167,149,10,83,207,357,130,150.0
10_50_500_36_float,1907,1657,12.26541095890411,13.059931506849315,12.662671232876713,0,264,97,223,362,345,895,653,0.0,-1.0,-998,-382,18,189,171,12,1,265,447,136,150.0
4_40_700_36_nonfl,1904,1657,8.348639455782314,4.319727891156463,6.334183673469387,0,127,222,239,360,345,717,631,0.0,-1.0,-999,-700,18,195,177,10,86,213,369,133,150.0
2_70_300_28_nonfl,1766,1657,44.597682119205295,6.486754966887418,25.54221854304636,0,122,214,268,357,345,1275,959,0.0,-1.0,-817,-318,11,124,113,25,75,197,387,142,150.0
4_50_700_36_nonfl,1756,1657,8.115384615384615,2.4615384615384617,5.288461538461538,0,127,218,227,339,345,717,631,0.0,-1.0,-999,-700,18,166,148,8,83,210,361,128,150.0
10_50_700_36_float,1874,1657,13.219178082191785,10.220890410958903,11.720034246575347,0,272,93,219,358,345,895,629,0.0,-1.0,-998,-382,18,187,169,10,1,273,449,134,150.0
4_30_700_36_nonfl,1971,1657,21.203703703703702,2.947811447811448,12.075757575757574,0,127,216,251,378,345,959,631,0.0,-1.0,-398,-700,18,206,188,15,86,213,375,133,150.0
4_40_500_36_nonfl,1946,1657,10.0,8.403061224489797,9.201530612244898,0,124,220,244,365,345,717,650,0.0,-1.0,-999,-500,18,198,180,13,86,210,367,135,150.0
8_60_500_36_float,1634,1657,15.704626334519572,14.1779359430605,14.941281138790035,0,268,83,211,326,345,895,653,0.0,-1.0,-998,-382,18,141,123,9,0,268,427,135,150.0
4_40_300_36_nonfl,2043,1657,46.98979591836735,15.78231292517007,31.386054421768712,0,121,202,265,384,345,1597,631,0.0,-1.0,-999,-300,18,200,182,29,88,209,356,144,150.0
4_70_300_28_nonfl,1721,1657,45.365,6.098333333333334,25.73166666666667,0,122,210,268,350,345,1275,959,0.0,-1.0,-817,-318,12,115,103,25,75,197,385,140,160.0
6_70_700_28_nonfl,1612,1657,38.799663299663294,-7.693602693602693,23.246632996633,0,125,209,260,336,345,1275,959,0.0,-1.0,-682,-756,13,112,99,16,73,198,393,128,160.0
8_30_500_28_nonfl,1941,1657,60.8271812080537,-8.156040268456376,34.491610738255034,0,120,194,282,401,345,1370,608,0.0,-1.0,-682,-500,16,171,155,36,81,201,399,116,160.0
6_60_300_28_nonfl,1804,1657,46.95819397993312,8.14046822742475,27.549331103678927,0,118,209,271,362,345,1275,959,0.0,-1.0,-817,-300,11,130,119,27,78,196,377,143,160.0
6_60_300_20_nonfl,2342,1657,71.83383233532935,3.0164670658682637,37.425149700598816,0,124,211,333,458,345,1275,959,0.0,-1.0,-495,-300,0,173,173,45,80,204,450,138,160.0
4_60_300_36_float,1695,1657,30.71985815602837,20.948581560283692,25.834219858156033,0,262,81,221,338,345,1209,636,0.0,-1.0,-998,-255,20,145,125,19,0,262,421,143,170.0
6_70_500_28_nonfl,1629,1657,36.873310810810814,-1.1942567567567568,19.033783783783786,0,124,209,259,337,345,1275,959,0.0,-1.0,-817,-500,13,113,100,17,73,197,389,130,170.0
2_60_300_36_float,1698,1657,30.71985815602837,20.948581560283692,25.834219858156033,0,262,81,221,338,345,1209,636,0.0,-1.0,-998,-255,20,145,125,19,0,262,421,143,170.0
8_40_700_28_nonfl,1798,1657,44.62162162162162,-8.896959459459461,26.759290540540537,0,123,206,263,374,345,1275,608,0.0,-1.0,-682,-756,16,156,140,25,77,200,391,124,170.0
8_30_300_28_nonfl,2038,1657,87.22147651006712,-3.134228187919463,45.17785234899329,0,116,184,296,417,345,1597,608,0.0,-1.0,-682,-300,16,172,156,50,84,200,388,124,170.0
6_60_300_36_float,1693,1657,31.156583629893237,21.13345195729537,26.145017793594302,0,262,79,221,337,345,1209,636,0.0,-1.0,-998,-255,20,145,125,19,0,262,419,143,170.0
8_50_700_28_nonfl,1731,1657,40.96949152542373,-7.916949152542371,24.44322033898305,0,123,207,260,358,345,1275,959,0.0,-1.0,-682,-756,16,143,127,21,76,199,390,124,180.0
10_60_700_36_float,1601,1657,14.109929078014185,10.551418439716313,12.330673758865249,0,274,83,207,323,345,895,636,0.0,-1.0,-998,-382,21,141,120,7,0,274,433,131,180.0
10_60_500_36_float,1624,1657,15.760714285714286,13.594642857142857,14.677678571428574,0,266,83,211,324,345,895,653,0.0,-1.0,-998,-382,21,142,121,9,0,266,427,133,180.0
8_40_500_28_nonfl,1833,1657,48.56081081081082,-2.375,25.46790540540541,0,122,204,266,380,345,1275,608,0.0,-1.0,-682,-500,16,160,144,28,77,199,389,126,180.0
2_60_700_36_nonfl,1535,1657,8.969534050179211,3.270609318996416,6.1200716845878125,0,128,211,219,314,345,717,636,0.0,-1.0,-999,-700,21,130,109,6,82,210,348,128,180.0
2_60_500_36_nonfl,1556,1657,10.626353790613717,7.63537906137184,9.13086642599278,0,125,207,222,315,345,717,650,0.0,-1.0,-999,-500,21,131,110,8,82,207,342,130,180.0
8_40_300_28_nonfl,1901,1657,68.60472972972973,5.679054054054054,37.14189189189189,0,118,198,276,391,345,1597,608,0.0,-1.0,-682,-300,16,161,145,38,80,198,374,138,190.0
8_60_100_28_float,2188,1657,133.52912621359224,48.949838187702255,91.23948220064725,0,215,89,314,457,345,1596,962,2.0,-1.0,-1039,-100,8,156,148,77,0,215,424,194,190.0
10_60_100_28_float,2182,1657,133.52912621359224,48.949838187702255,91.23948220064725,0,215,89,314,457,345,1596,962,2.0,-1.0,-1039,-100,8,155,147,77,0,215,424,194,190.0
6_70_300_28_nonfl,1653,1657,46.2542662116041,6.2627986348122855,26.258532423208194,0,120,205,261,341,345,1275,959,0.0,-1.0,-817,-318,13,112,99,25,75,195,374,137,190.0
8_50_500_28_nonfl,1760,1657,37.538983050847456,-1.3728813559322033,19.45593220338983,0,122,209,259,361,345,1275,959,0.0,-1.0,-817,-500,16,146,130,22,76,198,388,126,190.0
10_40_300_20_nonfl,2244,1657,82.00769230769231,-4.890769230769231,43.44923076923077,0,121,197,332,456,345,1275,631,2.0,-1.0,-495,-300,6,172,166,54,79,200,447,124,190.0
8_50_300_28_nonfl,1814,1657,55.68367346938776,8.778911564625849,32.23129251700681,0,118,203,267,370,345,1597,959,0.0,-1.0,-817,-300,16,147,131,31,79,197,371,138,200.0
8_60_700_28_nonfl,1662,1657,39.621575342465746,-5.196917808219178,22.409246575342465,0,123,209,252,343,345,1275,959,0.0,-1.0,-682,-756,17,129,112,18,75,198,380,129,200.0
8_60_300_36_float,1686,1657,31.125448028673834,21.34767025089606,26.236559139784948,0,260,79,219,335,345,1209,636,0.0,-1.0,-998,-255,23,148,125,19,0,260,417,141,200.0
4_60_700_36_nonfl,1508,1657,9.056159420289855,3.432971014492753,6.244565217391305,0,128,207,217,309,345,717,636,0.0,-1.0,-999,-700,24,130,106,6,82,210,344,126,210.0
4_60_500_36_nonfl,1529,1657,10.731751824817518,7.846715328467154,9.289233576642335,0,125,203,220,310,345,717,650,0.0,-1.0,-999,-500,24,131,107,8,82,207,338,128,210.0
8_70_700_28_nonfl,1551,1657,38.638888888888886,-6.684027777777778,22.66145833333333,0,125,205,246,327,345,1275,959,0.0,-1.0,-682,-756,18,114,96,16,73,198,377,126,210.0
10_60_300_36_float,1678,1657,31.125448028673834,21.34767025089606,26.236559139784948,0,260,79,219,334,345,1209,636,0.0,-1.0,-998,-255,24,147,123,19,0,260,417,141,210.0
8_60_500_28_nonfl,1685,1657,37.664948453608254,1.422680412371134,19.54381443298969,0,122,209,251,344,345,1275,959,0.0,-1.0,-817,-500,17,131,114,19,75,197,376,131,210.0
8_70_500_28_nonfl,1570,1657,36.651567944250864,0.02264808362369338,18.33710801393728,0,124,205,245,328,345,1275,959,0.0,-1.0,-817,-500,18,116,98,17,73,197,373,128,220.0
8_60_300_28_nonfl,1729,1657,48.48615916955017,9.674740484429066,29.080449826989614,0,118,205,255,349,345,1275,959,0.0,-1.0,-817,-300,17,131,114,27,78,196,359,141,220.0
2_60_300_36_nonfl,1588,1657,24.757299270072988,19.888686131386866,22.322992700729927,0,123,196,229,321,345,1209,717,0.0,-1.0,-999,-300,26,138,112,17,84,207,323,141,230.0
6_50_700_36_nonfl,1541,1657,10.313186813186816,1.3003663003663004,5.8067765567765575,0,124,205,217,315,345,717,631,0.0,-1.0,-999,-700,27,147,120,8,80,204,344,122,240.0
6_30_700_36_nonfl,1650,1657,21.621376811594207,-0.20108695652173916,10.91123188405797,0,124,201,227,337,345,923,631,0.0,-1.0,-359,-700,27,165,138,14,81,205,350,121,240.0
4_60_300_36_nonfl,1568,1657,24.82967032967033,20.12637362637363,22.478021978021975,0,123,196,227,318,345,1209,717,0.0,-1.0,-999,-300,27,136,109,17,84,207,321,141,240.0
6_40_700_36_nonfl,1599,1657,11.358181818181816,1.550909090909091,6.454545454545454,0,124,205,221,324,345,717,631,0.0,-1.0,-999,-700,27,157,130,10,81,205,346,123,240.0
8_70_300_28_nonfl,1600,1657,47.63380281690141,7.728873239436621,27.681338028169016,0,120,201,247,332,345,1275,959,0.0,-1.0,-817,-318,18,116,98,25,75,195,358,135,240.0
4_60_500_20_nonfl,2504,1657,59.28358208955224,-14.640298507462688,36.96194029850745,1,127,213,330,460,345,1275,959,0.0,-1.0,-495,-645,0,195,195,36,79,206,468,123,240.0
6_60_100_28_float,2197,1657,132.72580645161293,48.86774193548386,90.79677419354842,0,215,91,314,460,345,1596,962,2.0,-1.0,-1039,-100,8,159,151,77,0,215,424,196,250.0
4_60_100_28_float,2204,1657,132.72580645161293,48.86774193548386,90.79677419354842,0,215,91,314,460,345,1596,962,2.0,-1.0,-1039,-100,8,160,152,77,0,215,424,196,250.0
2_60_100_28_float,2205,1657,132.72580645161293,48.86774193548386,90.79677419354842,0,215,91,314,460,345,1596,962,2.0,-1.0,-1039,-100,8,160,152,77,0,215,424,196,250.0
6_40_500_36_nonfl,1640,1657,14.049090909090907,5.916363636363636,9.982727272727274,0,121,203,226,329,345,717,650,0.0,-1.0,-999,-500,27,160,133,13,81,202,344,125,260.0
10_30_500_20_nonfl,2309,1657,71.78153846153846,-21.626153846153844,46.70384615384616,1,122,193,335,460,345,1275,495,2.0,-1.0,-398,-645,6,183,177,50,79,201,468,103,260.0
6_30_500_36_nonfl,1695,1657,26.21376811594203,2.605072463768116,14.409420289855072,0,121,197,234,343,345,923,650,0.0,-1.0,-359,-500,27,168,141,18,81,202,350,121,260.0
6_40_300_36_nonfl,1734,1657,53.59454545454546,13.805454545454545,33.7,0,118,185,247,348,345,1597,631,0.0,-1.0,-999,-300,27,162,135,29,83,201,333,134,270.0
6_30_500_36_float,2526,1657,29.70189274447949,14.088328075709779,21.89511041009464,0,277,99,258,435,345,962,818,0.0,-1.0,-398,-382,4,260,256,24,1,278,479,154,270.0
6_50_500_36_nonfl,1575,1657,10.549450549450551,5.697802197802197,8.123626373626374,0,121,205,220,318,345,717,650,0.0,-1.0,-999,-500,27,149,122,10,80,201,342,124,270.0
6_30_300_36_nonfl,1814,1657,68.48007246376811,9.501811594202898,38.9909420289855,0,118,177,257,365,345,1597,631,0.0,-1.0,-402,-300,27,171,144,36,83,201,341,128,270.0
6_50_300_36_nonfl,1640,1657,37.07509157509158,16.88095238095238,26.978021978021975,0,119,191,236,331,345,1597,877,0.0,-1.0,-999,-300,27,151,124,23,82,201,328,136,270.0
6_60_300_36_nonfl,1527,1657,24.711895910780672,20.67472118959108,22.69330855018588,0,121,194,223,313,345,1209,717,0.0,-1.0,-999,-300,30,136,106,17,82,203,316,140,280.0
10_30_700_28_nonfl,1678,1657,54.03191489361702,-13.69326241134752,33.86258865248227,0,121,189,254,357,345,1275,608,0.0,-1.0,-359,-700,26,152,126,29,77,198,386,101,290.0
10_40_700_28_nonfl,1599,1657,48.73758865248226,-9.96985815602837,29.35372340425532,0,123,193,248,342,345,1275,608,0.0,-1.0,-510,-700,26,142,116,24,75,198,380,109,290.0
10_50_700_28_nonfl,1541,1657,44.822064056939496,-8.637010676156581,26.729537366548048,0,123,193,246,328,345,1275,959,0.0,-1.0,-510,-700,26,130,104,21,74,197,380,108,300.0
10_70_500_20_float,2502,1657,68.38358208955223,-7.441791044776119,37.91268656716418,1,281,79,310,464,345,1274,962,0.0,-1.0,-499,-948,0,193,193,41,1,282,543,126,300.0
2_70_300_36_float,1497,1657,26.261029411764714,22.47242647058824,24.366727941176467,0,259,78,207,314,345,1209,1026,0.0,-1.0,-998,-255,30,130,100,16,0,259,405,139,300.0
10_30_500_28_nonfl,1721,1657,65.28191489361703,-9.698581560283687,37.49024822695036,0,120,183,261,364,345,1370,608,0.0,-1.0,-359,-500,26,155,129,34,77,197,386,101,300.0
10_70_100_20_nonfl,2107,1657,143.3450479233227,36.166134185303505,89.75559105431309,0,109,180,337,454,345,1499,966,3.0,-1.0,-495,-120,8,132,124,81,78,187,370,178,300.0
10_40_500_28_nonfl,1633,1657,52.872340425531924,-4.464539007092198,28.668439716312054,0,122,191,251,347,345,1275,608,0.0,-1.0,-510,-500,26,145,119,27,75,197,378,111,300.0
10_50_500_28_nonfl,1572,1657,41.220640569395016,-3.1120996441281137,22.166370106761565,0,122,195,245,331,345,1275,959,0.0,-1.0,-817,-500,26,133,107,22,74,196,378,110,310.0
10_30_300_28_nonfl,1814,1657,93.15248226950355,-4.789007092198582,48.97074468085107,0,116,173,275,380,345,1597,608,0.0,-1.0,-359,-300,26,156,130,48,79,195,377,108,320.0
10_40_300_28_nonfl,1699,1657,73.89007092198581,3.592198581560284,38.741134751773046,0,118,185,261,358,345,1597,608,0.0,-1.0,-510,-300,26,146,120,37,77,195,365,122,320.0
4_60_300_20_nonfl,2489,1657,71.83383233532935,3.0164670658682637,37.425149700598816,0,124,211,333,466,345,1275,959,0.0,-1.0,-495,-300,0,189,189,45,80,204,450,138,320.0
10_60_500_28_nonfl,1518,1657,41.321942446043174,-0.3381294964028777,20.830035971223023,0,122,195,239,318,345,1275,959,0.0,-1.0,-817,-500,26,120,94,19,73,195,368,115,320.0
4_70_300_36_float,1494,1657,26.261029411764714,22.47242647058824,24.366727941176467,0,259,78,207,314,345,1209,1026,0.0,-1.0,-998,-255,30,130,100,16,0,259,405,139,330.0
10_50_300_28_nonfl,1626,1657,60.28571428571429,6.917857142857143,33.60178571428571,0,118,189,253,340,345,1597,959,0.0,-1.0,-817,-300,26,134,108,31,76,194,363,121,330.0
10_60_300_28_nonfl,1565,1657,52.67934782608695,7.657608695652174,30.168478260869566,0,118,191,243,323,345,1275,959,0.0,-1.0,-817,-300,26,120,94,27,75,193,353,124,340.0
6_70_300_36_float,1492,1657,26.697416974169737,22.669741697416967,24.68357933579336,0,259,76,207,313,345,1209,1026,0.0,-1.0,-998,-255,30,130,100,16,0,259,403,139,350.0
10_70_300_28_nonfl,1497,1657,51.73175182481752,6.385036496350365,29.05839416058394,0,120,189,239,315,345,1275,959,0.0,-1.0,-817,-318,26,115,89,25,75,195,352,121,350.0
2_60_100_28_nonfl,2067,1657,147.4608843537415,39.265306122448976,93.36309523809523,0,104,172,312,430,345,1499,959,2.0,-1.0,-1038,-120,18,154,136,76,80,184,333,175,350.0
8_50_300_20_nonfl,2411,1657,72.88438438438439,-0.21621621621621626,36.5503003003003,0,124,205,337,467,345,1275,959,1.0,-1.0,-495,-300,2,195,193,48,78,202,458,130,360.0
10_70_300_20_float,2469,1657,78.07185628742515,8.275449101796408,43.17365269461078,0,275,81,312,468,345,1274,962,0.0,-1.0,-499,-270,0,185,185,47,0,275,528,140,360.0
8_70_300_20_float,2495,1657,78.07185628742515,8.275449101796408,43.17365269461078,0,275,81,312,468,345,1274,962,0.0,-1.0,-499,-270,0,186,186,47,0,275,528,140,360.0
4_60_100_28_nonfl,2037,1657,148.35494880546077,39.30546075085324,93.83020477815701,0,104,170,312,425,345,1499,959,2.0,-1.0,-1038,-120,19,146,127,76,80,184,333,173,360.0
6_60_500_36_nonfl,1487,1657,10.405555555555557,8.21111111111111,9.308333333333334,0,123,201,216,305,345,717,650,0.0,-1.0,-999,-500,27,131,104,8,80,203,333,127,380.0
6_60_100_28_nonfl,1986,1657,150.59688581314882,40.093425605536325,95.34515570934255,0,103,166,309,420,345,1499,959,2.0,-1.0,-1038,-120,20,145,125,76,80,183,325,173,380.0
8_50_100_28_nonfl,2080,1657,161.03460207612454,42.63667820069204,101.83564013840832,0,100,158,320,441,345,1597,959,3.0,-1.0,-1038,-120,20,157,137,84,81,181,327,170,400.0
8_40_300_36_nonfl,1518,1657,53.07251908396947,7.2595419847328255,30.166030534351147,0,118,177,229,317,345,1597,592,0.0,-1.0,-999,-300,38,142,104,27,81,199,322,121,400.0
8_30_300_36_nonfl,1583,1657,66.49239543726236,2.7680608365019013,34.63022813688213,0,118,171,237,333,345,1597,592,0.0,-1.0,-402,-300,38,151,113,33,81,199,330,115,400.0
10_60_700_28_nonfl,1491,1657,43.35663082437276,-5.905017921146952,24.630824372759854,0,123,195,240,317,345,1275,959,0.0,-1.0,-510,-700,26,118,92,18,73,196,372,113,400.0
8_40_700_20_nonfl,2475,1657,70.90746268656716,-27.762686567164177,49.335074626865676,2,127,201,342,471,345,1275,495,2.0,-1.0,-495,-756,2,208,206,44,77,204,482,111,420.0
4_60_700_20_nonfl,2528,1657,64.95223880597014,-24.00149253731343,44.47686567164179,2,127,209,334,457,345,1275,959,0.0,-1.0,-495,-756,0,195,195,36,79,206,473,118,420.0
2_50_100_36_nonfl,2129,1657,138.01760563380282,55.83450704225352,96.92605633802816,0,87,176,305,441,345,1597,902,3.0,-1.0,-1038,-120,18,181,163,83,89,176,292,187,430.0
4_50_100_36_nonfl,2111,1657,138.4876325088339,56.190812720848065,97.339222614841,0,87,176,303,437,345,1597,902,3.0,-1.0,-1038,-120,19,177,158,83,89,176,290,187,440.0
2_70_100_28_nonfl,1864,1657,133.96842105263156,37.60877192982456,85.78859649122808,0,103,174,293,398,345,1499,959,2.0,-1.0,-1038,-120,24,137,113,70,78,181,324,168,440.0
8_60_100_28_nonfl,1923,1657,154.76868327402138,41.2135231316726,97.99110320284694,0,101,160,301,409,345,1499,959,2.0,-1.0,-1038,-120,24,144,120,76,80,181,313,169,440.0
8_70_300_36_float,1485,1657,26.63197026022305,22.903345724907066,24.767657992565056,0,257,76,205,311,345,1209,1026,0.0,-1.0,-998,-255,33,133,100,16,0,257,401,137,450.0
4_70_100_28_nonfl,1838,1657,134.84330985915494,37.644366197183096,86.24383802816902,0,103,172,293,393,345,1499,959,2.0,-1.0,-1038,-120,25,130,105,70,78,181,324,166,450.0
6_70_100_28_nonfl,1789,1657,136.96428571428572,38.43392857142858,87.69910714285713,0,102,168,290,388,345,1499,959,2.0,-1.0,-1038,-120,26,129,103,70,78,180,316,166,470.0
8_70_100_20_nonfl,2198,1657,139.9780564263323,38.131661442006276,89.05485893416929,0,112,185,341,466,345,1499,966,2.0,-1.0,-495,-120,5,138,133,81,78,190,378,182,480.0
10_50_100_28_nonfl,1898,1657,169.4748201438849,39.10791366906475,104.29136690647482,0,100,146,310,414,345,1597,959,3.0,-1.0,-1038,-120,26,140,114,84,79,179,325,152,480.0
2_70_700_20_nonfl,2549,1657,63.552395209580844,-23.3622754491018,43.45733532934132,2,127,209,332,448,345,1275,959,0.0,-1.0,-495,-756,0,195,195,35,79,206,468,121,490.0
10_60_100_28_nonfl,1774,1657,161.47977941176467,38.27941176470589,99.87959558823529,0,101,150,293,387,345,1499,959,3.0,-1.0,-1038,-120,29,129,100,76,78,179,311,155,510.0
6_60_100_36_float,1871,1657,127.77256317689529,57.33393501805054,92.55324909747291,0,174,105,275,404,345,1506,901,0.0,-1.0,-1040,-100,24,156,132,73,0,174,373,181,510.0
8_60_100_36_float,1867,1657,128.2173913043478,57.70471014492754,92.96105072463769,0,174,105,273,403,345,1506,901,0.0,-1.0,-1040,-100,24,156,132,73,0,174,371,181,510.0
2_60_100_36_float,1873,1657,127.77256317689529,57.33393501805054,92.55324909747291,0,174,105,275,404,345,1506,901,0.0,-1.0,-1040,-100,24,156,132,73,0,174,373,181,510.0
4_60_100_36_float,1872,1657,127.77256317689529,57.33393501805054,92.55324909747291,0,174,105,275,404,345,1506,901,0.0,-1.0,-1040,-100,24,156,132,73,0,174,373,181,510.0
2_30_700_36_nonfl,2549,1657,19.5410094637224,5.701892744479495,12.621451104100945,0,130,235,269,426,345,959,631,0.0,-1.0,-398,-700,5,266,261,16,86,216,397,151,510.0
2_70_500_36_float,1471,1657,15.341818181818182,9.463636363636363,12.402727272727272,0,265,82,203,309,345,895,653,0.0,-1.0,-998,-382,25,124,99,8,0,265,420,130,510.0
8_70_100_28_nonfl,1749,1657,140.3168498168498,39.39010989010989,89.85347985347984,0,100,164,282,381,345,1499,959,2.0,-1.0,-1038,-120,29,131,102,70,78,178,306,162,520.0
10_60_100_36_float,1860,1657,128.2173913043478,57.70471014492754,92.96105072463769,0,174,105,273,402,345,1506,901,0.0,-1.0,-1040,-100,25,155,130,73,0,174,371,181,520.0
6_40_300_36_float,2552,1657,53.96518987341772,22.66139240506329,38.313291139240505,0,271,94,267,440,345,1596,818,0.0,-1.0,-656,-255,4,253,249,33,1,272,470,161,530.0
2_60_100_36_nonfl,1755,1657,109.95925925925926,62.559259259259264,86.25925925925924,0,87,176,277,386,345,1485,1067,2.0,0.0,-1038,-120,27,145,118,69,88,175,266,186,530.0
10_70_300_36_float,1478,1657,26.63197026022305,22.903345724907066,24.767657992565056,0,257,76,205,310,345,1209,1026,0.0,-1.0,-998,-255,34,132,98,16,0,257,401,137,530.0
10_70_700_20_float,2534,1657,73.97910447761193,-14.1,44.039552238805975,2,283,73,314,460,345,1274,962,0.0,-1.0,-499,-948,0,191,191,41,1,284,548,121,540.0
4_60_100_36_nonfl,1741,1657,110.34944237918215,62.959107806691456,86.6542750929368,0,87,176,275,383,345,1485,1067,2.0,0.0,-1038,-120,28,143,115,69,88,175,264,186,540.0
8_40_500_20_nonfl,2497,1657,65.51339285714286,-19.86755952380953,42.69047619047619,1,127,205,340,477,345,1275,495,1.0,-1.0,-495,-645,2,212,210,45,77,204,481,114,540.0
4_70_500_36_float,1467,1657,15.341818181818182,9.463636363636363,12.402727272727272,0,265,82,203,309,345,895,653,0.0,-1.0,-998,-382,25,124,99,8,0,265,420,130,550.0
10_70_100_28_nonfl,1662,1657,145.08614232209737,38.13670411985019,91.61142322097378,0,100,156,278,368,345,1499,959,2.0,-1.0,-1038,-120,33,126,93,70,78,178,304,152,560.0
6_50_100_36_nonfl,1900,1657,149.0184501845019,55.05166051660517,102.03505535055349,0,87,156,299,414,345,1597,902,3.0,-1.0,-1038,-120,28,159,131,83,86,173,280,176,560.0
6_70_300_20_float,2519,1657,78.07185628742515,8.275449101796408,43.17365269461078,0,275,81,312,469,345,1274,962,0.0,-1.0,-499,-270,0,189,189,47,0,275,528,140,570.0
10_40_100_28_nonfl,2053,1657,203.9644128113879,32.581850533807824,118.27313167259787,0,99,132,331,451,345,1597,663,13.5,-1.0,-521,-120,26,152,126,97,80,179,333,149,585.0
6_60_100_36_nonfl,1707,1657,112.07330827067669,62.48684210526316,87.28007518796993,0,87,174,271,379,345,1485,1067,2.0,0.0,-1038,-120,31,143,112,69,86,173,264,182,590.0
6_70_500_36_float,1463,1657,15.791208791208794,10.327838827838828,13.059523809523812,0,263,80,203,307,345,895,653,0.0,-1.0,-998,-382,25,124,99,8,0,263,416,130,590.0
10_30_300_20_nonfl,2390,1657,91.1042944785276,-9.96319018404908,50.533742331288344,0,119,189,344,476,345,1370,631,2.0,-1.0,-398,-300,6,185,179,62,81,200,457,114,590.0
2_70_700_36_float,1458,1657,14.879496402877695,7.678057553956834,11.278776978417266,0,273,82,201,310,345,895,636,0.0,-1.0,-998,-382,23,121,98,7,0,273,426,130,620.0
6_60_700_36_nonfl,1462,1657,8.743542435424354,3.7472324723247232,6.245387453874539,0,126,203,213,303,345,717,636,0.0,-1.0,-999,-700,27,129,102,6,80,206,337,125,620.0
6_50_100_28_nonfl,2291,1657,150.64686468646866,42.51155115511551,96.57920792079209,0,102,174,330,466,345,1597,959,3.0,-1.0,-1038,-120,14,179,165,84,82,184,345,179,630.0
8_30_500_36_nonfl,1475,1657,25.762357414448672,-4.4695817490494285,15.115969581749045,0,121,189,216,313,345,923,650,0.0,-1.0,-359,-500,38,148,110,17,79,200,339,108,640.0
6_70_100_20_nonfl,2274,1657,138.7360248447205,38.301242236024855,88.51863354037269,0,112,187,345,477,345,1499,966,2.5,-1.0,-495,-120,3,148,145,81,81,193,378,185,650.0
4_70_700_36_float,1454,1657,14.879496402877695,7.678057553956834,11.278776978417266,0,273,82,201,310,345,895,636,0.0,-1.0,-998,-382,23,121,98,7,0,273,426,130,660.0
4_70_100_36_float,1611,1657,101.93726235741444,58.250950570342205,80.09410646387833,0,172,107,247,362,345,1506,1050,0.0,-1.0,-1040,-100,38,145,107,62,0,172,352,174,670.0
