run,alignments_in_new_total,alignments_in_old_total,average_end_difference,average_start_difference,average_start_or_end_difference,combined_in_new,end_did_not_change,ends_earlier_in_new,ends_later_in_new,evaluated_alignments_in_new,evaluated_alignments_in_old,max_end_difference,max_start_difference,median_end_difference,median_start_difference,min_end_difference,min_start_difference,not_in_new,not_in_new_plus_not_in_old,not_in_old,split_in_new,start_did_not_change,start_or_end_did_not_change,starts_earlier_in_new,starts_later_in_new,score
8_70_100_36_float,1606,1657,102.30725190839695,58.64503816793893,80.47614503816793,0,172,107,245,361,345,1506,1050,0.0,-1.0,-1040,-100,38,145,107,62,0,172,350,174,670.0
2_70_100_36_float,1612,1657,101.93726235741444,58.250950570342205,80.09410646387833,0,172,107,247,362,345,1506,1050,0.0,-1.0,-1040,-100,38,145,107,62,0,172,352,174,670.0
8_70_500_20_float,2539,1657,68.38358208955223,-7.441791044776119,37.91268656716418,1,281,79,310,464,345,1274,962,0.0,-1.0,-499,-948,0,195,195,41,1,282,543,126,670.0
6_70_100_36_float,1610,1657,101.93726235741444,58.250950570342205,80.09410646387833,0,172,107,247,362,345,1506,1050,0.0,-1.0,-1040,-100,38,145,107,62,0,172,352,174,670.0
10_70_500_28_nonfl,1462,1657,40.308664259927795,-1.3592057761732852,20.83393501805054,0,124,193,237,311,345,1275,959,0.0,-1.0,-817,-500,26,115,89,17,73,197,367,114,680.0
10_70_100_36_float,1600,1657,102.30725190839695,58.64503816793893,80.47614503816793,0,172,107,245,360,345,1506,1050,0.0,-1.0,-1040,-100,39,144,105,62,0,172,350,174,680.0
8_60_100_36_nonfl,1561,1657,117.7431906614786,58.387159533073934,88.06517509727627,0,87,168,259,362,345,1485,1067,1.0,-1.0,-1038,-120,39,135,96,69,84,171,260,170,690.0
8_70_500_36_float,1456,1657,15.645756457564573,10.468634686346864,13.057195571955722,0,261,80,201,305,345,895,653,0.0,-1.0,-998,-382,28,127,99,8,0,261,414,128,690.0
8_50_100_36_nonfl,1705,1657,160.64922480620154,46.0562015503876,103.35271317829458,0,87,144,285,388,345,1597,761,3.0,-1.0,-1038,-120,39,143,104,83,84,171,274,158,690.0
10_50_100_36_float,2254,1657,148.84536082474227,56.09106529209622,102.46821305841922,0,172,107,303,462,345,1596,901,3.0,-1.0,-1040,-100,18,199,181,85,1,173,391,190,700.0
6_70_700_36_float,1450,1657,15.320652173913045,8.519927536231885,11.920289855072465,0,271,80,201,308,345,895,636,0.0,-1.0,-998,-382,23,121,98,7,0,271,422,130,700.0
4_70_100_20_nonfl,2346,1657,138.7360248447205,38.301242236024855,88.51863354037269,0,112,187,345,480,345,1499,966,2.5,-1.0,-495,-120,3,151,148,81,81,193,378,185,710.0
2_70_100_36_nonfl,1524,1657,106.33984375,56.94921875,81.64453125,0,89,168,255,348,345,1485,1050,0.0,-1.0,-1038,-120,42,139,97,63,83,172,259,170,710.0
8_50_100_36_float,2261,1657,148.84536082474227,56.09106529209622,102.46821305841922,0,172,107,303,463,345,1596,901,3.0,-1.0,-1040,-100,17,200,183,85,1,173,391,190,710.0
4_70_100_36_nonfl,1511,1657,106.73725490196077,57.34901960784314,82.04313725490195,0,89,168,253,345,345,1485,1050,0.0,-1.0,-1038,-120,43,137,94,63,83,172,257,170,720.0
6_50_100_36_float,2265,1657,148.3527397260274,55.744863013698634,102.048801369863,0,172,107,305,464,345,1596,901,3.0,-1.0,-1040,-100,17,200,183,85,1,173,393,190,730.0
4_50_100_36_float,2266,1657,148.3527397260274,55.744863013698634,102.048801369863,0,172,107,305,464,345,1596,901,3.0,-1.0,-1040,-100,17,200,183,85,1,173,393,190,730.0
2_50_100_36_float,2267,1657,148.3527397260274,55.744863013698634,102.048801369863,0,172,107,305,464,345,1596,901,3.0,-1.0,-1040,-100,17,200,183,85,1,173,393,190,730.0
10_60_100_20_nonfl,2268,1657,149.49683544303798,35.06645569620253,92.28164556962022,0,107,178,347,477,345,1597,966,3.0,-1.0,-495,-120,6,144,138,84,80,187,377,175,740.0
4_50_100_28_nonfl,2378,1657,148.50651465798046,41.72801302931596,95.1172638436482,0,103,178,333,473,345,1597,959,3.0,-1.0,-1038,-120,13,186,173,84,82,185,353,179,750.0
2_70_100_20_nonfl,2385,1657,138.7360248447205,38.301242236024855,88.51863354037269,0,112,187,345,482,345,1499,966,2.5,-1.0,-495,-120,3,156,153,81,81,193,378,185,750.0
8_40_100_36_nonfl,1898,1657,204.1106870229008,40.94847328244275,122.52958015267176,0,85,130,309,430,345,1597,659,14.5,-1.0,-1038,-120,38,149,111,96,87,172,284,153,765.0
8_70_700_36_float,1444,1657,15.173357664233574,8.645985401459852,11.909671532846716,0,269,80,199,306,345,895,636,0.0,-1.0,-998,-382,26,124,98,7,0,269,420,128,790.0
10_70_500_36_float,1447,1657,15.703703703703706,9.85,12.776851851851852,0,259,80,201,303,345,895,653,0.0,-1.0,-998,-382,31,128,97,8,0,259,414,126,810.0
2_50_100_28_nonfl,2409,1657,147.65259740259742,41.68181818181818,94.66720779220779,0,103,180,333,478,345,1597,959,3.0,-1.0,-1038,-120,12,194,182,84,82,185,353,181,840.0
6_40_100_36_nonfl,2120,1657,195.98727272727277,49.04727272727273,122.51727272727274,0,85,140,325,461,345,1597,902,13.0,-1.0,-1038,-120,27,169,142,98,89,174,290,171,840.0
6_70_100_36_nonfl,1489,1657,108.51388888888887,56.78373015873015,82.64880952380952,0,89,166,249,342,345,1485,1050,0.0,-1.0,-1038,-120,45,139,94,63,81,170,257,166,870.0
10_70_700_28_nonfl,1440,1657,42.3543165467626,-6.942446043165468,24.648381294964032,0,125,193,238,310,345,1275,959,0.0,-1.0,-510,-700,26,113,87,16,73,198,371,112,890.0
10_70_700_36_float,1435,1657,15.228937728937726,8.027472527472527,11.628205128205128,0,267,80,199,304,345,895,636,0.0,-1.0,-998,-382,29,125,96,7,0,267,420,126,910.0
4_70_300_20_float,2555,1657,78.07185628742515,8.275449101796408,43.17365269461078,0,275,81,312,469,345,1274,962,0.0,-1.0,-499,-270,0,193,193,47,0,275,528,140,930.0
10_50_100_36_nonfl,1562,1657,172.3374485596708,43.53497942386832,107.93621399176956,0,83,132,271,367,345,1597,761,3.0,-1.0,-1038,-120,50,140,90,82,75,158,266,145,930.0
8_50_300_36_nonfl,1440,1657,40.675,8.976923076923079,24.825961538461538,0,119,181,220,305,345,1597,592,0.0,-1.0,-999,-300,38,135,97,23,80,199,317,123,1000.0
8_70_700_20_float,2582,1657,73.97910447761193,-14.1,44.039552238805975,2,283,73,314,460,345,1274,962,0.0,-1.0,-499,-948,0,194,194,41,1,284,548,121,1020.0
8_30_700_36_nonfl,1434,1657,22.19201520912548,-7.414448669201522,14.8032319391635,0,124,191,211,308,345,923,592,0.0,-1.0,-359,-700,38,145,107,14,79,203,339,108,1020.0
8_60_100_20_nonfl,2402,1657,144.63734567901238,37.01234567901235,90.82484567901236,0,110,187,351,494,345,1597,966,3.0,-1.0,-495,-120,3,155,152,84,80,190,385,183,1020.0
10_40_100_36_nonfl,1737,1657,212.2938775510204,36.92448979591837,124.60918367346942,0,81,120,289,403,345,1597,633,14.5,-1.0,-1038,-120,50,145,95,92,77,158,276,137,1025.0
2_30_500_36_nonfl,2601,1657,24.391167192429023,8.145110410094638,16.26813880126183,0,127,229,278,433,345,959,650,0.0,-1.0,-398,-500,5,270,265,21,86,213,397,151,1030.0
8_40_100_28_nonfl,2254,1657,192.41156462585036,39.423469387755105,115.91751700680271,0,99,144,345,483,345,1597,663,11.5,-1.0,-682,-120,16,167,151,98,82,181,337,169,1085.0
6_70_500_20_float,2580,1657,68.38358208955223,-7.441791044776119,37.91268656716418,1,281,79,310,465,345,1274,962,0.0,-1.0,-499,-948,0,199,199,41,1,282,543,126,1100.0
8_40_500_36_nonfl,1429,1657,12.992366412213741,-1.0209923664122138,7.0066793893129775,0,121,195,208,299,345,717,650,0.0,-1.0,-999,-500,38,140,102,12,79,200,333,112,1120.0
8_30_100_36_nonfl,2051,1657,236.606463878327,31.199619771863123,133.90304182509504,0,85,112,329,464,345,1597,592,22.5,-1.0,-433,-120,38,159,121,108,87,172,292,147,1125.0
10_30_100_36_nonfl,1875,1657,246.17276422764232,29.05894308943089,137.6158536585366,0,81,102,309,434,345,1597,592,26.5,-1.0,-211,-120,50,154,104,103,77,158,282,133,1145.0
6_50_700_20_nonfl,2565,1657,66.44230769230771,-25.51923076923077,45.980769230769226,2,127,205,344,475,345,1275,959,2.0,-1.0,-495,-756,0,224,224,40,80,207,481,115,1150.0
2_70_300_36_nonfl,1417,1657,23.98684210526316,18.590225563909772,21.288533834586467,0,125,188,219,299,345,1209,1028,0.0,-1.0,-999,-300,34,125,91,16,81,206,317,134,1160.0
10_70_100_20_float,2507,1657,140.24390243902442,40.189024390243894,90.21646341463415,0,226,87,343,505,345,1506,965,3.0,-1.0,-499,-100,1,167,166,85,0,226,479,177,1170.0
6_60_100_20_nonfl,2494,1657,143.37155963302754,37.18960244648318,90.28058103975536,0,110,189,355,505,345,1597,966,3.0,-1.0,-495,-120,1,167,166,84,83,193,385,186,1210.0
8_70_100_20_float,2513,1657,140.24390243902442,40.189024390243894,90.21646341463415,0,226,87,343,505,345,1506,965,3.0,-1.0,-499,-100,1,168,167,85,0,226,479,177,1230.0
2_70_300_20_float,2586,1657,78.07185628742515,8.275449101796408,43.17365269461078,0,275,81,312,469,345,1274,962,0.0,-1.0,-499,-270,0,195,195,47,0,275,528,140,1240.0
10_50_100_20_nonfl,2408,1657,152.8765625,31.2703125,92.0734375,0,107,170,363,504,345,1623,966,4.0,-1.0,-495,-120,6,163,157,91,81,188,393,166,1270.0
8_40_300_20_nonfl,2553,1657,77.48367952522256,-4.590504451038576,41.03709198813056,0,124,207,343,489,345,1275,631,2.0,-1.0,-495,-300,2,211,209,54,79,203,467,128,1320.0
6_50_500_20_nonfl,2574,1657,60.82396449704142,-16.24112426035503,38.532544378698226,1,127,209,340,479,345,1275,959,1.0,-1.0,-495,-645,0,228,228,40,80,207,476,120,1320.0
2_60_300_20_nonfl,2592,1657,71.83383233532935,3.0164670658682637,37.425149700598816,0,124,211,333,471,345,1275,959,0.0,-1.0,-495,-300,0,201,201,45,80,204,450,138,1340.0
6_70_100_20_float,2524,1657,140.24390243902442,40.189024390243894,90.21646341463415,0,226,87,343,505,345,1506,965,3.0,-1.0,-499,-100,1,169,168,85,0,226,479,177,1340.0
10_50_100_28_float,2537,1657,141.56803797468353,44.25158227848101,92.90981012658229,0,214,88,330,497,345,1596,962,3.0,-1.0,-1039,-100,8,199,191,87,1,215,440,191,1360.0
2_70_500_36_nonfl,1400,1657,10.194444444444443,4.1759259259259265,7.185185185185184,0,127,201,212,294,345,717,650,0.0,-1.0,-999,-500,28,117,89,7,79,206,338,123,1370.0
4_40_100_36_nonfl,2433,1657,176.45408163265307,51.95748299319728,114.20578231292518,0,85,168,335,497,345,1597,902,6.5,-1.0,-1038,-120,18,207,189,98,92,177,304,192,1375.0
4_40_700_28_nonfl,2638,1657,40.60923076923077,-5.795384615384616,23.20230769230769,0,128,226,296,440,345,1275,631,0.0,-1.0,-682,-756,5,258,253,25,78,206,433,139,1400.0
4_70_300_36_nonfl,1398,1657,24.058490566037737,18.830188679245282,21.444339622641508,0,125,188,217,296,345,1209,1028,0.0,-1.0,-999,-300,35,123,88,16,81,206,315,134,1420.0
8_50_100_28_float,2543,1657,141.56803797468353,44.25158227848101,92.90981012658229,0,214,88,330,497,345,1596,962,3.0,-1.0,-1039,-100,8,200,192,87,1,215,440,191,1420.0
8_70_100_36_nonfl,1435,1657,110.18273092369478,56.339357429718866,83.26104417670683,0,89,164,245,337,345,1485,1050,0.0,-1.0,-1038,-120,46,136,90,63,81,170,253,164,1420.0
10_30_300_36_nonfl,1420,1657,65.0,3.2012195121951224,34.10060975609756,0,114,157,221,306,345,1597,592,0.0,-1.0,-402,-300,50,146,96,30,74,188,316,102,1430.0
2_70_700_36_nonfl,1389,1657,9.84375,-0.2757352941176471,5.059742647058823,0,128,205,211,295,345,717,636,0.0,-1.0,-999,-700,28,117,89,6,79,207,344,121,1460.0
4_70_100_20_float,2539,1657,140.24390243902442,40.189024390243894,90.21646341463415,0,226,87,343,505,345,1506,965,3.0,-1.0,-499,-100,1,170,169,85,0,226,479,177,1490.0
4_40_700_36_float,2649,1657,15.1328125,14.3734375,14.753125,0,291,109,240,424,345,924,818,0.0,-1.0,-656,-382,4,269,265,13,1,292,484,155,1500.0
10_30_100_28_nonfl,2267,1657,229.8758865248227,21.03191489361702,125.45390070921988,0,95,116,353,491,345,1597,663,26.0,-1.0,-433,-130,26,164,138,111,83,178,349,132,1520.0
10_60_100_36_nonfl,1439,1657,128.6301652892562,56.6198347107438,92.625,0,83,154,247,342,345,1485,1067,2.0,-1.0,-1038,-120,50,135,85,69,75,158,252,157,1540.0
8_40_700_36_nonfl,1391,1657,11.42175572519084,-5.6030534351145045,8.512404580152673,0,124,195,205,295,345,717,592,0.0,-1.0,-999,-700,38,137,99,10,79,203,335,110,1550.0
2_40_700_36_float,2656,1657,15.1328125,14.3734375,14.753125,0,291,109,240,424,345,924,818,0.0,-1.0,-656,-382,4,270,266,13,1,292,484,155,1570.0
6_50_100_28_float,2552,1657,140.75709779179815,44.18611987381704,92.47160883280758,0,214,90,330,500,345,1596,962,3.0,-1.0,-1039,-100,8,203,195,87,1,215,440,193,1570.0
2_70_100_20_float,2548,1657,140.24390243902442,40.189024390243894,90.21646341463415,0,226,87,343,505,345,1506,965,3.0,-1.0,-499,-100,1,170,169,85,0,226,479,177,1580.0
4_50_100_28_float,2559,1657,140.75709779179815,44.18611987381704,92.47160883280758,0,214,90,330,500,345,1596,962,3.0,-1.0,-1039,-100,8,204,196,87,1,215,440,193,1640.0
6_70_700_20_float,2636,1657,73.97910447761193,-14.1,44.039552238805975,2,283,73,314,464,345,1274,962,0.0,-1.0,-499,-948,0,201,201,41,1,284,548,121,1640.0
2_50_100_28_float,2560,1657,140.75709779179815,44.18611987381704,92.47160883280758,0,214,90,330,500,345,1596,962,3.0,-1.0,-1039,-100,8,204,196,87,1,215,440,193,1650.0
4_70_500_20_float,2635,1657,68.38358208955223,-7.441791044776119,37.91268656716418,1,281,79,310,466,345,1274,962,0.0,-1.0,-499,-948,0,204,204,41,1,282,543,126,1670.0
6_30_100_36_nonfl,2297,1657,234.6141304347826,38.85869565217392,136.73641304347825,0,85,118,349,498,345,1597,663,23.0,-1.0,-433,-120,27,179,152,112,89,174,298,165,1680.0
6_50_300_20_nonfl,2594,1657,71.9378698224852,0.2396449704142012,36.08875739644971,0,124,209,343,488,345,1275,959,1.5,-1.0,-495,-300,0,223,223,48,81,205,462,133,1700.0
6_30_300_36_float,2653,1657,70.56782334384856,17.998422712933756,44.28312302839116,0,265,84,285,459,345,1596,818,0.0,-1.0,-403,-255,4,263,259,43,1,266,474,159,1720.0
4_40_500_28_nonfl,2671,1657,44.19692307692308,0.14461538461538462,22.170769230769228,0,127,224,299,446,345,1275,631,0.0,-1.0,-682,-500,5,260,255,28,78,205,431,141,1730.0
4_70_500_36_nonfl,1374,1657,10.297752808988763,4.353932584269663,7.3258426966292145,0,127,197,210,289,345,717,650,0.0,-1.0,-999,-500,31,117,86,7,79,206,334,121,1760.0
8_60_300_36_nonfl,1371,1657,26.023166023166024,15.115830115830116,20.56949806949807,0,121,188,209,295,345,1209,717,0.0,-1.0,-999,-300,38,128,90,17,80,201,308,130,1770.0
8_50_500_36_nonfl,1377,1657,12.013461538461538,-1.303846153846154,6.658653846153847,0,121,195,204,292,345,717,650,0.0,-1.0,-999,-500,38,133,95,10,78,199,331,111,1790.0
6_40_100_28_nonfl,2534,1657,178.06451612903226,39.64838709677419,108.85645161290323,0,101,164,355,511,345,1597,663,6.0,-1.0,-682,-120,9,198,189,98,83,184,357,180,1830.0
6_70_300_36_nonfl,1369,1657,23.92528735632184,19.375478927203066,21.65038314176245,0,123,186,213,292,345,1209,1028,0.0,-1.0,-999,-300,37,125,88,16,79,202,310,133,1830.0
4_70_700_36_nonfl,1363,1657,9.942379182156133,-0.14869888475836432,5.045539033457249,0,128,201,209,290,345,717,636,0.0,-1.0,-999,-700,31,117,86,6,79,207,340,119,1850.0
4_40_500_36_float,2695,1657,19.9171875,15.6359375,17.7765625,0,283,107,250,431,345,924,818,0.0,-1.0,-656,-382,4,272,268,18,1,284,484,155,1960.0
2_60_500_20_nonfl,2668,1657,59.28358208955224,-14.640298507462688,36.96194029850745,1,127,213,330,466,345,1275,959,0.0,-1.0,-495,-645,0,212,212,36,79,206,468,123,2000.0
2_40_500_36_float,2702,1657,19.9171875,15.6359375,17.7765625,0,283,107,250,431,345,924,818,0.0,-1.0,-656,-382,4,273,269,18,1,284,484,155,2030.0
8_30_700_20_nonfl,2628,1657,73.73363095238095,-30.76636904761905,52.25,2,125,197,350,488,345,1275,495,2.0,-1.0,-398,-756,2,220,218,49,79,204,490,103,2040.0
10_40_300_36_nonfl,1365,1657,51.47551020408163,6.683673469387755,29.07959183673469,0,114,163,213,292,345,1597,592,0.0,-1.0,-999,-300,50,138,88,25,74,188,310,106,2140.0
8_50_700_36_nonfl,1344,1657,10.325,-5.921153846153847,8.123076923076923,0,124,195,201,289,345,717,592,0.0,-1.0,-999,-700,38,131,93,8,78,202,333,109,2150.0
6_70_500_36_nonfl,1344,1657,9.956273764258556,4.674904942965781,7.315589353612168,0,125,195,206,285,345,717,650,0.0,-1.0,-999,-500,33,119,86,7,77,202,329,120,2180.0
4_60_100_20_nonfl,2593,1657,143.37155963302754,37.18960244648318,90.28058103975536,0,110,189,355,509,345,1597,966,3.0,-1.0,-495,-120,1,174,173,84,83,193,385,186,2220.0
8_30_100_28_nonfl,2509,1657,221.96812080536915,25.69463087248322,123.83137583892618,0,95,124,377,531,345,1597,663,27.5,-1.0,-433,-130,16,180,164,116,85,180,355,156,2305.0
6_70_700_36_nonfl,1329,1657,9.638257575757576,0.10606060606060606,4.872159090909091,0,126,197,205,285,345,717,636,0.0,-1.0,-999,-700,33,118,85,6,77,203,333,118,2320.0
10_40_100_20_nonfl,2552,1657,162.29783950617283,25.021604938271604,93.6597222222222,0,107,166,375,532,345,1623,966,8.0,-1.0,-495,-120,6,175,169,99,82,189,405,161,2370.0
2_70_500_20_float,2706,1657,68.38358208955223,-7.441791044776119,37.91268656716418,1,281,79,310,466,345,1274,962,0.0,-1.0,-499,-948,0,211,211,41,1,282,543,126,2380.0
8_60_500_36_nonfl,1328,1657,10.333976833976834,1.3552123552123552,5.844594594594594,0,123,195,200,286,345,717,650,0.0,-1.0,-999,-500,38,126,88,8,78,201,325,115,2380.0
4_70_700_20_float,2711,1657,73.97910447761193,-14.1,44.039552238805975,2,283,73,314,467,345,1274,962,0.0,-1.0,-499,-948,0,210,210,41,1,284,548,121,2450.0
8_30_500_20_nonfl,2661,1657,69.46884272997033,-22.885756676557865,46.177299703264104,1,125,199,350,495,345,1275,495,2.0,-1.0,-473,-645,2,224,222,51,79,204,489,106,2510.0
2_30_300_36_nonfl,2737,1657,63.93690851735016,14.512618296529968,39.22476340694006,0,124,205,305,457,345,1597,631,0.0,-1.0,-402,-300,5,273,268,41,88,212,388,158,2530.0
4_40_300_28_nonfl,2738,1657,61.310769230769225,7.48,34.39538461538461,0,123,218,309,457,345,1597,631,0.0,-1.0,-682,-300,5,260,255,38,81,204,416,153,2540.0
8_70_300_36_nonfl,1305,1657,24.118677042801558,16.957198443579767,20.53793774319066,0,123,184,207,286,345,1209,1028,0.0,-1.0,-999,-300,38,122,84,16,79,202,306,129,2600.0
2_40_700_28_nonfl,2761,1657,41.13981762917933,-4.764437689969605,22.95212765957447,0,128,230,300,449,345,1275,631,0.0,-1.0,-682,-756,3,278,275,25,78,206,435,145,2610.0
10_70_100_36_nonfl,1336,1657,118.60805084745763,55.692796610169495,87.15042372881358,0,85,154,233,320,345,1485,1050,0.0,-1.0,-1038,-120,55,135,80,63,73,158,245,154,2620.0
8_60_700_36_nonfl,1302,1657,8.63899613899614,-3.2799227799227797,5.95945945945946,0,126,195,197,283,345,717,636,0.0,-1.0,-999,-700,38,124,86,6,78,204,327,113,2670.0
10_30_500_36_nonfl,1320,1657,26.78252032520325,-3.67479674796748,15.228658536585364,0,117,173,202,287,345,923,650,0.0,-1.0,-359,-500,50,143,93,15,73,190,323,96,2670.0
4_30_700_36_float,2770,1657,22.182662538699695,13.289473684210524,17.736068111455108,0,289,106,251,442,345,962,818,0.0,-1.0,-473,-382,4,282,278,18,1,290,488,157,2710.0
2_60_700_20_nonfl,2744,1657,64.95223880597014,-24.00149253731343,44.47686567164179,2,127,209,334,466,345,1275,959,0.0,-1.0,-495,-756,0,221,221,36,79,206,473,118,2760.0
2_60_100_20_nonfl,2649,1657,143.37155963302754,37.18960244648318,90.28058103975536,0,110,189,355,513,345,1597,966,3.0,-1.0,-495,-120,1,183,182,84,83,193,385,186,2860.0
10_50_300_36_nonfl,1300,1657,45.92213114754098,8.48360655737705,27.202868852459016,0,115,165,208,284,345,1597,592,0.0,-1.0,-999,-300,50,133,83,23,74,189,305,109,2940.0
10_60_300_20_float,2704,1657,82.17210682492582,8.77893175074184,45.475519287833826,0,271,77,326,495,345,1274,962,0.0,-1.0,-499,-270,0,218,218,52,0,271,536,138,2940.0
2_40_500_28_nonfl,2788,1657,43.6265243902439,0.75,22.18826219512195,0,127,228,301,454,345,1275,631,0.0,-1.0,-682,-500,4,280,276,28,78,205,433,145,2970.0
4_40_300_36_float,2800,1657,53.059375,22.6578125,37.85859375,0,273,97,270,450,345,1596,818,0.0,-1.0,-656,-255,4,274,270,33,1,274,476,163,3010.0
2_40_300_36_float,2806,1657,53.059375,22.6578125,37.85859375,0,273,97,270,450,345,1596,818,0.0,-1.0,-656,-255,4,275,271,33,1,274,476,163,3070.0
10_60_500_20_float,2731,1657,71.69881305637982,-7.946587537091987,39.822700296735896,1,279,75,320,488,345,1274,962,0.0,-1.0,-499,-948,0,226,226,45,1,280,550,123,3070.0
8_70_500_36_nonfl,1273,1657,10.025291828793774,1.3715953307392996,5.698443579766537,0,125,191,198,277,345,717,650,0.0,-1.0,-999,-500,38,120,82,7,77,202,323,114,3100.0
10_30_700_36_nonfl,1280,1657,22.965447154471544,-6.416666666666668,14.691056910569106,0,120,175,197,282,345,923,592,0.0,-1.0,-359,-700,50,140,90,12,73,193,323,96,3140.0
8_50_100_20_nonfl,2650,1657,146.5136778115501,33.16565349544073,89.83966565349544,0,110,181,367,529,345,1623,966,3.0,-1.0,-495,-120,3,197,194,91,81,191,403,174,3210.0
4_30_500_36_float,2822,1657,28.046439628482965,13.521671826625385,20.78405572755418,0,279,104,263,450,345,962,818,0.0,-1.0,-473,-382,4,286,282,24,1,280,488,157,3230.0
10_60_700_20_float,2759,1657,77.26112759643917,-14.565281899109793,45.91320474777448,2,281,69,324,484,345,1274,962,0.0,-1.0,-499,-948,0,224,224,45,1,282,555,118,3270.0
10_40_500_36_nonfl,1283,1657,13.963265306122448,-1.3061224489795915,7.634693877551019,0,117,179,194,275,345,717,650,0.0,-1.0,-999,-500,50,136,86,11,73,190,319,98,3280.0
8_70_700_36_nonfl,1256,1657,9.74124513618677,-3.299610894941634,6.5204280155642005,0,126,191,197,276,345,717,636,0.0,-1.0,-999,-700,38,119,81,6,77,203,325,112,3280.0
8_60_300_20_float,2737,1657,82.17210682492582,8.77893175074184,45.475519287833826,0,271,77,326,496,345,1274,962,0.0,-1.0,-499,-270,0,221,221,52,0,271,536,138,3290.0
2_70_700_20_float,2807,1657,73.97910447761193,-14.1,44.039552238805975,2,283,73,314,469,345,1274,962,0.0,-1.0,-499,-948,0,222,222,41,1,284,548,121,3450.0
4_50_500_20_nonfl,2773,1657,60.84218289085546,-15.657817109144542,38.25,1,127,209,342,489,345,1275,959,1.0,-1.0,-495,-645,0,249,249,40,80,207,476,122,3510.0
8_60_500_20_float,2775,1657,71.69881305637982,-7.946587537091987,39.822700296735896,1,279,75,320,489,345,1274,962,0.0,-1.0,-499,-948,0,230,230,45,1,280,550,123,3530.0
6_60_300_20_float,2765,1657,82.17210682492582,8.77893175074184,45.475519287833826,0,271,77,326,497,345,1274,962,0.0,-1.0,-499,-270,0,224,224,52,0,271,536,138,3590.0
4_50_700_20_nonfl,2792,1657,66.44395280235989,-24.90855457227139,45.67625368731564,2,127,205,346,486,345,1275,959,2.0,-1.0,-495,-756,0,249,249,40,80,207,481,117,3640.0
4_50_300_20_nonfl,2770,1657,71.92330383480827,0.7743362831858407,36.348820058997056,0,124,209,345,497,345,1275,959,2.0,-1.0,-495,-300,0,243,243,48,81,205,462,135,3640.0
10_40_100_36_float,2668,1657,189.99331103678932,43.792642140468224,116.89297658862877,0,168,91,339,524,345,1596,662,8.5,-1.0,-672,-100,15,227,212,103,1,169,413,184,3665.0
10_40_700_36_nonfl,1246,1657,12.283673469387756,-5.797959183673469,9.040816326530612,0,120,179,191,271,345,717,592,0.0,-1.0,-999,-700,50,133,83,9,73,193,321,96,3700.0
10_60_300_36_nonfl,1241,1657,30.32716049382716,15.024691358024693,22.67592592592593,0,117,172,197,274,345,1209,717,0.0,-1.0,-999,-300,50,129,79,17,74,191,296,116,3710.0
8_30_300_20_nonfl,2748,1657,86.2707100591716,-9.483727810650887,47.87721893491124,0,122,199,355,511,345,1370,631,2.0,-1.0,-473,-300,2,227,225,62,81,203,477,118,3710.0
4_30_700_28_nonfl,2843,1657,45.776595744680854,-8.565349544072948,27.170972644376906,0,126,220,312,464,345,1275,631,0.0,-1.0,-682,-756,5,280,275,31,82,208,441,135,3730.0
4_30_100_36_nonfl,2639,1657,217.37542087542087,41.814814814814824,129.59511784511784,0,85,142,367,541,345,1597,663,20.0,-1.0,-433,-120,18,221,203,115,92,177,316,186,3780.0
10_50_500_36_nonfl,1239,1657,13.61065573770492,-1.602459016393443,7.606557377049182,0,117,179,192,271,345,717,650,0.0,-1.0,-999,-500,50,131,81,10,73,190,317,98,3800.0
2_40_300_28_nonfl,2850,1657,60.58384146341464,8.018292682926829,34.30106707317073,0,123,222,311,465,345,1597,631,0.0,-1.0,-682,-300,4,278,274,38,81,204,418,157,3810.0
8_60_700_20_float,2814,1657,77.26112759643917,-14.565281899109793,45.91320474777448,2,281,69,324,485,345,1274,962,0.0,-1.0,-499,-948,0,229,229,45,1,282,555,118,3840.0
6_60_500_20_float,2820,1657,71.69881305637982,-7.946587537091987,39.822700296735896,1,279,75,320,490,345,1274,962,0.0,-1.0,-499,-948,0,234,234,45,1,280,550,123,4000.0
4_60_300_20_float,2807,1657,82.17210682492582,8.77893175074184,45.475519287833826,0,271,77,326,497,345,1274,962,0.0,-1.0,-499,-270,0,228,228,52,0,271,536,138,4010.0
10_50_700_36_nonfl,1207,1657,11.811475409836063,-6.112704918032787,8.962090163934427,0,120,179,189,268,345,717,592,0.0,-1.0,-999,-700,50,129,79,8,73,193,319,96,4150.0
10_70_300_36_nonfl,1197,1657,27.450413223140497,16.919421487603305,22.1849173553719,0,119,170,195,267,345,1209,1028,0.0,-1.0,-999,-300,50,124,74,16,74,193,294,116,4270.0
10_60_500_36_nonfl,1198,1657,11.82716049382716,1.2304526748971194,6.52880658436214,0,119,179,188,265,345,717,650,0.0,-1.0,-999,-500,50,127,77,8,73,192,311,102,4310.0
2_60_300_20_float,2839,1657,82.17210682492582,8.77893175074184,45.475519287833826,0,271,77,326,497,345,1274,962,0.0,-1.0,-499,-270,0,230,230,52,0,271,536,138,4330.0
4_30_500_28_nonfl,2895,1657,55.41945288753799,-3.992401215805471,29.70592705167173,0,125,214,319,472,345,1370,631,0.0,-1.0,-682,-500,5,285,280,36,82,207,441,135,4410.0
