run	alignments_in_new_total	alignments_in_old_total	average_end_difference	average_start_difference	average_start_or_end_difference	combined_in_new	end_did_not_change	ends_earlier_in_new	ends_later_in_new	max_end_difference	max_start_difference	median_end_difference	median_start_difference	min_end_difference	min_start_difference	not_in_new	not_in_new_plus_not_in_old	not_in_old	split_in_new	start_did_not_change	start_or_end_did_not_change	starts_earlier_in_new	starts_later_in_new
2_70_500_36_nonfl	1400	1657	22.593697478991597	8.393697478991596	15.493697478991596	1	376	830	1174	1388	960	0.0	-1.0	-1109	-520	204	357	153	55	314	690	1441	625
2_30_300_12_float	13755	1657	192.97545454545454	-20.984536082474225	106.97999531396438	4	662	227	2411	1590	683	72.0	-1.0	-473	-775	0	10971	10971	743	25	687	2844	429
6_70_500_28_float	1849	1657	42.43502432244615	2.2116052814454483	22.3233148019458	2	939	506	1433	1280	962	0.0	-1.0	-1108	-519	79	369	290	108	16	955	2190	672
6_40_100_20_nonfl	3283	1657	134.4171954314721	24.173540609137056	79.29536802030458	0	321	851	1980	1623	969	19.5	-1.0	-888	-149	19	1063	1044	488	323	644	1931	898
4_50_300_36_nonfl	1854	1657	46.19637345679013	19.892746913580247	33.04456018518519	0	358	875	1359	1597	1211	2.0	-1.0	-999	-320	142	552	410	140	333	691	1531	728
10_70_700_20_nonfl	1907	1657	75.38865836791148	-21.295093296475468	48.34187583219347	14	398	833	1661	1275	963	5.0	-1.0	-1109	-821	71	328	257	181	347	745	1976	571
2_70_500_28_nonfl	1751	1657	38.40342124019957	-2.9422665716322167	20.672843905915894	2	405	932	1469	1275	960	2.0	-1.0	-1109	-520	92	338	246	95	338	743	1816	652
10_40_100_28_float	3613	1657	126.6727868852459	37.49639344262295	82.08459016393442	0	691	591	1768	1596	901	13.0	-1.0	-890	-119	36	1492	1456	460	24	715	2042	984
8_30_500_36_float	2359	1657	44.8855421686747	9.947554925584692	27.416548547129693	3	881	539	1402	1385	901	0.0	-1.0	-661	-588	91	876	785	151	15	896	2066	741
4_30_100_28_float	6139	1657	163.93030491599254	26.646235220908526	95.28827006845053	0	663	495	2056	1596	957	32.5	-1.0	-889	-119	12	3639	3627	613	24	687	2239	951
2_60_500_28_nonfl	1893	1657	40.13699582753825	-2.381432545201669	21.25921418636996	2	405	957	1514	1275	960	2.0	-1.0	-817	-520	84	422	338	106	343	748	1862	671
4_50_700_36_nonfl	1756	1657	27.780078125	3.589453125	15.684765624999999	10	385	893	1282	1388	806	1.0	-1.0	-999	-821	143	547	404	65	337	722	1545	678
4_40_700_20_float	4015	1657	92.5822002472188	-18.831273176761435	55.70673671199012	13	939	412	1885	1280	755	12.0	-1.0	-513	-948	2	2027	2025	303	20	959	2607	609
8_50_700_36_nonfl	1344	1657	35.45810810810811	-1.513063063063063	18.485585585585586	10	355	740	1125	1388	806	2.0	-1.0	-999	-720	256	418	162	65	298	653	1377	545
8_60_100_20_nonfl	2402	1657	121.64151576123407	31.852448021462106	76.74698189134809	0	329	876	1777	1597	966	12.0	-1.0	-838	-120	55	457	402	394	304	633	1764	914
6_40_700_20_float	3915	1657	92.5822002472188	-18.831273176761435	55.70673671199012	13	939	412	1885	1280	755	12.0	-1.0	-513	-948	2	1927	1925	303	20	959	2607	609
6_40_700_20_nonfl	2955	1657	81.31849747474747	-25.19305993690852	53.25577870582799	15	407	862	1899	1275	963	9.0	-2.0	-513	-821	10	1087	1077	246	369	776	2213	588
8_50_300_36_float	1990	1657	52.9903129657228	21.307004470938896	37.14865871833085	0	827	517	1340	1596	957	0.0	-1.0	-998	-319	120	604	484	153	15	842	1920	749
6_70_100_36_nonfl	1489	1657	68.78983516483517	66.70650183150182	67.7481684981685	0	234	828	1122	1487	1211	2.0	0.0	-1114	-120	273	413	140	220	260	494	1039	885
6_70_500_36_nonfl	1344	1657	23.77014010507881	7.462346760070052	15.61624343257443	1	370	788	1126	1388	960	0.0	-1.0	-1109	-520	232	377	145	55	299	669	1395	590
6_30_300_20_nonfl	3303	1657	96.20099255583126	-12.287841191066997	54.24441687344913	2	395	864	1965	1383	806	12.0	-1.0	-625	-546	10	1283	1273	345	373	768	2254	597
10_30_500_12_nonfl	3660	1657	148.61076923076922	-39.423692307692306	94.01723076923076	9	346	637	2267	1490	506	41.0	-4.0	-486	-1005	5	1272	1267	554	324	670	2513	413
10_50_300_12_nonfl	3249	1657	136.08048477315103	-21.35425730267247	78.71737103791175	5	356	687	2175	1588	960	34.0	-4.0	-517	-443	8	1006	998	482	305	661	2422	491
2_40_500_36_float	2702	1657	33.18200408997955	13.996591683708248	23.589297886843898	2	913	612	1409	1385	901	0.0	-1.0	-804	-519	62	1161	1099	125	15	928	2118	801
4_40_300_36_nonfl	2043	1657	64.49209932279909	15.348382242287434	39.92024078254326	0	348	847	1463	1597	1143	3.0	-1.0	-999	-320	136	639	503	191	351	699	1574	733
2_70_100_36_float	1612	1657	67.69639794168096	65.12006861063465	66.4082332761578	0	567	625	1140	1506	1203	0.0	-1.0	-1116	-119	220	397	177	230	11	578	1405	916
6_70_100_20_nonfl	2274	1657	101.96780684104628	35.13782696177062	68.55281690140845	0	334	940	1708	1499	966	8.0	-1.0	-1113	-120	56	403	347	344	305	639	1731	946
6_60_100_28_float	2197	1657	100.38521677327647	45.208955223880594	72.79708599857852	0	698	599	1517	1596	1117	4.0	-1.0	-1155	-119	100	471	371	331	18	716	1845	951
10_50_700_12_float	6779	1657	177.15888137676706	-39.999078057775044	108.57897971727105	13	672	282	2300	1494	845	61.0	-1.0	-847	-1162	1	4241	4240	640	25	697	2743	486
4_40_100_20_float	4058	1657	143.88178415470992	24.447910168434184	84.16484716157206	0	758	461	1987	1628	972	24.5	-1.0	-895	-174	11	1732	1721	538	25	783	2296	885
4_60_500_12_nonfl	4371	1657	130.47708978328174	-34.808049535603715	82.64256965944273	9	363	716	2151	1490	959	30.0	-4.0	-486	-1005	3	2193	2190	439	300	663	2441	489
6_70_300_12_float	5496	1657	155.7420659614188	-11.469819539514624	83.60594275046671	4	746	309	2159	1580	962	46.0	-1.0	-517	-775	2	3159	3157	524	22	768	2647	545
4_50_500_28_float	2297	1657	46.87957418496341	1.9208250166333998	24.400199600798405	2	945	535	1526	1280	962	2.0	-1.0	-815	-519	58	692	634	140	16	961	2296	694
4_50_500_36_float	1928	1657	29.24425500370645	11.70459599703484	20.474425500370643	1	894	538	1266	1385	957	0.0	-1.0	-998	-519	112	594	482	89	15	909	1963	720
4_50_300_36_float	1999	1657	52.31037037037037	21.18111111111111	36.74574074074074	0	831	522	1347	1596	957	0.0	-1.0	-998	-319	115	600	485	153	15	846	1931	754
2_60_500_20_nonfl	2668	1657	69.23793103448276	-16.17230576441103	42.70511839944689	6	420	922	1848	1275	959	6.0	-1.0	-495	-746	9	853	844	196	363	783	2210	619
10_60_300_36_float	1678	1657	45.92319873317498	23.506730007917657	34.71496437054632	0	811	472	1243	1385	1144	0.0	-1.0	-1108	-319	167	453	286	125	13	824	1808	705
10_30_300_12_float	8602	1657	192.97545454545454	-20.984536082474225	106.97999531396438	4	662	227	2411	1590	683	72.0	-1.0	-473	-775	0	5818	5818	743	25	687	2844	429
2_70_100_20_float	2548	1657	111.45490454246215	35.53982883475971	73.49736668861092	0	794	537	1707	1506	965	8.0	-1.0	-1110	-119	39	588	549	377	19	813	2077	942
10_50_100_28_nonfl	1898	1657	132.62820512820514	39.19591346153846	85.9120592948718	0	248	729	1519	1597	1116	15.0	-1.0	-1157	-120	184	370	186	367	278	526	1393	825
10_70_300_36_nonfl	1197	1657	37.93017578125	20.98974609375	29.4599609375	0	326	689	1033	1388	1211	1.0	-1.0	-1109	-320	310	389	79	91	272	598	1229	547
4_60_100_28_nonfl	2037	1657	100.60347376201035	45.30118255728012	72.95232815964523	0	271	916	1519	1499	1336	5.0	-1.0	-1157	-120	130	418	288	323	295	566	1469	942
10_70_300_20_nonfl	1939	1657	72.55528846153847	-3.5800137362637363	38.0676510989011	2	399	865	1648	1336	960	4.0	-1.0	-1109	-546	75	325	250	207	344	743	1958	610
10_30_500_28_float	3543	1657	62.50193174500966	-2.492273019961365	32.49710238248551	4	929	527	1650	1383	805	3.0	-1.0	-712	-588	27	1750	1723	228	17	946	2405	684
2_30_300_28_float	6337	1657	85.72766749379653	3.578473945409429	44.65307071960298	2	885	532	1807	1596	957	7.5	-1.0	-889	-553	10	4356	4346	318	18	903	2460	746
6_70_500_28_nonfl	1629	1657	41.19452773613193	-3.5775862068965516	22.386056971514243	2	396	874	1398	1275	960	2.0	-1.0	-1109	-520	120	313	193	95	327	723	1722	619
6_40_500_20_nonfl	2975	1657	74.43957420162805	-19.388610763454317	46.91409248254118	6	413	882	1899	1275	806	8.0	-2.0	-561	-746	10	1095	1085	244	367	780	2241	588
6_50_700_36_float	1890	1657	31.022539444027046	8.9526671675432	19.98760330578512	12	898	518	1246	1385	957	0.0	-1.0	-998	-822	112	587	475	76	15	913	1929	718
10_50_700_28_nonfl	1541	1657	53.95388349514563	-9.157362459546926	31.555622977346278	10	378	754	1340	1275	963	3.0	-1.0	-647	-720	184	365	181	108	306	684	1624	542
2_30_700_12_float	21426	1657	192.1929181929182	-43.03449328449329	117.61370573870575	13	640	259	2377	1494	845	71.0	-1.0	-847	-1162	0	18676	18676	734	26	666	2825	425
4_40_700_20_nonfl	3341	1657	80.77684667908132	-24.609801488833746	52.693324083957535	15	410	882	1930	1275	963	9.0	-2.0	-513	-821	4	1440	1436	246	371	781	2248	605
10_40_100_12_nonfl	3598	1657	172.1785046728972	3.570404984423676	87.87445482866043	3	307	644	2259	1588	806	45.0	-1.0	-600	-209	11	1053	1042	638	316	623	2239	655
2_40_700_28_float	3228	1657	52.0068093385214	-1.7457846952010376	26.87629701686122	11	959	534	1591	1280	805	3.0	-1.0	-712	-948	24	1520	1496	164	17	976	2345	722
4_30_100_36_float	3460	1657	158.85492577597842	41.15350877192982	100.00421727395411	0	585	594	1785	1596	901	22.0	-1.0	-868	-119	56	1258	1202	542	24	609	1868	1072
4_40_500_12_nonfl	5410	1657	140.4734107579462	-37.85146699266504	89.16243887530561	9	358	667	2247	1490	506	38.0	-4.0	-486	-1005	2	3075	3073	517	317	675	2502	453
4_40_500_20_float	3958	1657	87.32114320835895	-14.02027027027027	50.67070673931461	5	949	420	1885	1280	805	11.0	-1.0	-561	-948	3	1960	1957	304	20	969	2631	605
10_50_300_28_float	2301	1657	61.744594594594595	10.993243243243244	36.36891891891892	0	879	525	1556	1596	962	3.0	-1.0	-815	-319	71	678	607	188	15	894	2223	722
4_60_300_12_float	7140	1657	163.6046942557134	-13.567634342186535	88.58616429894997	4	724	294	2220	1580	962	53.0	-1.0	-513	-775	1	4708	4707	578	23	747	2701	514
6_60_700_12_nonfl	3796	1657	134.75543816034804	-45.48320895522388	90.11932355778596	14	358	709	2151	1490	959	31.0	-4.0	-981	-1005	3	1616	1613	444	294	652	2429	493
4_40_700_12_nonfl	5635	1657	143.97667280540207	-48.01781326781327	95.99724303660767	14	355	665	2238	1490	700	38.0	-5.0	-981	-1005	2	3301	3299	522	311	666	2488	457
10_70_100_12_float	3626	1657	165.32507936507938	16.99142857142857	91.15825396825397	2	698	384	2068	1580	962	36.5	-1.0	-868	-160	11	1239	1228	568	21	719	2393	736
4_50_100_28_float	2559	1657	109.25154639175258	42.13917525773196	75.69536082474227	0	681	607	1622	1596	962	8.0	-1.0	-1155	-119	81	690	609	381	20	701	1931	959
4_70_500_28_nonfl	1701	1657	39.37110789283128	-3.2118030412744387	21.29145546705286	2	403	913	1446	1275	960	2.0	-1.0	-1109	-520	104	322	218	95	336	739	1787	639
10_60_100_20_nonfl	2268	1657	125.55746730901583	30.675843083275982	78.11665519614591	0	320	843	1743	1597	966	12.0	-1.0	-838	-120	76	383	307	393	297	617	1724	885
6_50_700_20_nonfl	2565	1657	79.04802798982189	-23.425301970756514	51.236664980289206	14	411	867	1866	1275	963	9.0	-1.0	-513	-821	14	749	735	221	368	779	2183	595
10_50_500_12_float	6295	1657	173.44036697247705	-30.729357798165136	102.08486238532109	7	689	273	2308	1494	836	60.0	-1.0	-757	-1008	1	3749	3748	640	25	714	2773	472
2_70_100_28_float	1986	1657	92.07553426676492	47.09690493736183	69.58621960206338	0	693	576	1445	1506	1117	3.0	-1.0	-1155	-119	116	379	263	298	18	711	1776	920
4_70_500_36_nonfl	1374	1657	23.533390410958905	7.347602739726027	15.440496575342467	1	376	800	1160	1388	960	0.0	-1.0	-1109	-520	218	367	149	55	311	687	1421	604
4_50_300_12_float	8024	1657	175.04136029411765	-16.497242647058822	95.76930147058823	4	696	268	2300	1590	776	61.0	-1.0	-457	-775	0	5476	5476	637	23	719	2749	492
6_40_100_12_nonfl	4384	1657	171.2297213622291	3.891950464396285	87.56083591331269	3	309	651	2270	1588	806	45.0	-1.0	-600	-209	7	1823	1816	640	317	626	2252	661
10_60_700_20_float	2759	1657	86.58281053952321	-16.677227101631118	51.63001882057716	13	960	420	1808	1280	962	8.0	-1.0	-513	-948	8	880	872	245	19	979	2546	623
8_30_500_20_float	6780	1657	96.6859756097561	-16.556368068251068	56.62117183900358	5	923	407	1950	1383	805	15.0	-1.0	-561	-948	1	4696	4695	359	21	944	2682	579
8_50_100_20_float	3185	1657	133.5875796178344	29.7828025477707	81.68519108280255	0	769	488	1883	1628	972	18.5	-1.0	-895	-174	22	1012	990	471	21	790	2201	918
2_50_300_36_nonfl	1878	1657	45.0438262195122	20.63986280487805	32.841844512195124	0	358	897	1369	1597	1211	2.0	-1.0	-999	-320	134	552	418	140	336	694	1548	740
4_60_500_20_float	2882	1657	81.25702685821362	-11.591760299625468	46.42439357891954	5	970	427	1805	1280	962	8.0	-1.0	-499	-948	8	996	988	243	19	989	2564	621
2_40_300_36_nonfl	2484	1657	57.1030345800988	18.664784756527876	37.883909668313336	0	352	959	1523	1597	1143	3.0	-1.0	-999	-320	85	941	856	191	369	721	1661	804
6_50_300_28_nonfl	2035	1657	58.755174875089224	7.776945039257673	33.26605995717345	0	373	891	1538	1597	960	3.0	-1.0	-817	-320	96	542	446	169	342	715	1777	683
10_60_500_20_nonfl	2018	1657	73.19332879509871	-15.695578231292517	44.44445351319561	6	407	841	1690	1275	959	5.0	-1.0	-495	-746	66	387	321	195	345	752	2023	572
10_70_700_20_float	2534	1657	82.12713472485768	-15.939633375474083	49.033384050165886	13	961	436	1765	1280	962	6.0	-1.0	-513	-948	9	706	697	221	19	980	2509	636
6_60_100_20_nonfl	2494	1657	118.78533685601057	31.56571994715984	75.17552840158521	0	331	899	1798	1597	966	11.0	-1.0	-888	-120	42	513	471	394	309	640	1788	931
8_70_100_36_float	1606	1657	68.71490094745909	65.40654608096469	67.06072351421189	0	565	620	1137	1506	1203	0.0	-1.0	-1116	-119	225	401	176	230	11	576	1397	914
6_30_100_28_nonfl	2832	1657	176.8519944016795	24.992652204338697	100.9223233030091	0	241	698	1919	1597	806	36.0	-1.0	-768	-130	91	701	610	561	335	576	1656	867
10_60_700_12_nonfl	3088	1657	135.58124215809283	-45.83490269930948	90.70807242870116	14	355	702	2131	1490	959	32.0	-4.0	-981	-1005	9	929	920	444	293	648	2407	486
8_60_500_28_nonfl	1685	1657	43.886864085041765	-4.35041761579347	24.118640850417616	2	389	857	1388	1275	960	2.0	-1.0	-817	-520	140	391	251	106	324	713	1703	607
2_50_300_20_float	3195	1657	91.27213216957605	-2.135286783042394	46.70370947630922	3	931	439	1838	1288	962	10.0	-1.0	-625	-883	8	1228	1220	306	16	947	2544	648
2_40_100_12_nonfl	5352	1657	171.2297213622291	3.891950464396285	87.56083591331269	3	309	651	2270	1588	806	45.0	-1.0	-600	-209	6	2790	2784	640	317	626	2252	661
10_70_700_36_nonfl	1147	1657	32.164538310412574	0.09184675834970531	16.12819253438114	10	344	675	1017	1388	806	0.0	-1.0	-1109	-720	305	382	77	50	281	625	1259	496
10_60_500_12_nonfl	3063	1657	131.2596875	-34.74875	83.00421875	9	360	709	2131	1490	959	30.5	-4.0	-486	-1005	10	907	897	439	299	659	2419	482
4_50_500_20_nonfl	2773	1657	71.51026757934038	-17.4101368159204	44.46020219763039	6	420	905	1889	1275	959	8.0	-1.0	-513	-746	9	918	909	218	367	787	2238	611
2_60_100_28_float	2205	1657	100.2901278409091	45.17613636363637	72.73313210227273	0	698	601	1517	1596	1117	4.0	-1.0	-1155	-119	99	477	378	331	18	716	1847	951
8_30_300_12_nonfl	4209	1657	150.2632541133455	-26.31322364411944	88.28823887873247	5	347	642	2293	1588	776	42.5	-4.0	-505	-654	2	1767	1765	576	323	670	2520	439
10_60_500_28_nonfl	1518	1657	48.326752618855764	-4.039081385979049	26.182917002417405	2	384	779	1319	1275	960	2.0	-1.0	-817	-520	183	343	160	106	302	686	1624	556
4_30_500_12_float	14684	1657	188.41033434650456	-33.60577507598784	111.0080547112462	7	657	243	2390	1494	836	70.0	-1.0	-757	-1008	0	11929	11929	731	26	683	2847	417
8_40_500_12_float	8138	1657	179.14029214850882	-31.29032258064516	105.21530736457699	7	679	261	2346	1494	836	65.0	-1.0	-757	-1008	0	5493	5493	679	25	704	2807	454
6_50_500_12_nonfl	4076	1657	135.5319214241866	-36.673112338858196	86.1025168815224	9	360	684	2214	1490	636	35.0	-4.0	-486	-1005	3	1819	1816	480	311	671	2479	468
10_60_300_20_float	2704	1657	84.03930817610063	-0.820125786163522	42.429716981132074	3	945	456	1779	1288	962	7.0	-1.0	-804	-883	12	801	789	274	15	960	2511	654
6_70_300_20_nonfl	2169	1657	68.49935358758889	-3.30672268907563	35.903038138332256	2	408	929	1757	1336	969	4.0	-1.0	-1109	-546	29	416	387	209	359	767	2087	648
8_70_300_28_nonfl	1600	1657	52.74199843871975	7.4192037470726	30.080601092896174	0	368	820	1374	1275	1077	2.0	-1.0	-1109	-320	151	329	178	133	317	685	1618	627
2_60_300_36_nonfl	1588	1657	33.8080971659919	23.748987854251013	28.778542510121458	0	353	861	1256	1388	1211	2.0	-1.0	-1109	-320	181	425	244	105	318	671	1445	707
10_50_100_12_nonfl	3325	1657	161.3253618628068	9.030522341095029	85.17794210195092	3	312	692	2174	1588	960	37.0	-1.0	-699	-209	13	925	912	575	306	618	2159	713
10_30_700_20_nonfl	2280	1657	93.45971563981043	-28.32746955345061	60.89359259663052	15	384	769	1801	1383	963	11.0	-1.0	-513	-821	64	525	461	284	355	739	2090	511
2_70_300_28_nonfl	1766	1657	47.364290856731465	9.114470842332613	28.23938084953204	0	382	912	1484	1275	1077	2.0	-1.0	-1109	-320	101	337	236	133	335	717	1755	688
6_60_500_12_float	7644	1657	166.3179581795818	-28.800123001230013	97.55904059040591	7	713	297	2242	1494	962	54.0	-1.0	-757	-1008	1	5200	5199	588	26	739	2734	492
10_70_500_12_nonfl	2900	1657	126.16635338345864	-33.48684210526316	79.8265977443609	9	364	734	2094	1490	959	26.0	-4.0	-495	-1005	11	798	787	404	298	662	2393	501
6_60_100_12_float	4354	1657	177.1293157564344	12.95731324544884	95.04331450094162	2	679	350	2157	1580	962	45.0	-1.0	-868	-160	8	1846	1838	628	22	701	2466	698
10_60_700_28_float	1958	1657	47.29338842975206	-1.0492424242424243	24.171315426997243	11	948	507	1449	1280	962	0.0	-1.0	-805	-822	71	451	380	110	17	965	2197	690
2_50_100_36_nonfl	2129	1657	95.3120184899846	58.64291217257319	76.97746533127889	0	238	957	1401	1597	1211	3.0	0.0	-1415	-120	139	557	418	333	306	544	1259	1031
6_40_500_12_float	9551	1657	179.14029214850882	-31.29032258064516	105.21530736457699	7	679	261	2346	1494	836	65.0	-1.0	-757	-1008	0	6906	6906	679	25	704	2807	454
8_60_700_12_nonfl	3392	1657	134.891277258567	-45.540211970074814	90.2157446143209	14	356	709	2145	1490	959	31.0	-4.0	-981	-1005	4	1217	1213	444	294	650	2423	491
4_70_300_12_float	6490	1657	155.7420659614188	-11.469819539514624	83.60594275046671	4	746	309	2159	1580	962	46.0	-1.0	-517	-775	2	4153	4151	524	22	768	2647	545
10_70_700_12_float	5708	1657	164.126400996264	-36.83302180685358	100.4797114015588	13	711	315	2186	1494	962	50.0	-1.0	-847	-1162	1	3352	3351	545	25	736	2660	525
8_30_300_28_float	4041	1657	88.25635324015248	2.829415501905972	45.542884371029224	2	871	505	1772	1596	957	8.0	-1.0	-681	-553	24	2115	2091	315	18	889	2411	719
8_40_700_28_float	3165	1657	52.60295081967213	-1.877704918032787	27.240327868852457	11	951	524	1575	1280	805	3.0	-1.0	-712	-948	32	1482	1450	164	17	968	2320	713
2_60_500_36_nonfl	1556	1657	22.302008032128516	9.629718875502007	15.965863453815262	1	379	882	1229	1388	960	0.0	-1.0	-1109	-520	169	414	245	63	322	701	1500	668
8_40_100_28_float	3624	1657	126.25997383911053	37.41955526487901	81.83976455199476	0	691	595	1772	1596	901	13.0	-1.0	-890	-119	36	1499	1463	460	24	715	2048	986
10_60_300_12_nonfl	3019	1657	128.67366771159874	-18.470219435736677	73.57194357366771	5	361	726	2103	1588	960	29.0	-3.0	-517	-443	12	867	855	435	293	654	2379	518
2_30_100_28_float	6881	1657	163.68757763975157	26.940993788819874	95.31428571428572	0	665	495	2060	1596	957	33.0	-1.0	-889	-119	10	4376	4366	613	24	689	2239	957
2_60_100_28_nonfl	2067	1657	99.69530102790014	45.4291483113069	72.56222466960352	0	271	924	1529	1499	1336	5.0	-1.0	-1157	-120	124	433	309	323	295	566	1481	948
6_70_500_20_nonfl	2175	1657	65.28315182575273	-15.185019206145967	40.234085515949346	6	418	914	1790	1275	959	5.0	-1.0	-1109	-746	22	434	412	178	362	780	2144	618
2_40_100_20_float	4077	1657	143.88178415470992	24.447910168434184	84.16484716157206	0	758	461	1987	1628	972	24.5	-1.0	-895	-174	11	1751	1740	538	25	783	2296	885
6_50_100_20_nonfl	2795	1657	125.95838751625487	27.90474642392718	76.93156697009103	0	328	871	1877	1623	966	15.0	-1.0	-888	-149	34	721	687	434	316	644	1849	911
6_50_300_28_float	2328	1657	61.01740294511379	10.762382864792503	35.88989290495314	0	881	533	1574	1596	962	3.0	-1.0	-815	-319	65	685	620	188	15	896	2247	726
4_30_100_20_nonfl	5295	1657	152.21796443899447	18.617719190680564	85.41784181483752	0	314	802	2146	1623	966	29.0	-1.0	-888	-149	4	2848	2844	580	341	655	2037	884
4_30_500_36_float	2822	1657	41.478658536585364	12.012872628726287	26.745765582655824	3	909	593	1450	1385	901	0.0	-1.0	-712	-588	56	1236	1180	154	15	924	2144	793
6_60_500_28_nonfl	1766	1657	42.8453947368421	-3.0347222222222223	22.940058479532162	2	396	899	1441	1275	960	2.0	-1.0	-817	-520	110	391	281	106	332	728	1767	637
4_30_300_20_float	7068	1657	110.42188449848024	-8.072948328267477	59.247416413373855	3	898	405	1987	1383	805	18.0	-1.0	-625	-883	1	4907	4906	415	20	918	2657	613
6_40_100_12_float	6232	1657	200.59386503067483	5.030981595092024	102.81242331288342	2	635	282	2343	1590	691	64.0	-1.0	-530	-160	3	3416	3413	755	25	660	2619	616
4_40_300_20_float	3923	1657	95.72738461538462	-4.765846153846154	50.24661538461539	3	922	437	1891	1288	805	13.0	-1.0	-625	-883	4	1871	1867	348	19	941	2595	636
2_40_300_12_nonfl	6844	1657	141.64880587875078	-23.9213104715248	82.78505817513779	5	355	672	2239	1588	776	39.0	-4.0	-517	-443	1	4489	4488	528	313	668	2476	477
6_70_100_36_float	1610	1657	67.96520618556701	65.31786941580756	66.64153780068729	0	567	622	1139	1506	1203	0.0	-1.0	-1116	-119	222	399	177	230	11	578	1401	916
10_50_300_12_float	5620	1657	175.04136029411765	-16.497242647058822	95.76930147058823	4	696	268	2300	1590	776	61.0	-1.0	-457	-775	0	3072	3072	637	23	719	2749	492
4_70_700_20_nonfl	2355	1657	71.94162436548223	-21.43975903614458	46.6906917008134	14	413	914	1825	1275	963	6.0	-1.0	-1109	-821	13	587	574	182	367	780	2162	625
6_50_500_36_float	1924	1657	29.373977695167287	11.848327137546468	20.611152416356877	1	892	535	1263	1385	957	0.0	-1.0	-998	-519	112	594	482	89	15	907	1957	718
2_40_300_12_float	10762	1657	181.12172854534387	-18.139683505782106	99.63070602556299	4	684	259	2343	1590	683	65.0	-1.0	-529	-775	0	8102	8102	681	24	708	2792	470
4_40_700_36_float	2649	1657	31.673462335867313	11.73116793365584	21.702315134761577	12	919	598	1377	1385	901	0.0	-1.0	-804	-822	64	1149	1085	107	15	934	2083	796
6_40_500_28_nonfl	2114	1657	51.304116394606105	-5.880766501064585	28.592441447835345	2	395	891	1532	1275	806	3.0	-1.0	-806	-520	92	625	533	149	342	737	1845	631
6_60_700_28_float	1994	1657	46.62713019768235	-1.2157464212678937	23.92143830947512	11	950	517	1467	1280	962	0.5	-1.0	-805	-822	65	466	401	110	17	967	2223	694
4_60_700_12_float	11902	1657	170.1326530612245	-38.21768707482993	104.17517006802721	13	694	306	2234	1494	962	55.0	-1.0	-847	-1162	1	9463	9462	589	26	720	2704	504
2_60_700_12_nonfl	8357	1657	134.75543816034804	-45.48320895522388	90.11932355778596	14	358	709	2151	1490	959	31.0	-4.0	-981	-1005	2	6176	6174	444	294	652	2429	493
2_70_300_20_nonfl	2376	1657	67.8727621483376	-3.292838874680307	35.58280051150896	2	409	942	1777	1336	969	5.0	-1.0	-1109	-546	20	597	577	209	360	769	2112	656
6_40_300_20_float	3865	1657	95.72738461538462	-4.765846153846154	50.24661538461539	3	922	437	1891	1288	805	13.0	-1.0	-625	-883	4	1813	1809	348	19	941	2595	636
2_70_300_12_nonfl	4905	1657	121.55193992490614	-17.1558197747184	69.35387984981227	5	366	758	2072	1490	960	24.0	-3.0	-517	-443	6	2800	2794	394	294	660	2360	542
8_70_300_20_nonfl	2056	1657	70.4265780730897	-2.2966777408637875	36.36162790697674	2	406	898	1706	1336	969	4.0	-1.0	-1109	-546	48	364	316	209	352	758	2024	634
8_40_700_28_nonfl	1798	1657	54.47840909090909	-12.032575757575758	33.255492424242426	10	381	813	1446	1275	963	3.0	-1.0	-806	-821	135	457	322	134	329	710	1728	583
4_50_700_20_nonfl	2792	1657	78.49530663329162	-22.870856785490933	50.683081709391274	14	414	887	1895	1275	963	9.0	-1.0	-513	-821	8	944	936	221	370	784	2216	612
8_70_100_12_nonfl	2921	1657	138.63790891597176	16.77421423989737	77.70606157793456	3	327	785	2006	1490	960	23.0	-1.0	-600	-209	21	743	722	464	285	612	2045	788
10_50_100_20_nonfl	2408	1657	133.71079429735235	26.690767141887306	80.20078071961983	0	317	807	1822	1623	966	17.0	-1.0	-844	-149	70	436	366	433	304	621	1781	861
4_70_500_28_float	1860	1657	42.11764705882353	2.442906574394464	22.280276816608996	2	945	510	1435	1280	962	0.0	-1.0	-1108	-519	77	372	295	108	16	961	2196	678
6_30_300_36_nonfl	1814	1657	87.220600162206	7.756285482562855	47.48844282238443	0	330	717	1419	1597	806	6.0	-1.0	-713	-320	192	520	328	221	319	649	1517	630
4_40_500_36_float	2695	1657	33.41256830601093	13.796448087431694	23.604508196721312	2	913	608	1407	1385	901	0.0	-1.0	-804	-519	63	1158	1095	125	15	928	2114	799
6_70_100_12_float	3828	1657	165.32507936507938	16.99142857142857	91.15825396825397	2	698	384	2068	1580	962	36.5	-1.0	-868	-160	10	1440	1430	568	21	719	2393	736
10_30_100_12_float	7969	1657	217.82019405700424	-0.04790782292298363	108.93405093996361	2	600	225	2473	1590	683	76.0	-1.0	-530	-160	1	4952	4951	845	26	626	2719	553
8_40_100_12_nonfl	3976	1657	171.4004959702418	3.7241165530068194	87.5623062616243	3	309	651	2266	1588	806	45.0	-1.0	-600	-209	8	1418	1410	640	317	626	2250	659
6_70_700_28_float	1844	1657	46.125610607117935	-1.7442428471737614	23.934926727145847	11	940	498	1428	1280	962	0.0	-1.0	-1108	-822	73	369	296	103	16	956	2174	676
